$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$D;2434,00;3075;;16400;11,0;3,7;1803;;;;-3;0,1;0,0;3;-0;0;100;*E3
$D;2435,00;3075;;16400;11,0;3,7;1803;;;;-3;0,1;0,0;3;-0;0;100;*6D
$D;2436,00;3075;;16400;11,0;3,7;1803;;;;-3;0,1;0,1;3;-0;0;100;*31
$D;2437,00;3075;;16400;11,0;3,7;1803;;;;-3;0,1;0,0;3;-0;0;100;*BC
$D;2438,00;3075;;16400;11,0;3,7;1803;;;;-3;0,1;0,0;3;-0;0;100;*F8
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2439,00;902;;16400;11,0;3,7;1803;;;;-3;0,1;0,1;3;-0;0;100;*2D
$D;2440,00;902;;16400;11,0;3,7;1803;;;;-3;0,1;0,0;3;-0;0;100;*E1
$D;2441,00;902;;16400;11,0;3,7;1803;;;;-3;0,1;0,0;4;-0;0;100;*BB
$D;2442,00;902;;16400;11,0;3,7;1804;;;;-3;0,1;0,0;4;-0;0;100;*3D
$D;2443,00;902;;16400;11,0;3,7;1804;;;;-3;0,1;0,0;3;-0;0;100;*12
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2444,00;3075;;16400;11,0;3,7;1804;;;;-3;0,1;0,0;3;-0;0;100;*95
$D;2445,00;3075;;16400;11,0;3,7;1804;;;;-3;0,1;0,0;4;-0;0;100;*08
$D;2446,00;3075;;16400;11,0;3,7;1804;;;;-3;0,1;0,0;4;-0;0;100;*47
$D;2447,00;3075;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*B7
$D;2448,00;3076;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;3;-0;0;100;*9A
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2449,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*54
$D;2450,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*8A
$D;2451,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*83
$D;2452,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*22
$D;2453,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*60
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2454,00;3076;;16400;11,0;3,7;1804;;;;-3;0,2;0,1;4;-0;0;100;*9E
$D;2455,00;3076;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*79
$D;2456,00;3076;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*70
$D;2457,00;3076;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*A7
$D;2458,00;3076;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*69
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2459,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*45
$D;2460,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*81
$D;2461,00;902;;16400;11,0;3,7;1804;;;;-3;0,2;0,0;4;-0;0;100;*F8
$D;2462,00;902;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*5F
$D;2463,00;902;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*E2
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2464,00;3076;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*85
$D;2465,00;3076;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*30
$D;2466,00;3076;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*75
$D;2467,00;3076;;16400;11,0;3,7;1805;;;;-4;0,2;0,0;4;-0;0;100;*AF
$D;2468,00;3076;;16400;11,0;3,7;1805;;;;-4;0,2;0,0;4;-0;0;100;*15
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2469,00;902;;16400;11,0;3,7;1805;;;;-4;0,2;0,0;4;-0;0;100;*48
$D;2470,00;902;;16400;11,0;3,7;1805;;;;-4;0,2;0,0;3;-0;0;100;*B2
$D;2471,00;902;;16400;11,0;3,7;1805;;;;-3;0,2;0,1;4;-0;0;100;*98
$D;2472,00;902;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*59
$D;2473,00;902;;16400;11,0;3,7;1805;;;;-3;0,2;0,1;4;-0;0;100;*87
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2474,00;3076;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*8C
$D;2475,00;3076;;16400;11,0;3,7;1805;;;;-4;0,2;0,0;4;-0;0;100;*4A
$D;2476,00;3076;;16400;11,0;3,7;1805;;;;-4;0,2;0,0;3;-0;0;100;*1E
$D;2477,00;3076;;16400;11,0;3,7;1805;;;;-3;0,2;0,0;4;-0;0;100;*A5
$D;2478,00;3076;;16400;11,0;3,7;1805;;;;-3;0,1;0,1;3;-0;0;100;*75
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2479,00;902;;16400;11,0;3,7;1805;;;;-3;0,1;0,0;3;-0;0;100;*78
$D;2480,00;902;;16400;11,0;3,7;1805;;;;-3;0,1;0,0;4;-0;0;100;*AF
$D;2481,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*13
$D;2482,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*5D
$D;2483,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*FE
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2484,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*BB
$D;2485,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*23
$D;2486,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*9E
$D;2487,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*B2
$D;2488,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*79
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2489,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*73
$D;2490,00;902;;16400;11,0;3,7;1806;;;;-3;0,2;0,0;4;-0;0;100;*AD
$D;2491,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*18
$D;2492,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*4F
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2493,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*FD
$D;2494,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*F9
$D;2495,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*55
$D;2496,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*96
$D;2497,00;3076;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*C8
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2498,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*33
$D;2499,00;902;;16400;11,0;3,7;1806;;;;-3;0,1;0,0;4;-0;0;100;*6E
$D;2500,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*AC
$D;2501,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*0C
$D;2502,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*36
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2503,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*FD
$D;2504,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,1;4;-0;0;100;*E2
$D;2505,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,1;4;-0;0;100;*2E
$D;2506,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*F1
$D;2507,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*80
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2508,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*20
$D;2509,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*94
$D;2510,00;902;;16400;11,0;3,7;1807;;;;-3;0,2;0,0;4;-0;0;100;*DE
$D;2511,00;902;;16400;11,0;3,7;1807;;;;-3;0,2;0,0;4;-0;0;100;*03
$D;2512,00;902;;16400;11,0;3,7;1807;;;;-3;0,2;0,1;4;-0;0;100;*79
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2513,00;3077;;16400;11,0;3,7;1807;;;;-3;0,2;0,0;3;-0;0;100;*E8
$D;2514,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,1;4;-0;0;100;*64
$D;2515,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*49
$D;2516,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*82
$D;2517,00;3077;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;3;-0;0;100;*FD
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2518,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*2E
$D;2519,00;902;;16400;11,0;3,7;1807;;;;-3;0,1;0,0;4;-0;0;100;*E8
$D;2520,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*81
$D;2521,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*04
$D;2522,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*42
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2523,00;3077;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;4;-0;0;100;*DB
$D;2524,00;3077;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;3;-0;0;100;*2A
$D;2525,00;3077;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;3;-0;0;100;*0E
$D;2526,00;3077;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;3;-0;0;100;*F4
$D;2527,00;3077;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;3;-0;0;100;*AF
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2528,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;3;-0;0;100;*6A
$D;2529,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,1;4;-0;0;100;*C1
$D;2530,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*87
$D;2531,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*0B
$D;2532,00;902;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*25
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2533,00;3077;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;4;-0;0;100;*A2
$D;2534,00;3077;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*4A
$D;2535,00;3077;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;4;-0;0;100;*38
$D;2536,00;3077;;16400;11,0;3,7;1808;;;;-3;0,1;0,1;4;-0;0;100;*9C
$D;2537,00;3077;;16400;11,0;3,7;1808;;;;-3;0,1;0,0;4;-0;0;100;*5F
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2538,00;902;;16400;11,0;3,7;1808;;;;-4;0,1;0,0;4;-0;0;100;*6F
$D;2539,00;902;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*CA
$D;2540,00;902;;16400;11,0;3,7;1809;;;;-3;0,1;0,1;4;-0;0;100;*C8
$D;2541,00;902;;16400;11,0;3,7;1809;;;;-3;0,1;0,0;4;-0;0;100;*63
$D;2542,00;902;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*AA
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2543,00;3077;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*B6
$D;2544,00;3077;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*44
$D;2545,00;3077;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*41
$D;2546,00;3077;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*98
$D;2547,00;3076;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*2E
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2548,00;902;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*73
$D;2549,00;902;;16400;11,0;3,7;1809;;;;-3;0,1;0,0;4;-0;0;100;*84
$D;2550,00;902;;16400;11,0;3,7;1809;;;;-3;0,1;0,0;4;-0;0;100;*D4
$D;2551,00;902;;16400;11,0;3,7;1809;;;;-3;0,1;0,0;4;-0;0;100;*61
$D;2552,00;902;;16400;11,0;3,7;1809;;;;-3;0,1;0,0;4;-0;0;100;*A4
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2553,00;3076;;16400;11,0;3,7;1809;;;;-4;0,2;0,0;4;-0;0;100;*B9
$D;2554,00;3076;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*79
$D;2555,00;3076;;16400;11,0;3,7;1809;;;;-4;0,1;0,0;4;-0;0;100;*55
$D;2556,00;3076;;16400;11,0;3,7;1809;;;;-4;0,1;0,1;4;-0;0;100;*E4
$D;2557,00;3076;;16400;11,0;3,7;1809;;;;-3;0,1;0,0;3;-0;0;100;*4B
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2558,00;902;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;3;-0;0;100;*7D
$D;2559,00;902;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*F1
$D;2560,00;902;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*AF
$D;2561,00;902;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*6E
$D;2562,00;902;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*C5
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2563,00;3076;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*8C
$D;2564,00;3076;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*6C
$D;2565,00;3076;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*DC
$D;2566,00;3076;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*E5
$D;2567,00;3076;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*43
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2568,00;902;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*4F
$D;2569,00;902;;16400;11,0;3,7;1810;;;;-4;0,1;0,0;4;-0;0;100;*EB
$D;2570,00;902;;16400;11,0;3,7;1810;;;;-3;0,1;0,1;4;-0;0;100;*20
$D;2571,00;902;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*77
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2572,00;3076;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*CC
$D;2573,00;3076;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*CC
$D;2574,00;3076;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*1B
$D;2575,00;3076;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*D6
$D;2576,00;3076;;16400;11,0;3,7;1810;;;;-3;0,1;0,0;4;-0;0;100;*8C
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2577,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*0A
$D;2578,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*2D
$D;2579,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*E0
$D;2580,00;902;;16400;11,0;3,7;1811;;;;-4;0,1;0,0;4;-0;0;100;*50
$D;2581,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,1;4;-0;0;100;*77
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2582,00;3077;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*CB
$D;2583,00;3077;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*DA
$D;2584,00;3077;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*69
$D;2585,00;3077;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*BD
$D;2586,00;3077;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*FF
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2587,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*00
$D;2588,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*5B
$D;2589,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,1;4;-0;0;100;*9D
$D;2590,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*44
$D;2591,00;902;;16400;11,0;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*48
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2592,00;3077;;16400;10,9;3,7;1811;;;;-3;0,1;0,0;4;-0;0;100;*DC
$D;2593,00;3077;;16400;10,9;3,7;1811;;;;-3;0,1;0,1;3;-0;0;100;*29
$D;2594,00;3077;;16400;10,9;3,7;1811;;;;-3;0,1;0,0;3;-0;0;100;*69
$D;2595,00;3077;;16400;10,9;3,7;1811;;;;-3;0,1;0,1;4;-0;0;100;*B9
$D;2596,00;3077;;16400;10,9;3,7;1812;;;;-3;0,1;0,2;4;-0;0;100;*BE
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2597,00;902;;16400;10,9;3,7;1812;;;;-3;0,1;0,1;4;-0;0;100;*19
$D;2598,00;902;;16400;10,9;3,7;1812;;;;-3;0,1;0,0;4;-0;0;100;*AA
$D;2599,00;902;;16400;10,9;3,7;1812;;;;-3;0,1;0,0;4;-0;0;100;*F3
$D;2600,00;902;;16400;10,9;3,7;1812;;;;-3;0,1;0,0;4;-0;0;100;*75
$D;2601,00;902;;16400;10,9;3,7;1812;;;;-3;0,1;0,0;4;-0;0;100;*4B
$D;2602,00;902;;16400;10,9;3,7;1812;;;;-3;0,1;0,0;4;-0;0;100;*ED
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2603,00;3077;;16400;10,9;3,7;1812;;;;-3;0,1;0,1;4;-0;0;100;*61
$D;2604,00;3077;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*76
$D;2605,00;3076;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*8D
$D;2606,00;3076;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*A3
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;  mAh;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2607,00;902;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*1D
$D;2608,00;902;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*D0
$D;2609,00;902;;16400;10,9;3,7;1812;;;;-3;0,2;0,3;4;-0;0;100;*85
$D;2610,00;902;;16400;10,9;3,7;1812;;;;-3;0,2;0,1;4;-0;0;100;*02
$D;2611,00;902;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*57
$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$SETUP2;sec ;   ml;;    m;    V;    V;  mAh;;;;    m;    A;  m/s;    m;   °C;    m;% LQI;
$D;2612,00;3076;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*AC
$D;2613,00;3076;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*36
$D;2614,00;3076;;16400;10,9;3,7;1812;;;;-3;0,2;0,0;4;-0;0;100;*7E
$D;2615,00;3076;;16400;10,9;3,7;1813;;;;-3;0,2;0,0;4;-0;0;100;*F4
