$SETUP1;Time;;;;;;;;;;;;;;;;;
$SETUP2;sec;;;;;;;;;;;;;;;;;
$D;241,27;;;;;0,3;;;;;;;;;;;-0,1;
$D;241,38;;;;;;0,0;;;;;;;;;;-0,3;
$D;241,47;;;;;;;86,0;;;;;;;;;-0,3;
$D;241,58;;;;;;;;2,0;;;;;;;;-0,4;
$D;241,69;;;;;;;;;175,0;;;;;;;-0,8;
$D;241,78;;;;;;;;;;0,0;;;;;;-1,0;
$D;241,89;;;;;;;;;;;19,2;;;;;-1,1;
$D;242,00;;;;;;;;;;;;92,6;;;;-1,2;
$D;242,11;5,0;;;;;;;;;;;;;;;-1,2;
$D;242,23;;100,0;;;;;;;;;;;;;;-1,4;
$D;242,32;;;12,1;;;;;;;;;;;;;-1,6;
$D;242,38;;;;77,8;;;;;;;;;;;;-1,7;
$D;242,49;;;;;0,2;;;;;;;;;;;-1,8;
$D;242,61;;;;;;0,0;;;;;;;;;;-1,8;
$D;242,69;;;;;;;86,0;;;;;;;;;-1,9;
$D;242,81;;;;;;;;1,0;;;;;;;;-2,0;
$D;242,92;;;;;;;;1,0;;;;;;;;-2,0;
$D;243,03;;;;;;;;;;0,0;;;;;;-2,0;
$D;243,12;;;;;;;;;;0,0;;;;;;-2,1;
$D;243,23;;;;;;;;;;0,0;;;;;;-2,1;
$D;243,34;5,0;;;;;;;;;;;;;;;-2,1;
$D;243,43;;100,0;;;;;;;;;;;;;;-2,3;
$D;243,54;;;12,1;;;;;;;;;;;;;-2,3;
$D;243,65;;;;77,8;;;;;;;;;;;;-2,1;
$D;243,76;;;;;0,2;;;;;;;;;;;-2,1;
$D;243,85;;;;;;0,0;;;;;;;;;;-2,1;
$D;243,96;;;;;;;83,0;;;;;;;;;-1,9;
$D;244,02;;;;;;;81,0;;;;;;;;;-1,5;
$D;244,14;;;;;;;;;176,0;;;;;;;-1,5;
$D;244,25;;;;;;;;;;0,0;;;;;;-1,3;
$D;244,34;;;;;;;;;;;26,9;;;;;-1,0;
$D;244,45;;;;;;;;;;;;92,6;;;;-0,8;
$D;244,56;5,0;;;;;;;;;;;;;;;-0,5;
$D;244,67;;100,0;;;;;;;;;;;;;;-0,2;
$D;244,76;;;12,1;;;;;;;;;;;;;0,3;
$D;244,87;;;;77,8;;;;;;;;;;;;0,6;
$D;244,98;;;;;0,1;;;;;;;;;;;0,6;
$D;245,09;;;;;0,2;;;;;;;;;;;0,9;
$D;245,18;;;;;;;81,0;;;;;;;;;0,9;
$D;245,29;;;;;;;;1,0;;;;;;;;1,9;
$D;245,39;;;;;;;;;184,0;;;;;;;2,1;
$D;245,50;;;;;;;;;196,0;;;;;;;2,1;
$D;245,61;;;;;;;;;;;37,4;;;;;2,1;
$D;245,67;;;;;;;;;;;35,9;;;;;2,9;
$D;245,79;5,0;;;;;;;;;;;;;;;2,9;
$D;245,90;;100,0;;;;;;;;;;;;;;3,3;
$D;245,99;;;12,1;;;;;;;;;;;;;3,4;
$D;246,10;;;;77,7;;;;;;;;;;;;3,4;
$D;246,21;;;;;0,2;;;;;;;;;;;3,6;
$D;246,32;;;;;;0,0;;;;;;;;;;3,7;
$D;246,41;;;;;;;83,0;;;;;;;;;3,7;
$D;246,52;;;;;;;;0,0;;;;;;;;3,7;
$D;246,62;;;;;;;;;196,0;;;;;;;3,7;
$D;246,73;;;;;;;;;;0,0;;;;;;3,6;
$D;246,85;;;;;;;;;;;35,9;;;;;3,5;
$D;246,94;;;;;;;;;;;;92,6;;;;3,3;
$D;247,05;5,0;;;;;;;;;;;;;;;3,1;
$D;247,14;;100,0;;;;;;;;;;;;;;2,7;
$D;247,25;;;12,1;;;;;;;;;;;;;2,7;
$D;247,31;;;;77,7;;;;;;;;;;;;2,5;
$D;247,42;;;;;0,4;;;;;;;;;;;2,2;
$D;247,54;;;;;;0,0;;;;;;;;;;2,0;
$D;247,65;;;;;;;88,0;;;;;;;;;1,7;
$D;247,74;;;;;;;;3,0;;;;;;;;1,4;
$D;247,84;;;;;;;;5,0;;;;;;;;1,1;
$D;247,95;;;;;;;;;;0,0;;;;;;1,1;
$D;248,07;;;;;;;;;;;38,3;;;;;0,5;
$D;248,18;;;;;;;;;;;;92,6;;;;0,3;
$D;248,27;5,0;;;;;;;;;;;;;;;-0,1;
$D;248,37;;100,0;;;;;;;;;;;;;;-0,1;
$D;248,49;;;12,1;;;;;;;;;;;;;-0,3;
$D;248,60;;;;77,7;;;;;;;;;;;;-0,5;
$D;248,69;;;;;0,1;;;;;;;;;;;-0,8;
$D;248,80;;;;;;0,0;;;;;;;;;;-0,9;
$D;248,91;;;;;;;90,0;;;;;;;;;-1,0;
$D;248,98;;;;;;;;5,0;;;;;;;;-1,0;
$D;249,08;;;;;;;;;208,0;;;;;;;-1,1;
$D;249,18;;;;;;;;;;0,0;;;;;;-1,1;
$D;249,29;;;;;;;;;;;44,1;;;;;-1,1;
$D;249,41;;;;;;;;;;;;92,6;;;;-1,2;
$D;249,49;;;;;;;;;;;;92,6;;;;-1,2;
$D;249,60;;;;;;;;;;;;92,6;;;;-1,2;
$D;249,71;;;;;;;;;;;;92,6;;;;-1,2;
$D;249,80;;;;77,7;;;;;;;;;;;;-1,2;
$D;249,91;;;;;0,1;;;;;;;;;;;-1,2;
$D;250,03;;;;;;0,0;;;;;;;;;;-1,2;
$D;250,15;;;;;;;88,0;;;;;;;;;-1,1;
$D;250,25;;;;;;;87,0;;;;;;;;;-1,1;
$D;250,34;;;;;;;;;235,0;;;;;;;-1,1;
$D;250,45;;;;;;;;;;0,0;;;;;;-0,9;
$D;250,54;;;;;;;;;;;56,6;;;;;-0,8;
$D;250,60;;;;;;;;;;;;92,6;;;;-0,6;
$D;250,72;5,0;;;;;;;;;;;;;;;-0,5;
$D;250,83;;100,0;;;;;;;;;;;;;;-0,4;
$D;250,94;;100,0;;;;;;;;;;;;;;-0,2;
$D;251,05;;;;77,7;;;;;;;;;;;;-0,2;
$D;251,14;;;;77,7;;;;;;;;;;;;0,0;
$D;251,25;;;;;;0,0;;;;;;;;;;0,0;
$D;251,36;;;;;;0,0;;;;;;;;;;0,4;
$D;251,45;;;;;;0,0;;;;;;;;;;0,4;
$D;251,57;;;;;;;;;252,0;;;;;;;0,4;
$D;251,68;;;;;;;;;;0,0;;;;;;1,0;
$D;251,77;;;;;;;;;;;64,2;;;;;1,2;
$D;251,88;;;;;;;;;;;;92,6;;;;1,2;
$D;251,99;5,0;;;;;;;;;;;;;;;1,3;
$D;252,11;;100,0;;;;;;;;;;;;;;1,5;
$D;252,19;;;12,1;;;;;;;;;;;;;1,7;
$D;252,25;;;;77,7;;;;;;;;;;;;1,8;
$D;252,36;;;;77,7;;;;;;;;;;;;1,8;
$D;252,47;;;;;;0,0;;;;;;;;;;1,8;
$D;252,58;;;;;;;87,0;;;;;;;;;1,9;
$D;252,69;;;;;;;;1,0;;;;;;;;1,9;
$D;252,81;;;;;;;;5,0;;;;;;;;1,8;
$D;252,89;;;;;;;;;;0,0;;;;;;1,8;
$D;253,00;;;;;;;;;;0,0;;;;;;1,6;
$D;253,11;;;;;;;;;;;;92,6;;;;1,6;
$D;253,22;5,0;;;;;;;;;;;;;;;1,5;
$D;253,31;;100,0;;;;;;;;;;;;;;1,4;
$D;253,42;;;12,1;;;;;;;;;;;;;1,3;
$D;253,53;;;;77,7;;;;;;;;;;;;1,2;
$D;253,64;;;;;0,1;;;;;;;;;;;1,2;
$D;253,76;;;;;;0,0;;;;;;;;;;1,0;
$D;253,84;;;;;;;90,0;;;;;;;;;0,9;
$D;253,90;;;;;;;91,0;;;;;;;;;0,8;
$D;254,01;;;;;;;;;266,0;;;;;;;0,8;
$D;254,12;;;;;;;;;;0,0;;;;;;0,6;
$D;254,23;;;;;;;;;;;57,0;;;;;0,6;
$D;254,33;;;;;;;;;;;;92,6;;;;0,4;
$D;254,44;5,0;;;;;;;;;;;;;;;0,3;
$D;254,56;;100,0;;;;;;;;;;;;;;0,2;
$D;254,65;;;12,1;;;;;;;;;;;;;0,1;
$D;254,75;;;;77,7;;;;;;;;;;;;0,0;
$D;254,86;;;;;0,1;;;;;;;;;;;0,0;
$D;254,97;;;;;;0,0;;;;;;;;;;-0,1;
$D;255,09;;;;;;;91,0;;;;;;;;;-0,2;
$D;255,17;;;;;;;;5,0;;;;;;;;-0,3;
$D;255,28;;;;;;;;;290,0;;;;;;;-0,3;
$D;255,39;;;;;;;;;;0,0;;;;;;-0,3;
$D;255,51;;;;;;;;;;;57,1;;;;;-0,3;
$D;255,55;;;;;;;;;;;;92,6;;;;-0,3;
$D;255,66;5,0;;;;;;;;;;;;;;;-0,3;
$D;255,77;;100,0;;;;;;;;;;;;;;-0,3;
$D;255,89;;100,0;;;;;;;;;;;;;;-0,2;
$D;255,99;;;;77,7;;;;;;;;;;;;-0,2;
$D;256,08;;;;;0,1;;;;;;;;;;;-0,1;
$D;256,20;;;;;;0,0;;;;;;;;;;-0,1;
$D;256,29;;;;;;;91,0;;;;;;;;;0,0;
$D;256,40;;;;;;;;5,0;;;;;;;;0,0;
$D;256,51;;;;;;;;;297,0;;;;;;;0,0;
$D;256,62;;;;;;;;;;0,0;;;;;;0,1;
$D;256,73;;;;;;;;;;;57,3;;;;;0,3;
$D;256,82;;;;;;;;;;;;92,6;;;;0,3;
$D;256,92;5,0;;;;;;;;;;;;;;;0,4;
$D;257,03;;100,0;;;;;;;;;;;;;;0,5;
$D;257,14;;;12,1;;;;;;;;;;;;;0,5;
$D;257,20;;;;77,7;;;;;;;;;;;;0,5;
$D;257,31;;;;;0,1;;;;;;;;;;;0,6;
$D;257,42;;;;;;0,0;;;;;;;;;;0,6;
$D;257,53;;;;;;;91,0;;;;;;;;;0,6;
$D;257,62;;;;;;;;1,0;;;;;;;;0,7;
$D;257,74;;;;;;;;;299,0;;;;;;;0,7;
$D;257,85;;;;;;;;;;0,0;;;;;;0,6;
$D;257,94;;;;;;;;;;;52,4;;;;;0,6;
$D;258,05;;;;;;;;;;;;92,6;;;;0,6;
$D;258,15;5,0;;;;;;;;;;;;;;;0,5;
$D;258,26;;100,0;;;;;;;;;;;;;;0,5;
$D;258,37;;;12,1;;;;;;;;;;;;;0,4;
$D;258,49;;;12,1;;;;;;;;;;;;;0,3;
$D;258,57;;;;;0,1;;;;;;;;;;;0,3;
$D;258,68;;;;;0,1;;;;;;;;;;;0,1;
$D;258,80;;;;;;;92,0;;;;;;;;;0,1;
$D;258,84;;;;;;;92,0;;;;;;;;;0,0;
$D;258,95;;;;;;;;;298,0;;;;;;;0,0;
$D;259,06;;;;;;;;;;0,0;;;;;;-0,2;
$D;259,17;;;;;;;;;;0,0;;;;;;-0,2;
$D;259,26;;;;;;;;;;0,0;;;;;;-0,2;
$D;259,37;;;;;;;;;;0,0;;;;;;-0,2;
$D;259,48;;;;;;;;;;0,0;;;;;;-0,2;
$D;259,60;;;12,1;;;;;;;;;;;;;-0,6;
$D;259,71;;;;77,7;;;;;;;;;;;;-0,6;
$D;259,80;;;;;0,1;;;;;;;;;;;-0,8;
$D;259,91;;;;;0,1;;;;;;;;;;;-0,8;
$D;260,03;;;;;;;92,0;;;;;;;;;-0,8;
$D;260,11;;;;;;;;1,0;;;;;;;;-0,9;
$D;260,22;;;;;;;;;293,0;;;;;;;-1,0;
$D;260,33;;;;;;;;;;0,0;;;;;;-1,1;
$D;260,45;;;;;;;;;;;45,9;;;;;-1,2;
$D;260,49;;;;;;;;;;;;92,6;;;;-1,2;
$D;260,60;5,0;;;;;;;;;;;;;;;-1,2;
$D;260,71;;100,0;;;;;;;;;;;;;;-1,3;
$D;260,80;;;12,1;;;;;;;;;;;;;-1,4;
$D;260,91;;;;77,7;;;;;;;;;;;;-1,4;
$D;261,02;;;;;0,1;;;;;;;;;;;-1,4;
$D;261,14;;;;;0,2;;;;;;;;;;;-1,4;
$D;261,23;;;;;0,2;;;;;;;;;;;-1,4;
$D;261,34;;;;;;;;3,0;;;;;;;;-1,4;
$D;261,45;;;;;;;;0,0;;;;;;;;-1,3;
$D;261,56;;;;;;;;;;0,0;;;;;;-1,3;
$D;261,67;;;;;;;;;;;27,6;;;;;-1,2;
$D;261,76;;;;;;;;;;;;92,6;;;;-1,1;
$D;261,87;5,0;;;;;;;;;;;;;;;-1,0;
$D;261,99;;100,0;;;;;;;;;;;;;;-1,0;
$D;262,08;;;12,1;;;;;;;;;;;;;-0,9;
$D;262,14;;;;77,7;;;;;;;;;;;;-0,9;
$D;262,25;;;;;0,2;;;;;;;;;;;-0,8;
$D;262,34;;;;;;0,0;;;;;;;;;;-0,8;
$D;262,45;;;;;;;90,0;;;;;;;;;-0,8;
$D;262,56;;;;;;;;0,0;;;;;;;;-0,7;
$D;262,67;;;;;;;;;284,0;;;;;;;-0,6;
$D;262,79;;;;;;;;;;0,0;;;;;;-0,6;
$D;262,87;;;;;;;;;;;28,5;;;;;-0,5;
$D;262,98;;;;;;;;;;;;92,6;;;;-0,5;
$D;263,09;5,0;;;;;;;;;;;;;;;-0,4;
$D;263,20;;100,0;;;;;;;;;;;;;;-0,3;
$D;263,30;;;12,1;;;;;;;;;;;;;-0,2;
$D;263,40;;;;77,7;;;;;;;;;;;;-0,1;
$D;263,52;;;;;0,2;;;;;;;;;;;0,0;
$D;263,62;;;;;;0,0;;;;;;;;;;0,0;
$D;263,74;;;;;;;88,0;;;;;;;;;0,0;
$D;263,78;;;;;;;;-2,0;;;;;;;;0,3;
$D;263,90;;;;;;;;;266,0;;;;;;;0,5;
$D;264,01;;;;;;;;;258,0;;;;;;;0,6;
$D;264,10;;;;;;;;;;;29,0;;;;;0,6;
$D;264,21;;;;;;;;;;;32,5;;;;;0,8;
$D;264,32;5,0;;;;;;;;;;;;;;;0,8;
$D;264,43;5,0;;;;;;;;;;;;;;;1,3;
$D;264,55;;;12,1;;;;;;;;;;;;;1,3;
$D;264,63;;;;77,7;;;;;;;;;;;;1,7;
$D;264,74;;;;;0,1;;;;;;;;;;;1,8;
$D;264,86;;;;;;0,0;;;;;;;;;;1,8;
$D;264,94;;;;;;;88,0;;;;;;;;;2,0;
$D;265,05;;;;;;;;-3,0;;;;;;;;2,1;
$D;265,16;;;;;;;;;258,0;;;;;;;2,2;
$D;265,28;;;;;;;;;;0,0;;;;;;2,2;
$D;265,37;;;;;;;;;;;32,5;;;;;2,3;
$D;265,44;;;;;;;;;;;;92,6;;;;2,3;
$D;265,55;5,0;;;;;;;;;;;;;;;2,3;
$D;265,66;;100,0;;;;;;;;;;;;;;2,3;
$D;265,75;;;12,1;;;;;;;;;;;;;2,4;
$D;265,86;;;;77,7;;;;;;;;;;;;2,4;
$D;265,97;;;;;0,2;;;;;;;;;;;2,5;
$D;266,06;;;;;;0,0;;;;;;;;;;2,5;
$D;266,17;;;;;;;91,0;;;;;;;;;2,5;
$D;266,28;;;;;;;;0,0;;;;;;;;2,4;
$D;266,39;;;;;;;;;252,0;;;;;;;2,3;
$D;266,51;;;;;;;;;;0,0;;;;;;2,3;
$D;266,59;;;;;;;;;;;28,2;;;;;2,2;
$D;266,70;;;;;;;;;;;;92,6;;;;2,2;
$D;266,81;5,0;;;;;;;;;;;;;;;2,1;
$D;266,93;;100,0;;;;;;;;;;;;;;2,0;
$D;267,02;;;12,1;;;;;;;;;;;;;1,9;
$D;267,08;;;;77,7;;;;;;;;;;;;1,9;
$D;267,20;;;;;0,1;;;;;;;;;;;1,8;
$D;267,28;;;;;;0,0;;;;;;;;;;1,6;
$D;267,40;;;;;;;94,0;;;;;;;;;1,5;
$D;267,51;;;;;;;;2,0;;;;;;;;1,3;
$D;267,62;;;;;;;;;247,0;;;;;;;1,1;
$D;267,71;;;;;;;;;;0,0;;;;;;1,1;
$D;267,82;;;;;;;;;;;24,6;;;;;0,9;
$D;267,93;;;;;;;;;;;;92,6;;;;0,6;
$D;268,06;5,0;;;;;;;;;;;;;;;0,5;
$D;268,14;;100,0;;;;;;;;;;;;;;0,3;
$D;268,26;;;12,1;;;;;;;;;;;;;0,2;
$D;268,36;;;;77,7;;;;;;;;;;;;0,0;
$D;268,44;;;;;0,3;;;;;;;;;;;0,0;
$D;268,56;;;;;;0,0;;;;;;;;;;-0,1;
$D;268,67;;;;;;;96,0;;;;;;;;;-0,2;
$D;268,73;;;;;;;;3,0;;;;;;;;-0,4;
$D;268,84;;;;;;;;;244,0;;;;;;;-0,5;
$D;268,95;;;;;;;;;;0,0;;;;;;-0,5;
$D;269,04;;;;;;;;;;;21,8;;;;;-0,6;
$D;269,15;;;;;;;;;;;;92,6;;;;-0,7;
$D;269,26;5,0;;;;;;;;;;;;;;;-0,7;
$D;269,37;;100,0;;;;;;;;;;;;;;-0,7;
$D;269,49;;;12,1;;;;;;;;;;;;;-0,7;
$D;269,57;;;;77,7;;;;;;;;;;;;-0,8;
$D;269,68;;;;;0,2;;;;;;;;;;;-0,8;
$D;269,78;;;;;;0,0;;;;;;;;;;-0,8;
$D;269,89;;;;;;;95,0;;;;;;;;;-0,8;
$D;270,00;;;;;;;;4,0;;;;;;;;-0,8;
$D;270,09;;;;;;;;4,0;;;;;;;;-0,8;
$D;270,20;;;;;;;;;;0,0;;;;;;-0,8;
$D;270,31;;;;;;;;;;;24,0;;;;;-0,7;
$D;270,37;;;;;;;;;;;24,7;;;;;-0,6;
$D;270,49;5,0;;;;;;;;;;;;;;;-0,6;
$D;270,58;5,0;;;;;;;;;;;;;;;-0,6;
$D;270,69;;;12,1;;;;;;;;;;;;;-0,6;
$D;270,80;;;;77,7;;;;;;;;;;;;-0,4;
$D;270,91;;;;77,7;;;;;;;;;;;;-0,4;
$D;271,00;;;;77,7;;;;;;;;;;;;-0,4;
$D;271,12;;;;77,7;;;;;;;;;;;;-0,4;
$D;271,24;;;;77,7;;;;;;;;;;;;-0,4;
$D;271,33;;;;;;;;;236,0;;;;;;;-0,5;
$D;271,43;;;;;;;;;;0,0;;;;;;-0,5;
$D;271,54;;;;;;;;;;;24,7;;;;;-0,6;
$D;271,63;;;;;;;;;;;;92,6;;;;-0,7;
$D;271,75;5,0;;;;;;;;;;;;;;;-0,8;
$D;271,86;;100,0;;;;;;;;;;;;;;-0,8;
$D;271,97;;;12,1;;;;;;;;;;;;;-0,9;
$D;272,02;;;;77,7;;;;;;;;;;;;-1,0;
$D;272,15;;;;;0,1;;;;;;;;;;;-1,1;
$D;272,24;;;;;0,1;;;;;;;;;;;-1,1;
$D;272,35;;;;;;;94,0;;;;;;;;;-1,1;
$D;272,46;;;;;;;;4,0;;;;;;;;-1,2;
$D;272,55;;;;;;;;5,0;;;;;;;;-1,3;
$D;272,66;;;;;;;;;;0,0;;;;;;-1,3;
$D;272,78;;;;;;;;;;;24,3;;;;;-1,4;
$D;272,86;;;;;;;;;;;;92,6;;;;-1,4;
$D;272,97;5,0;;;;;;;;;;;;;;;-1,5;
$D;273,08;5,0;;;;;;;;;;;;;;;-1,5;
$D;273,18;;;12,1;;;;;;;;;;;;;-1,5;
$D;273,29;;;;77,7;;;;;;;;;;;;-1,5;
$D;273,40;;;;;0,1;;;;;;;;;;;-1,5;
$D;273,52;;;;;;0,0;;;;;;;;;;-1,5;
$D;273,60;;;;;;0,0;;;;;;;;;;-1,5;
$D;273,66;;;;;;0,0;;;;;;;;;;-1,5;
$D;273,77;;;;;;;;;236,0;;;;;;;-1,5;
$D;273,88;;;;;;;;;;0,0;;;;;;-1,2;
$D;273,99;;;;;;;;;;0,0;;;;;;-1,1;
$D;274,11;;;;;;;;;;0,0;;;;;;-1,1;
$D;274,19;5,0;;;;;;;;;;;;;;;-1,1;
$D;274,30;5,0;;;;;;;;;;;;;;;-0,7;
$D;274,41;;;12,1;;;;;;;;;;;;;-0,7;
$D;274,53;;;12,1;;;;;;;;;;;;;-0,4;
$D;274,63;;;;;0,2;;;;;;;;;;;-0,3;
$D;274,71;;;;;0,2;;;;;;;;;;;-0,3;
$D;274,83;;;;;;;92,0;;;;;;;;;-0,3;
$D;274,94;;;;;;;;5,0;;;;;;;;0,1;
$D;275,05;;;;;;;;;226,0;;;;;;;0,1;
$D;275,16;;;;;;;;;219,0;;;;;;;0,3;
$D;275,25;;;;;;;;;;;27,4;;;;;0,3;
$D;275,31;;;;;;;;;;;25,7;;;;;0,4;
$D;275,42;5,0;;;;;;;;;;;;;;;0,4;
$D;275,53;;90,0;;;;;;;;;;;;;;0,5;
$D;275,64;;;12,1;;;;;;;;;;;;;0,7;
$D;275,75;;;12,1;;;;;;;;;;;;;0,7;
$D;275,84;;;;;0,2;;;;;;;;;;;0,7;
$D;275,95;;;;;0,2;;;;;;;;;;;0,7;
$D;276,06;;;;;;;90,0;;;;;;;;;0,7;
$D;276,15;;;;;;;91,0;;;;;;;;;0,8;
$D;276,27;;;;;;;;;219,0;;;;;;;0,8;
$D;276,38;;;;;;;;;;0,0;;;;;;0,8;
$D;276,49;;;;;;;;;;;25,7;;;;;0,8;
$D;276,58;;;;;;;;;;;;92,6;;;;0,8;
$D;276,69;5,0;;;;;;;;;;;;;;;0,8;
$D;276,80;;70,0;;;;;;;;;;;;;;0,8;
$D;276,92;;;12,1;;;;;;;;;;;;;0,8;
$D;276,96;;;;77,7;;;;;;;;;;;;0,8;
$D;277,06;;;;;0,2;;;;;;;;;;;0,9;
$D;277,17;;;;;;0,0;;;;;;;;;;0,9;
$D;277,28;;;;;;;91,0;;;;;;;;;0,8;
$D;277,38;;;;;;;;-3,0;;;;;;;;0,8;
$D;277,49;;;;;;;;;211,0;;;;;;;0,7;
$D;277,61;;;;;;;;;;0,0;;;;;;0,6;
$D;277,69;;;;;;;;;;;23,7;;;;;0,4;
$D;277,81;;;;;;;;;;;;92,6;;;;0,3;
$D;277,92;4,9;;;;;;;;;;;;;;;0,1;
$D;278,04;;100,0;;;;;;;;;;;;;;-0,2;
$D;278,12;;;12,1;;;;;;;;;;;;;-0,4;
$D;278,23;;;;77,7;;;;;;;;;;;;-0,4;
$D;278,34;;;;;0,3;;;;;;;;;;;-0,7;
$D;278,46;;;;;;0,0;;;;;;;;;;-0,9;
$D;278,54;;;;;;;92,0;;;;;;;;;-1,4;
$D;278,60;;;;;;;;-3,0;;;;;;;;-1,6;
$D;278,71;;;;;;;;;205,0;;;;;;;-1,7;
$D;278,82;;;;;;;;;;0,0;;;;;;-1,7;
$D;278,94;;;;;;;;;;;21,5;;;;;-1,8;
$D;279,03;;;;;;;;;;;;92,6;;;;-1,9;
$D;279,14;5,0;;;;;;;;;;;;;;;-2,0;
$D;279,25;;100,0;;;;;;;;;;;;;;-2,0;
$D;279,34;;;12,1;;;;;;;;;;;;;-2,0;
$D;279,45;;;;77,6;;;;;;;;;;;;-2,0;
$D;279,56;;;;;0,3;;;;;;;;;;;-1,8;
$D;279,67;;;;;;0,0;;;;;;;;;;-1,6;
$D;279,79;;;;;;;90,0;;;;;;;;;-1,4;
$D;279,87;;;;;;;;-3,0;;;;;;;;-1,2;
$D;279,97;;;;;;;;;198,0;;;;;;;-1,0;
$D;280,08;;;;;;;;;;0,0;;;;;;-0,7;
$D;280,19;;;;;;;;;;;25,0;;;;;-0,5;
$D;280,25;;;;;;;;;;;;92,6;;;;-0,2;
$D;280,36;5,0;;;;;;;;;;;;;;;0,0;
$D;280,47;;100,0;;;;;;;;;;;;;;0,1;
$D;280,59;;;12,1;;;;;;;;;;;;;0,1;
$D;280,67;;;;77,6;;;;;;;;;;;;0,4;
$D;280,78;;;;;0,2;;;;;;;;;;;0,6;
$D;280,90;;;;;;0,0;;;;;;;;;;0,7;
$D;281,01;;;;;;;88,0;;;;;;;;;0,8;
$D;281,10;;;;;;;;-5,0;;;;;;;;0,8;
$D;281,21;;;;;;;;;196,0;;;;;;;0,8;
$D;281,32;;;;;;;;;;0,0;;;;;;0,8;
$D;281,43;;;;;;;;;;0,0;;;;;;0,8;
$D;281,52;;;;;;;;;;;;92,6;;;;0,8;
$D;281,63;;;;;;;;;;;;92,6;;;;0,4;
$D;281,75;;100,0;;;;;;;;;;;;;;0,4;
$D;281,83;;;12,1;;;;;;;;;;;;;0,3;
$D;281,89;;;12,1;;;;;;;;;;;;;0,0;
$D;282,00;;;;;0,3;;;;;;;;;;;0,0;
$D;282,12;;;;;;0,0;;;;;;;;;;-0,3;
$D;282,23;;;;;;;90,0;;;;;;;;;-0,7;
$D;282,32;;;;;;;;-3,0;;;;;;;;-0,7;
$D;282,44;;;;;;;;;200,0;;;;;;;-1,0;
$D;282,53;;;;;;;;;;0,0;;;;;;-1,2;
$D;282,64;;;;;;;;;;;18,0;;;;;-1,7;
$D;282,75;;;;;;;;;;;;92,6;;;;-1,9;
$D;282,86;4,9;;;;;;;;;;;;;;;-2,1;
$D;282,97;;100,0;;;;;;;;;;;;;;-2,1;
$D;283,06;;;12,1;;;;;;;;;;;;;-2,4;
$D;283,18;;;;77,6;;;;;;;;;;;;-2,6;
$D;283,27;;;;;0,2;;;;;;;;;;;-2,7;
$D;283,38;;;;;;0,0;;;;;;;;;;-2,9;
$D;283,49;;;;;;;89,0;;;;;;;;;-3,0;
$D;283,55;;;;;;;;-1,0;;;;;;;;-3,2;
$D;283,66;;;;;;;;-2,0;;;;;;;;-3,3;
$D;283,76;;;;;;;;;;0,0;;;;;;-3,3;
$D;283,87;;;;;;;;;;0,0;;;;;;-3,5;
$D;283,96;;;;;;;;;;;;92,6;;;;-3,5;
$D;284,07;5,0;;;;;;;;;;;;;;;-3,6;
$D;284,18;;100,0;;;;;;;;;;;;;;-3,7;
$D;284,29;;;12,1;;;;;;;;;;;;;-3,7;
$D;284,40;;;;77,6;;;;;;;;;;;;-3,7;
$D;284,52;;;;;0,1;;;;;;;;;;;-3,7;
$D;284,60;;;;;;0,0;;;;;;;;;;-3,7;
$D;284,72;;;;;;;85,0;;;;;;;;;-3,6;
$D;284,82;;;;;;;;-2,0;;;;;;;;-3,6;
$D;284,94;;;;;;;;;202,0;;;;;;;-3,6;
$D;285,02;;;;;;;;;194,0;;;;;;;-3,4;
$D;285,15;;;;;;;;;;;19,9;;;;;-3,4;
$D;285,19;;;;;;;;;;;39,0;;;;;-3,3;
$D;285,30;5,0;;;;;;;;;;;;;;;-3,3;
$D;285,41;;100,0;;;;;;;;;;;;;;-3,1;
$D;285,50;;;12,1;;;;;;;;;;;;;-3,0;
$D;285,62;;;;77,6;;;;;;;;;;;;-2,9;
$D;285,73;;;;;0,1;;;;;;;;;;;-2,7;
$D;285,84;;;;;;0,0;;;;;;;;;;-2,7;
$D;285,93;;;;;;;80,0;;;;;;;;;-2,6;
$D;286,04;;;;;;;;-6,0;;;;;;;;-2,5;
$D;286,15;;;;;;;;;194,0;;;;;;;-2,3;
$D;286,27;;;;;;;;;182,0;;;;;;;-2,2;
$D;286,35;;;;;;;;;;;39,0;;;;;-2,2;
$D;286,46;;;;;;;;;;;;92,6;;;;-2,1;
$D;286,57;;;;;;;;;;;;92,6;;;;-1,7;
$D;286,69;;100,0;;;;;;;;;;;;;;-1,7;
$D;286,77;;;12,1;;;;;;;;;;;;;-1,2;
$D;286,83;;;12,1;;;;;;;;;;;;;-0,9;
$D;286,94;;;;;0,1;;;;;;;;;;;-0,9;
$D;287,06;;;;;;0,0;;;;;;;;;;-0,7;
$D;287,17;;;;;;;77,0;;;;;;;;;-0,4;
$D;287,26;;;;;;;;-14,0;;;;;;;;0,0;
$D;287,36;;;;;;;;-15,0;;;;;;;;0,3;
$D;287,48;;;;;;;;;;0,0;;;;;;0,3;
$D;287,60;;;;;;;;;;;45,4;;;;;0,5;
$D;287,68;;;;;;;;;;;;92,6;;;;1,0;
$D;287,80;5,0;;;;;;;;;;;;;;;1,3;
$D;287,91;;100,0;;;;;;;;;;;;;;1,5;
$D;288,00;;;12,1;;;;;;;;;;;;;1,8;
$D;288,11;;;;77,6;;;;;;;;;;;;2,0;
