Zeit [s];RSSI [dB];Spannung [V];Strom [A];Leistung [W];Kapazitaet [Ah];Energie [Wh];Temp. Tmp. [*C]
#Version 2.04beta-19
#0.0:Modellname:PROTOS__ Akku:6S 2.65Ah TXE Version 3.5 Anzahl Fluege:35 Betriebsstunden:13:16:08 US-T V1.00
0.0;-21;25.1;0.1;3;0.00;0.01;13
0.2;-23;25.1;0.1;3;0.00;0.01;13
0.4;-20;25.1;0.1;3;0.00;0.01;13
0.8;-17;25.1;0.3;8;0.00;0.01;13
1.0;-16;25.1;0.3;8;0.00;0.02;13
1.2;-14;25.1;0.3;8;0.00;0.02;13
1.4;-14;25.1;0.3;8;0.00;0.02;13
1.6;-14;25.1;0.1;3;0.00;0.02;13
1.8;-14;25.1;0.1;3;0.00;0.02;13
2.0;-13;25.1;0.1;3;0.00;0.02;13
2.2;-14;25.1;0.1;3;0.00;0.02;13
2.4;-12;25.1;0.1;3;0.00;0.02;13
2.6;-13;25.1;0.1;3;0.00;0.02;13
2.8;-13;25.1;0.3;8;0.00;0.02;13
3.0;-14;25.1;0.3;8;0.00;0.02;13
3.2;-13;25.1;0.1;3;0.00;0.02;13
3.4;-14;25.1;0.1;3;0.00;0.02;13
3.6;-14;25.1;0.1;3;0.00;0.02;13
4.0;-14;25.1;0.1;3;0.00;0.02;13
4.2;-14;25.1;0.1;3;0.00;0.02;13
4.4;-12;25.1;0.2;5;0.00;0.02;13
4.6;-12;25.1;0.2;5;0.00;0.02;13
4.8;-12;25.1;0.1;3;0.00;0.02;13
5.0;-13;25.1;0.1;3;0.00;0.02;13
5.2;-12;25.1;0.1;3;0.00;0.02;13
5.6;-12;25.1;0.1;3;0.00;0.02;13
5.8;-12;25.1;0.1;3;0.00;0.02;13
6.0;-5;25.1;0.1;3;0.00;0.02;13
6.2;-3;25.1;0.1;3;0.00;0.02;13
6.4;-6;25.1;0.1;3;0.00;0.02;13
6.6;-8;25.1;0.1;3;0.00;0.02;13
6.8;-13;25.1;0.1;3;0.00;0.02;13
7.0;-13;25.1;0.1;3;0.00;0.02;13
7.2;-14;25.1;0.3;8;0.00;0.02;14
7.4;-14;25.1;0.3;8;0.00;0.03;14
7.6;-13;25.1;0.3;8;0.00;0.03;14
7.8;-13;25.1;0.3;8;0.00;0.03;14
8.0;-13;25.1;0.3;8;0.00;0.03;14
8.2;-13;25.1;0.3;8;0.00;0.03;14
8.4;-12;25.1;0.2;5;0.00;0.03;14
8.7;-12;25.1;0.1;3;0.00;0.03;14
8.9;-11;25.1;0.1;3;0.00;0.03;14
9.1;-8;25.1;0.1;3;0.00;0.03;14
9.3;-8;25.1;0.1;3;0.00;0.03;14
9.5;-8;25.1;0.1;3;0.00;0.03;14
9.7;-9;25.1;0.1;3;0.00;0.03;14
9.9;-9;25.1;0.1;3;0.00;0.03;14
10.1;-21;25.1;0.3;8;0.00;0.03;14
10.3;-11;25.1;0.1;3;0.00;0.03;14
10.5;-9;25.1;0.1;3;0.00;0.03;14
10.8;-10;25.1;0.2;5;0.00;0.03;14
11.0;-9;25.1;0.2;5;0.00;0.03;14
11.2;-11;25.1;0.3;8;0.00;0.03;14
11.4;-17;25.1;0.3;8;0.00;0.03;14
11.6;-18;25.1;0.2;5;0.00;0.03;14
11.8;-17;25.1;0.2;5;0.00;0.03;14
12.0;-16;25.1;0.3;8;0.00;0.03;14
12.2;-17;25.1;0.3;8;0.00;0.03;14
12.4;-21;25.1;0.3;8;0.00;0.03;14
12.6;-23;25.1;0.3;8;0.00;0.04;14
12.8;-12;25.1;0.3;8;0.00;0.04;14
13.0;-11;25.1;0.3;8;0.00;0.04;14
13.2;-8;25.1;0.3;8;0.00;0.04;14
13.4;-8;25.1;0.3;8;0.00;0.04;14
13.6;-16;25.1;0.3;8;0.00;0.04;14
13.8;-20;25.1;0.3;8;0.00;0.04;14
14.0;-29;25.1;0.1;3;0.00;0.04;14
14.2;-30;25.1;0.1;3;0.00;0.04;14
14.4;-29;25.1;0.3;8;0.00;0.04;14
14.6;-28;25.1;0.3;8;0.00;0.04;14
14.8;-26;25.1;0.1;3;0.00;0.04;14
15.0;-26;25.1;0.1;3;0.00;0.04;14
15.2;-18;25.1;0.1;3;0.00;0.04;14
15.4;-18;25.1;0.1;3;0.00;0.04;14
15.6;-17;25.1;0.1;3;0.00;0.04;14
15.8;-16;25.1;0.1;3;0.00;0.04;14
16.0;-18;25.1;0.3;8;0.00;0.04;14
16.2;-26;25.1;0.3;8;0.00;0.04;14
16.4;-18;25.1;0.1;3;0.00;0.04;14
16.6;-15;25.1;0.1;3;0.00;0.04;14
16.8;-13;25.1;0.1;3;0.00;0.04;14
17.1;-12;25.1;0.1;3;0.00;0.04;14
17.3;-13;25.1;0.1;3;0.00;0.05;14
17.5;-16;25.1;0.1;3;0.00;0.05;14
17.7;-16;25.1;0.1;3;0.00;0.05;14
17.9;-17;25.1;0.1;3;0.00;0.05;14
18.1;-15;25.1;0.3;8;0.00;0.05;14
18.3;-14;25.1;0.3;8;0.00;0.05;14
18.7;-15;25.1;0.2;5;0.00;0.05;14
18.9;-15;25.1;0.2;5;0.00;0.05;14
19.1;-14;25.1;0.1;3;0.00;0.05;14
19.5;-14;25.1;0.1;3;0.00;0.05;14
19.7;-19;25.1;0.1;3;0.00;0.05;14
19.9;-26;25.1;0.1;3;0.00;0.05;14
20.1;-22;25.1;0.1;3;0.00;0.05;14
20.3;-19;25.1;0.1;3;0.00;0.05;14
20.7;-13;25.1;0.1;3;0.00;0.05;14
20.9;-12;25.1;0.1;3;0.00;0.05;14
21.1;-11;25.1;0.1;3;0.00;0.05;14
21.3;-12;25.1;0.1;3;0.00;0.05;14
21.5;-12;25.1;0.1;3;0.00;0.05;14
21.7;-12;25.1;0.1;3;0.00;0.05;14
21.9;-13;25.1;0.1;3;0.00;0.05;14
22.1;-12;25.1;0.1;3;0.00;0.05;14
22.3;-13;25.1;0.1;3;0.00;0.05;14
22.5;-14;25.1;0.1;3;0.00;0.05;14
22.7;-18;25.1;0.1;3;0.00;0.05;14
22.9;-20;25.1;0.1;3;0.00;0.05;14
23.1;-19;25.1;0.1;3;0.00;0.05;14
23.3;-18;25.1;0.1;3;0.00;0.05;14
23.5;-17;25.1;0.1;3;0.00;0.05;14
23.9;-18;25.1;0.1;3;0.00;0.05;14
24.1;-18;25.1;0.1;3;0.00;0.06;14
24.3;-19;25.1;0.1;3;0.00;0.06;14
24.5;-18;25.1;0.1;3;0.00;0.06;14
24.7;-18;25.1;0.1;3;0.00;0.06;14
24.9;-18;25.1;0.1;3;0.00;0.06;14
25.1;-17;25.1;0.1;3;0.00;0.06;14
25.5;-17;25.1;0.1;3;0.00;0.06;14
25.7;-18;25.1;0.1;3;0.00;0.06;14
25.9;-18;25.1;0.1;3;0.00;0.06;14
26.1;-18;25.1;0.1;3;0.00;0.06;14
26.3;-18;25.1;0.1;3;0.00;0.06;14
26.5;-18;25.1;0.1;3;0.00;0.06;14
26.7;-18;25.1;0.1;3;0.00;0.06;14
27.1;-19;25.1;0.1;3;0.00;0.06;14
27.3;-20;25.1;0.1;3;0.00;0.06;14
27.5;-19;25.1;0.1;3;0.00;0.06;14
27.7;-19;25.1;0.1;3;0.00;0.06;14
27.9;-19;25.1;0.1;3;0.00;0.06;14
28.1;-19;25.1;0.1;3;0.00;0.06;14
28.3;-18;25.1;0.1;3;0.00;0.06;14
28.5;-20;25.1;0.6;15;0.00;0.06;14
28.7;-19;25.0;1.2;30;0.00;0.06;14
28.9;-20;25.0;1.2;30;0.00;0.07;14
29.1;-21;25.0;1.2;30;0.00;0.07;14
29.3;-22;25.0;1.0;25;0.00;0.07;14
29.5;-20;25.0;1.2;30;0.00;0.07;14
29.7;-21;25.0;1.2;30;0.00;0.07;14
29.9;-17;25.0;1.2;30;0.00;0.07;14
30.1;-18;25.0;1.7;43;0.00;0.07;14
30.3;-19;25.0;1.8;45;0.00;0.07;14
30.7;-16;25.0;2.3;58;0.00;0.07;14
30.9;-18;25.0;2.3;58;0.00;0.09;14
31.1;-21;25.0;2.6;65;0.00;0.09;14
31.3;-16;25.0;2.6;65;0.00;0.09;14
31.5;-17;25.0;3.0;75;0.00;0.09;14
31.7;-17;25.0;3.0;75;0.00;0.09;14
31.9;-15;24.9;3.1;77;0.00;0.09;14
32.1;-17;24.9;3.1;77;0.00;0.09;14
32.3;-14;24.9;3.6;90;0.00;0.09;14
32.5;-17;24.9;3.6;90;0.00;0.12;14
32.7;-14;24.9;4.0;100;0.00;0.12;14
32.9;-14;24.9;4.0;100;0.00;0.12;14
33.1;-26;24.9;5.1;127;0.00;0.12;14
33.3;-18;24.9;5.1;127;0.00;0.12;14
33.5;-18;24.8;6.4;159;0.00;0.12;14
33.9;-20;24.8;7.0;174;0.00;0.12;14
34.1;-22;24.8;7.0;174;0.00;0.18;14
34.3;-16;24.8;6.3;156;0.00;0.18;14
34.5;-22;24.8;6.3;156;0.00;0.18;14
34.7;-24;24.8;5.8;144;0.00;0.18;14
34.9;-16;24.8;5.8;144;0.00;0.18;14
35.1;-18;24.8;6.7;166;0.00;0.18;14
35.5;-18;24.7;6.6;163;0.00;0.18;14
35.7;-17;24.7;6.6;163;0.00;0.26;14
35.9;-15;24.7;7.4;183;0.00;0.26;14
36.1;-18;24.7;7.4;183;0.00;0.26;14
36.3;-14;24.7;7.8;193;0.00;0.26;14
36.5;-19;24.7;7.8;193;0.01;0.26;14
36.7;-24;24.6;9.0;221;0.01;0.26;14
36.9;-19;24.6;9.0;221;0.01;0.26;14
37.1;-22;24.6;9.5;234;0.01;0.26;14
37.3;-19;24.6;9.5;234;0.01;0.35;14
37.5;-22;24.6;6.7;165;0.01;0.35;14
37.7;-15;24.6;6.7;165;0.01;0.35;14
37.9;-17;24.6;8.1;199;0.01;0.35;14
38.1;-14;24.6;8.1;199;0.01;0.35;14
38.3;-15;24.6;8.1;199;0.01;0.35;14
38.5;-14;24.6;10.0;246;0.01;0.35;14
38.7;-18;24.5;9.8;240;0.01;0.35;14
38.9;-17;24.5;9.8;240;0.01;0.45;14
39.1;-20;24.4;12.7;310;0.01;0.45;14
39.3;-19;24.4;12.7;310;0.01;0.45;14
39.6;-17;24.4;11.1;271;0.01;0.45;14
39.8;-20;24.4;11.1;271;0.01;0.45;14
40.0;-19;24.4;8.3;203;0.01;0.45;14
40.2;-20;24.4;8.3;203;0.02;0.45;14
40.4;-22;24.5;10.9;267;0.02;0.45;14
40.7;-22;24.4;11.9;290;0.02;0.45;14
40.9;-22;24.4;11.9;290;0.02;0.60;14
41.1;-19;24.4;11.9;290;0.02;0.60;14
41.3;-18;24.4;9.8;239;0.02;0.60;14
41.5;-18;24.4;9.8;239;0.02;0.60;14
41.7;-14;24.4;9.5;232;0.02;0.60;14
41.9;-16;24.4;9.5;232;0.02;0.60;14
42.1;-14;24.4;11.0;268;0.02;0.60;14
42.3;-14;24.4;11.0;268;0.02;0.60;14
42.5;-17;24.4;10.9;266;0.02;0.72;14
42.7;-14;24.4;10.9;266;0.02;0.72;14
42.9;-15;24.4;11.3;276;0.02;0.72;14
43.1;-16;24.4;11.3;276;0.02;0.72;14
43.3;-13;24.4;11.2;273;0.03;0.72;14
43.5;-14;24.4;11.2;273;0.03;0.72;14
43.7;-10;24.4;10.8;264;0.03;0.72;14
43.9;-11;24.3;11.4;277;0.03;0.72;14
44.1;-13;24.3;11.4;277;0.03;0.84;14
44.3;-12;24.3;11.4;277;0.03;0.84;14
44.5;-13;24.3;11.9;289;0.03;0.84;14
44.7;-14;24.3;11.9;289;0.03;0.84;14
44.9;-15;24.3;10.0;243;0.03;0.84;14
45.1;-17;24.3;10.0;243;0.03;0.84;14
45.3;-18;24.4;10.6;259;0.03;0.84;14
45.5;-21;24.3;10.4;253;0.03;0.84;14
45.7;-23;24.3;10.4;253;0.03;0.96;14
45.9;-22;24.3;10.4;253;0.03;0.96;14
46.1;-23;24.3;10.3;250;0.03;0.96;14
46.3;-25;24.3;10.3;250;0.03;0.96;14
46.5;-26;24.3;11.3;275;0.04;0.96;14
46.7;-35;24.3;12.2;296;0.04;0.96;14
47.1;-28;24.3;11.2;272;0.04;0.96;14
47.3;-23;24.3;11.2;272;0.04;1.08;14
47.5;-19;24.3;10.7;260;0.04;1.08;14
47.7;-22;24.3;10.7;260;0.04;1.08;14
47.9;-19;24.3;10.4;253;0.04;1.08;14
48.1;-24;24.3;10.4;253;0.04;1.08;14
48.3;-20;24.3;11.3;275;0.04;1.08;14
48.5;-24;24.3;11.3;275;0.04;1.08;14
48.7;-19;24.3;11.3;275;0.04;1.08;15
48.9;-24;24.3;9.1;221;0.04;1.19;15
49.1;-24;24.3;10.4;253;0.04;1.19;15
49.4;-21;24.3;10.4;253;0.04;1.19;15
49.6;-18;24.3;11.0;267;0.04;1.19;15
49.8;-21;24.3;11.0;267;0.04;1.19;15
50.0;-19;24.3;9.7;236;0.04;1.19;15
50.2;-19;24.3;9.7;236;0.05;1.19;15
50.4;-17;24.2;11.0;266;0.05;1.19;15
50.7;-21;24.3;11.3;275;0.05;1.19;15
50.9;-22;24.3;11.3;275;0.05;1.34;15
51.1;-22;24.3;11.3;275;0.05;1.34;15
51.3;-21;24.3;10.9;265;0.05;1.34;15
51.5;-22;24.3;10.9;265;0.05;1.34;15
51.7;-23;24.3;10.0;243;0.05;1.34;15
51.9;-23;24.3;10.0;243;0.05;1.34;15
52.1;-25;24.3;11.0;267;0.05;1.34;15
52.3;-29;24.3;11.0;267;0.05;1.34;15
52.5;-33;24.2;10.8;261;0.05;1.45;15
52.7;-27;24.2;10.8;261;0.05;1.45;15
52.9;-29;24.2;10.5;254;0.05;1.45;15
53.1;-30;24.2;10.5;254;0.05;1.45;15
53.3;-30;24.2;10.8;261;0.06;1.45;15
53.5;-30;24.2;10.8;261;0.06;1.45;15
53.7;-30;24.2;9.8;237;0.06;1.45;15
53.9;-34;24.2;11.1;269;0.06;1.45;15
54.1;-37;24.2;11.1;269;0.06;1.57;15
54.3;-33;24.2;11.1;269;0.06;1.57;15
54.5;-29;24.2;12.1;293;0.06;1.57;15
54.7;-30;24.2;12.1;293;0.06;1.57;15
54.9;-36;24.2;11.0;266;0.06;1.57;15
55.1;-38;24.2;11.0;266;0.06;1.57;15
55.3;-38;24.2;11.1;269;0.06;1.57;15
55.5;-38;24.2;12.4;300;0.06;1.57;15
55.7;-44;24.2;12.4;300;0.06;1.69;15
55.9;-33;24.2;10.4;252;0.06;1.69;15
56.1;-43;24.2;10.4;252;0.06;1.69;15
56.3;-47;24.2;10.0;242;0.06;1.69;15
56.5;-38;24.2;10.0;242;0.07;1.69;15
56.7;-51;24.2;11.0;266;0.07;1.69;15
56.9;-34;24.2;11.0;266;0.07;1.69;15
57.1;-36;24.2;10.0;242;0.07;1.69;15
57.3;-32;24.2;10.0;242;0.07;1.80;15
57.5;-32;24.2;9.8;237;0.07;1.80;15
57.7;-31;24.2;9.8;237;0.07;1.80;15
57.9;-30;24.2;10.3;249;0.07;1.80;15
58.1;-30;24.2;10.3;249;0.07;1.80;15
58.3;-23;24.2;10.1;244;0.07;1.80;15
58.7;-21;24.2;9.9;240;0.07;1.80;15
58.9;-20;24.2;9.9;240;0.07;1.91;15
59.1;-20;24.2;9.9;240;0.07;1.91;15
59.3;-19;24.2;9.3;225;0.07;1.91;15
59.5;-23;24.2;9.9;240;0.07;1.91;15
59.7;-23;24.2;9.9;240;0.07;1.91;15
59.9;-21;24.2;10.4;252;0.07;1.91;15
60.1;-23;24.2;10.4;252;0.08;1.91;15
60.3;-26;24.2;10.4;252;0.08;1.91;15
60.5;-30;24.2;9.7;235;0.08;1.91;15
60.7;-24;24.2;8.5;206;0.08;1.91;15
60.9;-27;24.2;8.5;206;0.08;2.04;15
61.1;-27;24.2;8.5;206;0.08;2.04;15
61.3;-25;24.2;9.8;237;0.08;2.04;15
61.5;-26;24.2;9.8;237;0.08;2.04;15
61.7;-29;24.2;11.3;273;0.08;2.04;15
61.9;-29;24.2;11.3;273;0.08;2.04;15
62.1;-32;24.2;10.8;261;0.08;2.04;15
62.3;-32;24.2;10.8;261;0.08;2.04;15
62.5;-37;24.2;9.7;235;0.08;2.14;15
62.7;-36;24.2;9.7;235;0.08;2.14;15
62.9;-32;24.2;11.5;278;0.08;2.14;15
63.1;-32;24.2;11.5;278;0.08;2.14;15
63.3;-30;24.1;9.8;236;0.09;2.14;15
63.5;-29;24.2;10.5;254;0.09;2.14;15
63.9;-29;24.2;11.1;269;0.09;2.14;15
64.1;-29;24.2;11.1;269;0.09;2.26;15
64.3;-31;24.2;11.1;269;0.09;2.26;15
64.5;-28;24.1;10.6;255;0.09;2.26;15
64.7;-30;24.1;10.2;246;0.09;2.26;15
64.9;-31;24.1;10.2;246;0.09;2.26;15
65.1;-30;24.1;10.0;241;0.09;2.26;15
65.5;-31;24.1;10.7;258;0.09;2.26;15
65.7;-28;24.1;10.7;258;0.09;2.37;15
65.9;-30;24.1;10.7;258;0.09;2.37;15
66.1;-32;24.1;10.5;253;0.09;2.37;15
66.3;-31;24.1;10.4;251;0.09;2.37;15
66.5;-33;24.1;10.4;251;0.09;2.37;15
66.7;-35;24.1;9.6;231;0.09;2.37;15
67.1;-40;24.1;9.6;231;0.09;2.37;15
67.3;-42;24.1;9.6;231;0.09;2.48;15
67.5;-43;24.1;10.0;241;0.09;2.48;15
67.7;-37;24.1;10.0;241;0.09;2.48;15
67.9;-39;24.1;10.4;251;0.09;2.48;15
68.1;-42;24.1;10.4;251;0.09;2.48;15
68.3;-52;24.1;10.5;253;0.09;2.48;15
68.6;-42;24.1;10.5;253;0.09;2.48;15
68.8;-46;24.1;10.5;253;0.09;2.59;15
69.1;-49;24.1;10.5;253;0.09;2.59;15
69.3;-54;24.1;10.5;253;0.09;2.59;15
69.5;-57;24.1;10.5;253;0.09;2.59;15
69.7;-53;24.1;10.5;253;0.09;2.59;15
69.9;-38;24.1;10.6;255;0.09;2.59;15
70.1;-32;24.1;10.6;255;0.10;2.59;15
70.3;-24;24.1;10.0;241;0.10;2.59;15
70.5;-22;24.1;10.0;241;0.10;2.59;15
70.7;-24;24.1;10.7;258;0.10;2.59;15
70.9;-24;24.1;10.7;258;0.10;2.73;15
71.1;-23;24.1;11.4;275;0.10;2.73;15
71.3;-22;24.1;11.4;275;0.10;2.73;15
71.5;-25;24.1;10.6;255;0.10;2.73;15
71.7;-25;24.1;10.6;255;0.11;2.73;15
71.9;-24;24.1;9.1;219;0.11;2.73;15
72.1;-26;24.1;9.1;219;0.11;2.73;15
72.3;-28;24.1;11.0;265;0.11;2.73;15
72.5;-27;24.1;11.0;265;0.11;2.84;15
72.7;-33;24.1;9.0;217;0.11;2.84;15
72.9;-32;24.1;9.0;217;0.11;2.84;15
73.1;-28;24.1;10.2;246;0.11;2.84;15
73.3;-31;24.1;10.2;246;0.11;2.84;15
73.5;-32;24.1;10.8;260;0.11;2.84;15
73.7;-31;24.1;10.8;260;0.11;2.84;15
73.9;-36;24.1;10.1;243;0.11;2.84;15
74.1;-35;24.1;10.1;243;0.11;2.94;15
74.3;-35;24.1;9.7;234;0.11;2.94;15
74.5;-36;24.1;9.7;234;0.11;2.94;15
74.7;-35;24.1;10.5;253;0.11;2.94;15
74.9;-36;24.1;10.5;253;0.12;2.94;15
75.1;-31;24.1;8.9;214;0.12;2.94;15
75.3;-30;24.1;8.9;214;0.12;2.94;15
75.5;-35;24.1;8.0;193;0.12;2.94;15
75.7;-35;24.1;8.0;193;0.12;3.05;15
75.9;-38;24.1;10.1;243;0.12;3.05;15
76.1;-45;24.1;10.1;243;0.12;3.05;15
76.3;-38;24.1;9.0;217;0.12;3.05;15
76.5;-38;24.1;9.0;217;0.12;3.05;15
76.7;-38;24.1;8.4;202;0.12;3.05;15
77.1;-38;24.1;9.4;227;0.12;3.05;15
77.3;-36;24.1;9.4;227;0.12;3.15;15
77.5;-37;24.1;8.9;214;0.12;3.15;15
77.7;-38;24.1;8.9;214;0.12;3.15;15
77.9;-37;24.1;9.2;222;0.12;3.15;15
78.1;-39;24.1;9.2;222;0.13;3.15;15
78.3;-37;24.1;9.5;229;0.13;3.15;15
78.5;-39;24.1;9.5;229;0.13;3.15;15
78.7;-37;24.1;9.0;217;0.13;3.15;15
78.9;-37;24.1;9.0;217;0.13;3.24;15
79.1;-29;24.1;9.0;217;0.13;3.24;15
79.3;-27;24.1;9.0;217;0.13;3.24;15
79.5;-24;24.1;8.4;202;0.13;3.24;15
79.7;-29;24.1;8.4;202;0.13;3.24;15
79.9;-30;24.1;9.8;236;0.13;3.24;15
80.1;-24;24.1;9.8;236;0.13;3.24;15
80.3;-23;24.1;9.8;236;0.13;3.24;15
80.6;-26;24.0;11.0;264;0.13;3.24;15
80.8;-24;24.0;11.0;264;0.13;3.38;15
81.0;-22;24.0;11.0;264;0.13;3.38;15
81.2;-21;24.0;10.4;250;0.13;3.38;15
81.4;-25;24.0;10.4;250;0.13;3.38;15
81.6;-27;24.0;11.4;274;0.14;3.38;15
81.8;-32;24.0;11.4;274;0.14;3.38;16
82.0;-30;24.0;12.3;295;0.14;3.38;16
82.2;-33;24.0;12.3;295;0.14;3.38;16
82.4;-32;24.0;10.5;252;0.14;3.49;16
82.6;-31;24.0;10.5;252;0.14;3.49;16
82.8;-30;24.0;9.8;235;0.14;3.49;16
83.0;-30;24.0;9.8;235;0.14;3.49;16
83.2;-31;24.0;9.6;230;0.14;3.49;16
83.4;-30;24.0;9.6;230;0.14;3.49;16
83.6;-31;24.0;8.3;199;0.14;3.49;16
83.8;-32;24.0;8.6;206;0.14;3.49;16
84.0;-35;24.0;8.6;206;0.14;3.59;16
84.2;-36;24.0;8.6;206;0.14;3.59;16
84.4;-36;24.1;9.0;217;0.14;3.59;16
84.6;-38;24.1;9.0;217;0.14;3.59;16
84.8;-43;24.0;9.7;233;0.14;3.59;16
85.0;-35;24.0;9.7;233;0.14;3.59;16
85.2;-35;24.0;9.2;221;0.14;3.59;16
85.4;-36;24.1;9.3;224;0.14;3.59;16
85.6;-35;24.1;9.3;224;0.14;3.69;16
85.8;-30;24.1;9.3;224;0.14;3.69;16
86.0;-30;24.0;9.2;221;0.14;3.69;16
86.2;-28;24.0;9.2;221;0.14;3.69;16
86.4;-32;24.1;8.9;214;0.15;3.69;16
86.6;-31;24.1;10.0;241;0.15;3.69;16
86.8;-33;24.1;10.0;241;0.15;3.69;16
87.0;-32;24.0;7.7;185;0.15;3.69;16
87.2;-31;24.0;7.7;185;0.15;3.79;16
87.4;-33;24.0;8.4;202;0.15;3.79;16
87.6;-32;24.0;8.4;202;0.15;3.79;16
87.8;-33;24.1;9.4;227;0.15;3.79;16
88.0;-26;24.1;9.4;227;0.15;3.79;16
88.2;-25;24.1;8.6;207;0.15;3.79;16
88.6;-30;24.0;8.6;206;0.15;3.79;16
88.8;-29;24.0;8.6;206;0.15;3.88;16
89.0;-26;24.0;11.0;264;0.15;3.88;16
89.4;-25;24.0;8.7;209;0.15;3.88;16
89.6;-29;24.0;8.7;209;0.15;3.88;16
89.8;-29;24.0;8.6;206;0.15;3.88;16
90.0;-27;24.0;8.6;206;0.16;3.88;16
90.2;-28;24.1;9.0;217;0.16;3.88;16
90.4;-32;24.1;9.0;217;0.16;3.88;16
90.6;-38;24.1;9.0;217;0.16;3.88;16
90.8;-32;24.0;7.7;185;0.16;4.00;16
91.0;-34;24.0;8.8;211;0.16;4.00;16
91.2;-32;24.0;8.8;211;0.16;4.00;16
91.4;-33;24.0;10.5;252;0.16;4.00;16
91.6;-35;24.0;10.5;252;0.16;4.00;16
91.8;-37;24.0;10.8;259;0.16;4.00;16
92.0;-41;24.0;10.8;259;0.16;4.00;16
92.2;-42;24.0;11.0;264;0.16;4.00;16
92.6;-45;24.0;11.3;271;0.16;4.00;16
92.8;-50;24.0;11.3;271;0.16;4.00;16
93.0;-44;24.0;9.3;223;0.16;4.00;16
93.2;-56;24.0;9.3;223;0.17;4.00;16
93.7;-51;24.0;9.3;223;0.17;4.00;16
93.9;-51;24.0;10.3;247;0.17;4.00;16
94.1;-51;24.0;10.3;247;0.17;4.22;16
94.4;-45;24.0;10.3;247;0.17;4.22;16
94.6;-45;23.9;9.8;234;0.17;4.22;16
94.8;-38;23.9;9.8;234;0.17;4.22;16
95.0;-41;23.9;10.3;246;0.17;4.22;16
95.3;-35;23.9;10.3;246;0.17;4.22;16
95.5;-29;24.0;8.4;202;0.17;4.22;16
95.7;-38;24.0;8.4;202;0.17;4.32;16
95.9;-24;24.0;9.9;238;0.17;4.32;16
96.1;-30;24.0;9.9;238;0.17;4.32;16
96.3;-32;24.0;10.3;247;0.17;4.32;16
96.5;-29;24.0;10.3;247;0.18;4.32;16
96.7;-29;24.0;10.9;262;0.18;4.32;16
97.0;-22;23.9;9.8;234;0.18;4.32;16
97.2;-28;23.9;9.8;234;0.18;4.43;16
97.4;-26;23.9;9.8;234;0.18;4.43;16
97.6;-26;23.9;11.1;265;0.18;4.43;16
97.8;-29;23.9;10.7;256;0.18;4.43;16
98.0;-32;23.9;10.7;256;0.18;4.43;16
98.2;-30;23.9;10.1;241;0.18;4.43;16
98.6;-26;23.9;11.8;282;0.18;4.43;16
98.8;-35;23.9;11.8;282;0.18;4.55;16
99.0;-38;23.9;10.5;251;0.18;4.55;16
99.3;-47;23.9;10.3;246;0.18;4.55;16
99.5;-38;23.9;10.3;246;0.18;4.55;16
99.8;-36;23.9;11.5;275;0.18;4.55;16
100.0;-44;23.9;11.5;275;0.19;4.55;16
100.2;-35;23.9;9.8;234;0.19;4.55;16
100.6;-43;23.9;9.8;234;0.19;4.55;16
100.8;-44;23.9;9.8;234;0.19;4.69;16
101.0;-38;23.9;11.2;268;0.19;4.69;16
101.2;-32;23.9;11.2;268;0.19;4.69;16
101.4;-47;23.9;10.5;251;0.19;4.69;16
101.6;-36;23.9;10.5;251;0.19;4.69;16
101.8;-38;23.9;10.5;251;0.19;4.69;16
102.0;-42;23.9;10.5;251;0.19;4.69;16
102.2;-30;23.9;11.6;277;0.19;4.69;16
102.4;-32;23.9;11.6;277;0.19;4.80;16
102.6;-37;23.9;10.6;253;0.19;4.80;16
102.8;-41;23.9;10.6;253;0.19;4.80;16
103.0;-28;23.9;10.9;261;0.19;4.80;16
103.2;-24;23.9;10.9;261;0.20;4.80;16
103.4;-24;23.8;11.2;267;0.20;4.80;16
103.6;-27;23.8;11.2;267;0.20;4.80;16
103.8;-35;23.8;10.7;255;0.20;4.80;16
104.0;-31;23.8;10.7;255;0.20;4.92;16
104.2;-27;23.9;9.8;234;0.20;4.92;16
104.4;-27;23.9;9.8;234;0.20;4.92;16
104.6;-25;23.8;10.7;255;0.20;4.92;16
104.8;-23;23.8;10.7;255;0.20;4.92;16
105.0;-25;23.8;10.8;257;0.20;4.92;16
105.2;-25;23.8;10.8;257;0.20;4.92;16
105.4;-28;23.8;10.1;240;0.20;4.92;16
105.6;-30;23.8;10.1;240;0.20;5.03;16
105.8;-31;23.8;10.8;257;0.20;5.03;16
106.0;-32;23.8;10.8;257;0.20;5.03;16
106.2;-32;23.8;9.4;224;0.20;5.03;16
106.4;-33;23.8;9.4;224;0.21;5.03;16
106.6;-32;23.9;10.3;246;0.21;5.03;16
106.9;-41;23.8;10.6;252;0.21;5.03;16
107.1;-43;23.8;10.6;252;0.21;5.14;16
107.3;-39;23.9;9.8;234;0.21;5.14;16
107.5;-41;23.9;9.8;234;0.21;5.14;16
107.7;-39;23.9;9.9;237;0.21;5.14;16
107.9;-41;23.9;9.9;237;0.21;5.14;16
108.1;-43;23.9;9.3;222;0.21;5.14;16
108.3;-55;23.9;9.3;222;0.21;5.14;16
108.5;-49;23.9;9.8;234;0.21;5.14;16
108.7;-54;23.9;9.8;234;0.21;5.14;16
