Temps [s];RSSI [dB];Tension [V];Courant [A];Capacite [Ah];Energie [Wh];Element 1 [V];Element 2 [V];Element 3 [V];Element 4 [V];Element 5 [V];Element 6 [V];Element 7 [V];Element 8 [V];Element 9 [V];Element 10 [V];Element 11 [V];Element 12 [V];BM2 Tension 1 [V];Temp. 1 Mot   [*C];Temp. 2 Amb   [*C];Temp. 3 Bat   [*C];Temp. 4 Reg   [*C]
#Version 2.01
#0.0:Nom du modele:YAK_____ Batterie:12S 5.20Ah TXE Version 3.3 Nombre de vols:66 Heures d'operation :9:22:47
0.0;-8;50.2;0.3;0.00;0.02;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.96;21;20;21;23
1.0;-9;50.2;0.3;0.00;0.02;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.96;21;20;21;23
2.0;-9;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.96;21;20;21;23
3.0;-9;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.96;21;20;21;23
4.0;-7;50.2;0.3;0.00;0.08;4.17;4.19;4.20;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.96;21;20;21;23
5.0;-12;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.96;21;20;21;23
6.0;-12;50.2;0.3;0.00;0.08;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.97;21;20;21;23
7.0;-10;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.97;21;20;21;23
8.0;-8;50.2;0.3;0.00;0.08;4.17;4.19;4.20;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.97;21;20;21;24
9.0;-9;50.2;0.3;0.00;0.08;4.17;4.19;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.97;21;20;21;24
10.0;-5;50.2;0.1;0.00;0.08;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.97;21;20;21;24
11.0;-5;50.2;0.1;0.00;0.08;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.97;21;20;21;24
12.0;-5;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.20;4.19;4.20;7.97;21;20;21;24
13.0;-4;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.97;21;20;21;24
14.0;-4;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.97;21;20;21;24
15.0;-3;50.2;0.3;0.00;0.08;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.97;21;20;21;24
16.0;-6;50.2;0.3;0.00;0.15;4.17;4.18;4.20;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.97;21;20;21;24
17.0;-6;50.2;0.3;0.00;0.15;4.17;4.18;4.20;4.21;4.21;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.97;21;20;21;24
18.0;-6;50.2;0.1;0.00;0.15;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.20;4.19;4.20;7.98;21;20;21;24
19.0;-5;50.2;0.1;0.00;0.15;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.98;21;20;21;24
20.0;-5;50.2;0.3;0.00;0.15;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.98;21;20;21;24
21.0;-2;50.2;0.3;0.00;0.15;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.98;21;20;21;24
22.0;-3;50.2;0.3;0.00;0.15;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.98;21;20;21;24
23.0;-3;50.2;0.3;0.00;0.15;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.98;21;20;21;24
24.0;-4;50.2;0.3;0.00;0.15;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.98;21;20;21;24
25.0;-3;50.2;0.2;0.00;0.15;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.98;21;20;21;24
26.0;-3;50.2;0.2;0.00;0.15;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.98;21;20;21;24
27.0;-3;50.2;0.2;0.00;0.15;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.21;7.98;21;20;21;24
28.0;-3;50.2;0.1;0.00;0.15;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.20;4.19;4.20;4.19;4.20;7.98;21;20;21;24
29.0;-3;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.98;21;20;21;24
30.0;-4;50.2;0.2;0.00;0.20;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.99;21;20;21;24
31.0;-3;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.99;21;20;21;24
32.0;-2;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.99;21;20;21;24
33.0;-3;50.2;0.2;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.99;21;20;21;24
34.0;-7;50.2;0.2;0.00;0.20;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.99;21;20;21;24
35.0;-8;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.20;4.19;4.20;7.99;21;20;21;24
36.0;-9;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.20;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.21;7.99;21;20;21;24
37.0;-7;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.21;7.99;21;20;21;24
38.0;-7;50.2;0.2;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.21;7.99;21;20;21;24
39.0;-8;50.2;0.2;0.00;0.20;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.21;7.99;21;20;21;24
40.0;-2;50.2;0.1;0.00;0.20;4.17;4.18;4.21;4.20;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.99;21;20;21;24
41.0;-6;50.2;0.2;0.00;0.20;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.99;21;20;21;24
42.0;-8;50.2;0.2;0.00;0.24;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.19;4.19;4.20;4.19;4.20;7.99;21;20;21;24
43.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.20;4.19;4.20;7.99;21;20;21;24
44.0;-9;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.99;21;20;21;24
45.0;-7;50.2;0.2;0.00;0.24;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.99;21;20;21;24
46.0;-7;50.2;0.2;0.00;0.24;4.17;4.18;4.21;4.20;4.20;4.21;4.19;4.19;4.19;4.20;4.19;4.20;7.99;21;20;21;24
47.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.20;4.19;4.21;4.19;4.20;7.99;21;20;21;24
48.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;7.99;21;20;21;24
49.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.20;4.19;4.21;4.19;4.20;7.99;21;20;21;24
50.0;-6;50.2;0.2;0.00;0.24;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.19;4.19;4.20;4.19;4.20;7.99;21;20;21;24
51.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.21;4.20;4.19;4.19;4.19;4.21;4.19;4.21;7.99;21;21;21;24
52.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.20;4.21;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.20;7.99;21;21;21;24
53.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.21;4.21;4.19;4.19;4.19;4.21;4.19;4.20;8.00;21;21;21;24
54.0;-7;50.2;0.1;0.00;0.24;4.17;4.18;4.20;4.21;4.20;4.21;4.19;4.19;4.19;4.20;4.19;4.20;8.00;21;21;21;24
55.0;-6;50.2;0.1;0.00;0.24;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.21;4.19;4.20;8.00;21;21;21;24
56.0;-6;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.20;4.19;4.20;4.19;4.20;8.00;21;21;21;24
57.0;-6;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.20;4.19;4.20;8.00;21;21;21;24
58.0;-6;50.2;0.1;0.00;0.27;4.17;4.18;4.20;4.21;4.21;4.21;4.18;4.20;4.19;4.20;4.19;4.20;8.00;21;21;21;24
59.0;-7;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.20;4.19;4.19;4.19;4.21;4.19;4.20;8.00;21;21;21;24
60.0;-7;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.20;4.19;4.19;4.19;4.21;4.19;4.20;8.00;21;21;21;24
61.0;-6;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.20;4.19;4.20;4.19;4.20;8.00;21;21;21;24
62.0;-7;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.20;4.20;4.21;4.18;4.20;4.19;4.21;4.19;4.20;8.00;21;21;21;24
63.0;-7;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.21;4.21;4.18;4.20;4.19;4.21;4.19;4.20;8.00;21;21;21;24
64.0;-7;50.2;0.1;0.00;0.27;4.17;4.18;4.20;4.21;4.20;4.21;4.18;4.20;4.19;4.20;4.19;4.20;8.00;21;21;21;24
65.0;-6;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.20;4.19;4.21;4.19;4.20;8.00;21;21;21;24
66.0;-6;50.2;0.1;0.00;0.27;4.17;4.18;4.20;4.21;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.20;8.01;21;21;21;24
67.0;-8;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.20;4.20;4.21;4.19;4.20;4.19;4.20;4.19;4.20;8.01;21;21;21;24
68.0;-7;50.2;0.1;0.00;0.27;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.20;8.01;21;21;21;24
69.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.21;4.20;4.21;4.19;4.19;4.19;4.20;4.19;4.20;8.01;21;21;21;24
70.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.20;4.19;4.20;4.19;4.20;8.01;21;21;21;24
71.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.20;4.19;4.21;4.19;4.20;8.01;21;21;21;24
72.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.20;4.21;4.20;4.21;4.18;4.19;4.19;4.20;4.19;4.20;8.01;21;21;21;24
73.0;-7;50.2;0.2;0.00;0.31;4.17;4.18;4.21;4.20;4.20;4.21;4.18;4.19;4.19;4.20;4.19;4.20;8.01;21;21;21;24
74.0;-7;50.2;0.2;0.00;0.31;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.21;8.01;21;21;21;24
75.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.20;4.21;4.20;4.20;4.18;4.20;4.19;4.20;4.19;4.20;8.01;21;21;21;24
76.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.20;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.20;8.01;21;21;21;24
77.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.20;4.21;4.21;4.18;4.19;4.19;4.20;4.19;4.20;8.01;21;21;21;24
78.0;-7;50.2;0.3;0.00;0.31;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.19;4.19;4.20;4.19;4.20;8.01;21;21;21;24
79.0;-7;50.2;0.3;0.00;0.31;4.17;4.18;4.21;4.21;4.20;4.21;4.18;4.19;4.19;4.20;4.19;4.21;8.01;21;21;21;24
80.0;-7;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.20;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.20;8.01;21;21;21;24
81.0;-6;50.2;0.1;0.00;0.31;4.17;4.18;4.21;4.20;4.20;4.21;4.18;4.19;4.19;4.21;4.19;4.20;8.01;21;21;21;24
