Temps [s];RSSI [dB];Tension [V];Courant [A];Capacite [Ah];Energie [Wh];Element 1 [V];Element 2 [V];Element 3 [V];Element 4 [V];Element 5 [V];Element 6 [V];Element 7 [V];Element 8 [V];Element 9 [V];Element 10 [V];Element 11 [V];Element 12 [V];BM2 Tension 1 [V];Temp. 1 Mot   [*C];Temp. 2 Amb   [*C];Temp. 3 Bat   [*C];Temp. 4 Reg   [*C]
#Version 2.01
#0.0:Nom du modele:YAK_____ Batterie:12S 5.20Ah TXE Version 3.3 Nombre de vols:66 Heures d'operation :9:22:47
413.0;-40;49.0;0.5;0.43;18.94;4.07;4.09;4.11;4.11;4.11;4.11;4.09;4.10;4.09;4.11;4.10;4.10;8.09;29;17;21;35
414.0;-37;49.1;0.5;0.43;18.94;4.08;4.09;4.11;4.11;4.11;4.10;4.09;4.10;4.10;4.11;4.10;4.10;8.11;29;17;21;35
415.0;-33;49.1;0.5;0.43;21.61;4.08;4.09;4.12;4.11;4.11;4.10;4.09;4.11;4.10;4.11;4.10;4.10;8.11;29;17;21;35
416.0;-29;49.1;0.5;0.43;21.61;4.08;4.09;4.12;4.11;4.11;4.12;4.10;4.11;4.10;4.11;4.10;4.11;8.11;29;17;21;35
417.0;-9;49.1;0.5;0.43;21.61;4.08;4.10;4.12;4.12;4.11;4.12;4.10;4.11;4.10;4.11;4.11;4.11;8.11;29;17;21;35
418.0;-33;49.2;3.0;0.43;21.61;4.08;4.10;4.12;4.11;4.12;4.11;4.10;4.11;4.10;4.11;4.11;4.11;8.11;29;17;21;35
419.0;-25;49.2;3.0;0.43;21.61;4.06;4.07;4.10;4.09;4.07;4.08;4.06;4.07;4.06;4.07;4.05;4.06;8.11;29;17;21;35
420.0;-27;48.6;14.4;0.43;21.61;4.03;4.04;4.06;4.06;4.09;4.09;4.04;4.06;4.04;4.05;4.08;4.08;8.11;29;17;21;35
421.0;-24;48.2;20.0;0.43;21.61;3.99;4.01;4.03;4.03;4.06;4.06;4.00;4.02;4.00;4.01;3.99;4.00;8.11;30;17;21;37
422.0;-27;48.2;20.0;0.43;21.61;4.01;4.03;4.04;4.05;4.04;4.04;4.02;4.04;4.03;4.04;4.02;4.03;8.11;30;17;21;37
423.0;-30;47.9;48.4;0.43;21.61;3.98;3.99;4.01;4.01;4.00;4.00;3.98;4.00;3.99;3.99;3.97;3.98;8.11;30;17;21;37
424.0;-35;47.9;39.9;0.43;21.61;3.99;4.00;4.02;4.02;4.05;4.05;4.03;4.05;4.04;4.05;4.03;4.04;8.11;30;17;21;37
425.0;-31;47.9;18.6;0.50;21.61;3.99;4.00;4.02;4.02;4.02;4.01;4.00;4.02;4.00;4.01;3.99;4.00;8.11;30;17;21;37
426.0;-36;47.5;76.6;0.50;21.61;3.99;4.00;4.02;4.02;4.02;4.01;4.00;4.02;4.00;4.01;3.99;4.00;8.04;30;17;21;37
427.0;-26;47.5;76.6;0.50;21.61;4.00;4.01;4.03;4.03;3.96;3.96;3.94;3.97;3.95;3.95;3.92;3.94;8.04;30;17;21;37
428.0;-30;47.7;44.4;0.50;26.88;3.95;3.97;3.98;3.98;4.03;4.02;4.01;4.02;4.01;4.02;4.01;4.01;8.04;30;17;21;37
429.0;-25;47.7;44.4;0.50;26.88;3.93;3.94;3.95;3.96;3.98;3.98;3.93;3.95;3.93;3.94;3.91;3.92;8.04;30;17;21;37
430.0;-24;47.3;36.5;0.50;26.88;3.99;4.00;4.02;4.01;4.01;4.01;3.99;4.01;4.00;4.01;3.99;4.00;8.04;30;17;21;37
431.0;-33;47.3;49.9;0.50;26.88;3.95;3.96;3.98;3.98;3.97;3.97;3.95;3.98;3.96;3.96;3.95;3.95;8.04;30;17;21;37
432.0;-41;47.3;49.9;0.50;26.88;3.97;3.99;4.01;4.00;3.97;3.97;3.95;3.97;3.96;3.97;3.94;3.95;8.04;30;17;21;37
433.0;-49;47.7;29.9;0.50;26.88;3.98;4.00;4.01;4.01;4.00;4.00;3.98;4.00;3.99;3.99;3.98;3.98;8.04;30;17;21;37
434.0;-48;47.9;26.5;0.50;26.88;3.99;4.00;4.02;4.01;4.01;4.01;3.99;4.01;4.00;4.01;3.99;3.99;8.04;30;17;21;37
435.0;-54;47.9;27.5;0.50;26.88;3.99;4.00;4.01;4.02;4.01;4.00;3.99;4.01;4.00;4.00;3.99;4.00;8.04;30;17;21;37
436.0;-43;47.2;53.8;0.50;26.88;3.94;3.96;3.97;3.97;3.96;3.96;3.95;3.97;3.95;3.96;3.94;3.94;8.04;30;17;21;37
437.0;-36;47.2;53.8;0.50;26.88;3.94;3.96;3.97;3.97;3.96;3.96;3.95;3.97;3.95;3.96;3.94;3.94;8.04;30;17;21;37
438.0;-41;47.2;16.3;0.67;26.88;3.98;3.99;4.01;4.01;3.96;3.96;3.99;4.00;3.99;4.00;3.99;3.99;8.04;30;17;21;37
439.0;-37;47.2;16.3;0.67;26.88;3.94;3.96;3.97;3.97;3.96;3.96;3.95;3.97;3.95;3.96;3.94;3.94;8.04;30;17;21;37
440.0;-36;47.2;57.7;0.67;26.88;3.92;3.93;3.95;3.95;3.94;3.94;3.92;3.94;3.93;3.93;3.91;3.91;8.04;30;17;21;37
441.0;-55;47.6;18.8;0.67;26.88;3.98;3.99;4.01;4.01;3.97;3.97;3.95;3.97;3.96;3.96;3.95;3.95;8.04;30;17;21;37
442.0;-45;47.6;18.8;0.67;34.19;3.98;4.00;4.02;4.01;4.01;4.00;4.00;4.01;4.00;4.01;4.00;4.00;8.04;34;17;21;40
443.0;-40;47.9;17.1;0.67;34.19;4.01;4.02;4.04;4.04;4.03;4.03;4.02;4.03;4.02;4.03;4.03;4.03;8.04;34;17;21;40
444.0;-39;48.3;6.6;0.67;34.19;4.01;4.02;4.04;4.04;4.04;4.04;4.02;4.03;4.03;4.04;4.03;4.03;8.04;34;17;21;40
445.0;-40;48.3;6.8;0.67;34.19;4.01;4.03;4.05;4.04;4.04;4.04;4.03;4.04;4.03;4.04;4.03;4.03;8.04;34;17;21;40
446.0;-46;48.4;6.9;0.67;34.19;4.02;4.03;4.05;4.05;4.04;4.04;4.03;4.04;4.04;4.04;4.04;4.04;8.04;34;17;21;40
447.0;-48;48.4;6.9;0.67;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.04;34;17;21;40
448.0;-53;48.4;7.0;0.67;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.04;34;17;21;40
449.0;-48;48.4;7.0;0.67;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.03;8.11;34;17;21;40
450.0;-45;48.4;7.0;0.67;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;40
451.0;-45;48.3;9.8;0.67;34.19;4.02;4.03;4.05;4.05;4.04;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;40
452.0;-36;48.3;9.8;0.73;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;40
453.0;-42;48.4;9.7;0.73;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;40
454.0;-44;48.4;9.5;0.73;34.19;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.05;4.04;4.05;4.04;4.04;8.11;34;17;21;40
455.0;-43;48.4;9.4;0.73;35.88;4.02;4.03;4.05;4.05;4.05;4.04;4.03;4.05;4.04;4.05;4.04;4.04;8.11;34;17;21;40
456.0;-44;48.3;13.4;0.73;35.88;4.01;4.03;4.04;4.04;4.04;4.04;4.03;4.04;4.03;4.04;4.03;4.04;8.11;34;17;21;40
457.0;-38;48.3;13.4;0.73;35.88;4.01;4.03;4.04;4.04;4.04;4.03;4.03;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;40
458.0;-42;48.3;13.3;0.73;35.88;4.01;4.02;4.05;4.04;4.04;4.03;4.03;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;40
459.0;-38;48.3;13.3;0.73;35.88;4.01;4.02;4.05;4.04;4.04;4.04;4.03;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;40
460.0;-49;48.2;12.2;0.73;35.88;4.01;4.02;4.05;4.04;4.04;4.03;4.03;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;40
461.0;-38;48.2;12.5;0.73;35.88;4.01;4.02;4.05;4.04;4.04;4.03;4.03;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;40
462.0;-54;48.2;12.5;0.73;35.88;4.01;4.02;4.04;4.04;4.03;4.04;4.02;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;43
463.0;-56;48.2;13.0;0.73;35.88;4.01;4.02;4.04;4.04;4.03;4.04;4.02;4.03;4.03;4.04;4.03;4.02;8.11;34;17;21;43
464.0;-54;48.2;16.1;0.73;35.88;4.00;4.01;4.04;4.04;4.03;4.04;4.02;4.03;4.02;4.03;4.02;4.03;8.11;34;17;21;43
465.0;-56;48.1;19.5;0.73;35.88;4.00;4.01;4.04;4.04;4.04;4.03;4.02;4.03;4.02;4.03;3.99;3.99;8.11;34;17;21;43
466.0;-48;47.7;34.2;0.73;35.88;3.96;3.98;4.00;4.00;4.00;3.99;3.98;4.00;3.99;3.99;3.98;3.98;8.11;34;17;21;43
467.0;-44;47.7;34.2;0.73;35.88;3.96;3.97;4.00;4.00;3.99;3.99;3.98;3.99;3.98;3.99;3.97;3.97;8.11;34;17;21;43
468.0;-43;47.6;28.2;0.73;39.11;3.95;3.97;4.00;4.00;3.99;3.98;3.97;3.99;3.98;3.99;3.97;3.97;8.11;34;17;21;43
469.0;-41;47.6;28.2;0.73;39.11;3.97;3.99;4.02;4.01;4.00;3.99;4.00;4.01;4.00;4.01;3.98;3.99;8.11;34;17;21;43
470.0;-37;47.9;17.5;0.73;39.11;3.97;3.99;4.02;4.02;4.02;4.00;4.00;4.01;4.00;4.01;4.00;4.00;8.11;34;17;21;43
471.0;-38;48.2;0.5;0.73;39.11;3.97;3.99;4.02;4.02;4.01;4.01;4.00;4.01;4.00;4.01;4.00;4.00;8.11;34;17;21;43
472.0;-41;48.2;0.5;0.73;39.11;4.01;4.02;4.05;4.05;4.05;4.04;4.03;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;43
473.0;-35;48.4;0.8;0.73;39.11;4.01;4.02;4.06;4.05;4.05;4.04;4.04;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;43
474.0;-32;48.4;0.8;0.73;39.11;4.01;4.03;4.06;4.05;4.05;4.05;4.04;4.05;4.04;4.05;4.04;4.04;8.11;34;17;21;43
475.0;-41;48.4;1.0;0.73;39.11;4.01;4.03;4.06;4.05;4.06;4.05;4.04;4.05;4.04;4.05;4.04;4.05;8.11;34;17;21;43
476.0;-39;48.4;1.0;0.73;39.11;4.01;4.03;4.06;4.06;4.06;4.05;4.04;4.05;4.04;4.06;4.04;4.05;8.11;34;17;21;43
477.0;-42;48.4;1.0;0.73;39.11;4.01;4.03;4.06;4.06;4.06;4.05;4.04;4.05;4.05;4.05;4.05;4.05;8.11;34;17;21;43
478.0;-50;48.4;4.8;0.82;39.11;4.01;4.02;4.06;4.05;4.06;4.05;4.03;4.04;4.04;4.05;4.04;4.05;8.11;34;17;21;43
479.0;-43;48.3;7.4;0.82;39.11;4.01;4.02;4.05;4.05;4.05;4.05;4.03;4.04;4.04;4.05;4.04;4.04;8.11;34;17;21;43
480.0;-33;48.3;7.4;0.82;39.11;4.00;4.01;4.05;4.04;4.04;4.04;4.03;4.04;4.03;4.04;4.03;4.03;8.11;34;17;21;43
481.0;-32;48.2;12.3;0.82;39.11;3.99;4.01;4.04;4.04;4.03;4.03;4.02;4.03;4.02;4.03;4.02;4.03;8.11;34;17;21;43
482.0;-26;48.2;12.3;0.82;40.17;3.99;4.01;4.04;4.04;4.04;4.03;4.02;4.03;4.02;4.03;4.02;4.02;8.11;34;17;21;43
483.0;-29;48.2;12.3;0.82;40.17;3.99;4.01;4.04;4.04;4.04;4.03;4.02;4.03;4.02;4.03;4.02;4.02;8.11;33;17;21;44
484.0;-33;48.1;15.6;0.82;40.17;3.98;4.00;4.03;4.03;4.03;4.03;4.02;4.03;4.02;4.03;4.02;4.03;8.11;33;17;21;44
485.0;-10;48.0;38.1;0.82;40.17;3.98;4.00;4.03;4.03;4.03;4.02;4.01;4.02;4.01;4.02;4.01;4.01;8.07;33;17;21;44
486.0;-50;46.8;70.0;0.82;40.17;3.88;3.90;3.94;3.94;3.98;3.98;3.91;3.93;3.91;3.92;3.96;3.96;8.07;33;17;21;44
487.0;-30;46.8;70.0;0.82;40.17;3.87;3.89;3.92;3.92;3.92;3.93;3.89;3.91;3.89;3.90;3.87;3.88;8.07;33;17;21;44
488.0;-44;46.5;31.5;0.82;40.17;3.87;3.88;3.92;3.92;3.91;3.91;3.89;3.91;3.89;3.90;3.87;3.87;8.07;33;17;21;44
489.0;-49;46.5;31.5;0.82;40.17;3.90;3.92;3.95;3.95;3.95;3.94;3.92;3.94;3.93;3.94;3.91;3.92;8.07;33;17;21;44
490.0;-56;47.0;16.8;0.82;40.17;3.93;3.95;3.98;3.98;3.98;3.97;3.95;3.97;3.96;3.97;3.95;3.96;8.07;33;17;21;44
491.0;-38;47.4;18.9;0.82;40.17;3.94;3.95;3.99;3.99;3.98;3.97;3.95;3.97;3.96;3.97;3.96;3.96;8.07;33;17;21;44
492.0;-36;47.4;18.9;0.92;40.17;3.94;3.95;3.99;3.98;3.98;3.98;3.96;3.98;3.97;3.98;3.96;3.97;8.07;33;17;21;44
493.0;-32;47.6;7.2;0.92;40.17;3.96;3.97;4.01;4.00;4.01;4.00;3.98;3.99;3.99;3.99;3.99;3.99;8.07;33;17;21;44
494.0;-35;47.8;7.1;0.92;40.17;3.96;3.98;4.01;4.01;4.01;4.00;3.98;4.00;3.99;4.00;3.99;3.99;8.07;33;17;21;44
495.0;-46;47.8;7.0;0.92;45.08;3.96;3.98;4.02;4.01;4.01;4.01;3.99;4.00;3.99;4.00;3.99;3.99;8.07;33;17;21;44
496.0;-45;47.9;6.8;0.92;45.08;3.97;3.98;4.02;4.01;4.02;4.01;3.99;4.00;3.99;4.00;3.99;4.00;8.07;33;17;21;44
497.0;-32;47.9;6.8;0.92;45.08;3.97;3.98;4.02;4.01;4.02;4.01;3.99;4.00;3.99;4.01;4.00;4.00;8.11;33;17;21;44
498.0;-38;47.9;6.6;0.92;45.08;3.97;3.98;4.02;4.01;4.02;4.01;3.99;4.00;4.00;4.01;4.00;4.00;8.11;33;17;21;44
499.0;-37;47.9;6.6;0.92;45.08;3.97;3.98;4.02;4.01;4.02;4.01;3.99;4.00;4.00;4.01;4.00;4.00;8.11;33;17;21;44
500.0;-38;47.9;6.8;0.92;45.08;3.97;3.99;4.02;4.02;4.02;4.01;4.00;4.01;4.00;4.01;4.00;4.00;8.11;33;17;21;44
501.0;-37;47.9;4.3;0.92;45.08;3.97;3.99;4.02;4.02;4.02;4.02;4.00;4.01;4.00;4.01;4.01;4.01;8.11;33;17;21;44
502.0;-48;47.9;4.3;0.92;45.08;3.97;3.99;4.02;4.02;4.03;4.02;4.00;4.01;4.00;4.02;4.00;4.01;8.11;33;17;21;44
503.0;-53;48.0;4.4;0.92;45.08;3.97;3.99;4.02;4.02;4.03;4.02;4.00;4.01;4.00;4.01;4.01;4.01;8.11;33;17;21;44
504.0;-35;48.1;0.5;0.92;45.08;3.98;4.00;4.03;4.03;4.02;4.02;4.00;4.01;4.00;4.02;4.00;4.01;8.11;33;17;21;44
505.0;-32;48.1;0.5;0.94;45.08;3.98;4.00;4.03;4.03;4.03;4.03;4.01;4.02;4.01;4.02;4.01;4.02;8.11;33;17;21;44
506.0;-30;48.1;0.5;0.94;45.08;3.98;4.00;4.03;4.03;4.03;4.03;4.01;4.02;4.01;4.02;4.01;4.02;8.11;33;17;21;46
507.0;-30;48.1;0.5;0.94;45.08;3.99;4.00;4.03;4.03;4.04;4.03;4.01;4.02;4.01;4.02;4.02;4.02;8.11;33;17;21;46
508.0;-22;48.1;0.5;0.94;45.75;3.99;4.00;4.04;4.03;4.04;4.03;4.01;4.02;4.01;4.03;4.02;4.02;8.11;33;17;21;46
509.0;-11;48.1;1.7;0.94;45.75;3.99;4.00;4.04;4.03;4.03;4.03;4.01;4.02;4.01;4.03;4.02;4.02;8.11;33;17;21;46
510.0;-15;48.1;1.7;0.94;45.75;3.96;3.98;4.01;4.01;4.01;4.01;3.98;4.00;3.99;4.00;3.99;3.99;8.11;33;17;21;46
511.0;-24;47.4;25.4;0.94;45.75;3.96;3.97;4.01;4.00;4.01;4.00;3.98;3.99;3.98;4.00;3.98;3.99;8.11;32;17;21;46
512.0;-27;47.4;25.4;0.94;45.75;3.95;3.96;3.99;3.99;3.98;3.98;3.96;3.97;3.96;3.97;3.96;3.97;8.11;32;17;21;46
513.0;-29;47.3;30.6;0.94;45.75;3.92;3.94;3.97;3.96;3.99;3.99;3.94;3.95;3.94;3.95;3.97;3.97;8.11;32;17;21;46
514.0;-27;47.0;24.8;0.94;45.75;3.92;3.93;3.96;3.96;3.96;3.96;3.94;3.95;3.94;3.95;3.93;3.93;8.11;32;17;21;46
515.0;-22;46.9;64.8;0.94;45.75;3.91;3.92;3.95;3.95;3.95;3.94;3.92;3.94;3.93;3.94;3.92;3.93;8.11;32;17;21;46
516.0;-25;46.9;36.3;0.94;45.75;3.90;3.92;3.95;3.94;3.95;3.94;3.92;3.94;3.93;3.93;3.92;3.92;8.11;32;17;21;46
517.0;-23;46.9;36.3;0.94;45.75;3.89;3.90;3.93;3.93;3.95;3.94;3.90;3.92;3.91;3.92;3.89;3.90;8.11;32;17;21;46
518.0;-23;46.8;28.6;1.03;45.75;3.90;3.92;3.94;3.94;3.92;3.92;3.91;3.93;3.92;3.93;3.91;3.91;8.11;32;17;21;46
519.0;-23;46.8;26.3;1.03;45.75;3.91;3.93;3.95;3.95;3.95;3.94;3.93;3.94;3.93;3.94;3.93;3.93;8.11;32;17;21;46
520.0;-20;46.8;26.3;1.03;45.75;3.88;3.90;3.92;3.92;3.91;3.91;3.89;3.91;3.90;3.91;3.89;3.89;8.10;32;17;21;46
521.0;-22;46.7;36.4;1.03;51.34;3.88;3.90;3.92;3.92;3.92;3.92;3.90;3.92;3.91;3.92;3.91;3.90;8.10;32;17;21;46
522.0;-25;46.7;36.4;1.03;51.34;3.87;3.88;3.91;3.91;3.92;3.91;3.88;3.90;3.88;3.89;3.87;3.87;8.10;32;17;21;46
523.0;-20;46.6;31.2;1.03;51.34;3.89;3.90;3.93;3.92;3.92;3.92;3.90;3.92;3.91;3.92;3.90;3.90;8.10;32;17;21;46
524.0;-16;46.6;37.4;1.03;51.34;3.87;3.89;3.92;3.91;3.91;3.90;3.89;3.90;3.89;3.90;3.89;3.88;8.10;32;17;21;46
525.0;-16;46.5;39.2;1.03;51.34;3.87;3.89;3.91;3.91;3.90;3.90;3.88;3.90;3.89;3.90;3.88;3.88;8.10;32;17;21;46
526.0;-17;46.4;38.8;1.03;51.34;3.86;3.88;3.90;3.90;3.89;3.89;3.87;3.89;3.88;3.89;3.87;3.87;8.10;32;17;21;46
527.0;-18;46.4;38.8;1.03;51.34;3.85;3.87;3.89;3.89;3.89;3.89;3.86;3.88;3.87;3.87;3.86;3.85;8.10;36;17;22;46
528.0;-13;46.5;34.4;1.03;51.34;3.85;3.87;3.89;3.89;3.88;3.88;3.86;3.88;3.87;3.87;3.86;3.85;8.10;36;17;22;46
529.0;-14;46.4;43.3;1.03;51.34;3.85;3.87;3.89;3.89;3.88;3.89;3.87;3.89;3.87;3.88;3.87;3.86;8.10;36;17;22;47
530.0;-17;46.4;43.3;1.03;51.34;3.85;3.87;3.88;3.88;3.89;3.88;3.86;3.88;3.86;3.87;3.85;3.85;8.10;36;17;22;47
531.0;-20;46.4;39.0;1.17;51.34;3.86;3.88;3.89;3.89;3.87;3.87;3.87;3.89;3.88;3.88;3.87;3.86;8.10;36;17;22;47
532.0;-14;46.4;39.0;1.17;51.34;3.86;3.88;3.90;3.90;3.89;3.89;3.87;3.89;3.88;3.89;3.87;3.87;8.04;36;17;22;47
533.0;-13;46.3;33.5;1.17;51.34;3.89;3.90;3.92;3.92;3.91;3.91;3.90;3.91;3.90;3.91;3.90;3.90;8.04;36;17;22;47
534.0;-20;45.9;75.8;1.17;51.34;3.87;3.89;3.90;3.91;3.85;3.84;3.88;3.90;3.89;3.90;3.82;3.81;8.04;36;17;22;47
535.0;-17;46.1;38.6;1.17;58.39;3.88;3.89;3.91;3.90;3.90;3.89;3.88;3.90;3.89;3.90;3.89;3.88;8.04;36;17;22;47
536.0;-23;46.3;68.1;1.17;58.39;3.86;3.88;3.90;3.89;3.90;3.90;3.87;3.89;3.88;3.89;3.89;3.89;8.04;36;17;22;47
537.0;-24;46.3;68.1;1.17;58.39;3.84;3.86;3.88;3.87;3.87;3.87;3.85;3.87;3.86;3.86;3.85;3.84;8.04;36;17;22;47
538.0;-25;46.1;40.3;1.17;58.39;3.85;3.87;3.88;3.88;3.88;3.87;3.86;3.88;3.87;3.88;3.86;3.85;8.04;36;17;22;47
539.0;-23;46.4;46.5;1.17;58.39;3.86;3.88;3.90;3.89;3.89;3.89;3.87;3.89;3.88;3.89;3.88;3.88;8.04;36;17;22;47
540.0;-17;46.4;46.5;1.17;58.39;3.88;3.90;3.91;3.90;3.90;3.90;3.89;3.90;3.89;3.90;3.89;3.89;8.04;36;17;22;47
541.0;-19;46.1;15.7;1.17;58.39;3.81;3.83;3.84;3.84;3.83;3.84;3.82;3.84;3.83;3.83;3.80;3.80;8.04;36;17;22;47
542.0;-18;46.1;15.7;1.17;58.39;3.84;3.86;3.87;3.87;3.87;3.86;3.85;3.87;3.86;3.86;3.85;3.84;8.04;36;17;22;47
543.0;-24;46.1;38.5;1.17;58.39;3.82;3.83;3.85;3.85;3.85;3.85;3.84;3.86;3.84;3.85;3.83;3.83;8.10;36;17;22;47
544.0;-29;45.4;67.3;1.17;58.39;3.79;3.81;3.82;3.82;3.84;3.84;3.79;3.82;3.80;3.81;3.78;3.78;8.10;36;17;22;47
545.0;-48;45.6;56.2;1.33;58.39;3.80;3.82;3.84;3.83;3.81;3.81;3.81;3.83;3.82;3.82;3.80;3.80;8.10;36;17;22;47
546.0;-44;45.5;32.9;1.33;58.39;3.79;3.81;3.83;3.82;3.81;3.81;3.80;3.82;3.81;3.81;3.79;3.79;8.10;36;17;22;47
547.0;-33;45.5;32.9;1.33;58.39;3.82;3.84;3.85;3.85;3.85;3.84;3.83;3.85;3.84;3.84;3.83;3.82;8.10;36;17;22;47
548.0;-26;45.9;39.0;1.33;65.95;3.83;3.85;3.86;3.86;3.85;3.85;3.84;3.86;3.85;3.85;3.84;3.83;8.10;40;18;22;50
549.0;-37;46.1;31.2;1.33;65.95;3.84;3.86;3.87;3.87;3.85;3.85;3.84;3.86;3.85;3.85;3.84;3.84;8.10;40;18;22;50
550.0;-37;46.1;31.2;1.33;65.95;3.86;3.88;3.89;3.89;3.89;3.88;3.87;3.89;3.88;3.89;3.88;3.87;8.10;40;18;22;50
551.0;-47;46.4;27.0;1.33;65.95;3.86;3.88;3.89;3.89;3.89;3.88;3.87;3.89;3.88;3.89;3.88;3.87;8.10;41;18;22;50
552.0;-56;46.4;27.0;1.33;65.95;3.85;3.87;3.89;3.88;3.88;3.88;3.86;3.88;3.87;3.88;3.85;3.85;8.10;41;18;22;50
553.0;-42;46.1;40.3;1.33;65.95;3.83;3.85;3.86;3.86;3.85;3.85;3.84;3.86;3.84;3.85;3.83;3.84;8.10;41;18;22;51
554.0;-35;45.8;48.1;1.33;65.95;3.82;3.84;3.85;3.85;3.85;3.84;3.83;3.85;3.84;3.84;3.82;3.82;8.10;41;18;22;51
555.0;-37;45.8;48.1;1.33;65.95;3.81;3.83;3.84;3.84;3.84;3.83;3.82;3.84;3.83;3.83;3.82;3.81;8.10;41;18;22;51
556.0;-39;46.3;0.5;1.33;65.95;3.85;3.86;3.88;3.88;3.87;3.87;3.86;3.87;3.87;3.87;3.87;3.86;8.10;41;18;22;51
557.0;-44;46.3;0.5;1.33;65.95;3.89;3.91;3.92;3.92;3.91;3.90;3.90;3.92;3.91;3.92;3.91;3.91;8.10;41;18;22;51
558.0;-42;46.9;0.5;1.45;65.95;3.90;3.91;3.93;3.92;3.92;3.91;3.91;3.92;3.92;3.93;3.92;3.91;8.10;41;18;22;51
559.0;-49;47.0;0.5;1.45;65.95;3.90;3.92;3.93;3.93;3.93;3.92;3.91;3.92;3.92;3.93;3.92;3.92;8.10;41;18;22;51
560.0;-49;47.0;0.5;1.45;65.95;3.90;3.92;3.94;3.93;3.93;3.92;3.92;3.93;3.93;3.93;3.93;3.93;8.10;41;18;22;51
561.0;-47;47.0;16.3;1.45;69.85;3.91;3.92;3.94;3.93;3.93;3.92;3.92;3.93;3.93;3.94;3.93;3.93;8.10;41;18;22;51
562.0;-39;47.0;16.3;1.45;69.85;3.83;3.85;3.86;3.86;3.85;3.85;3.84;3.86;3.84;3.85;3.83;3.83;8.10;41;18;22;51
563.0;-37;45.9;41.9;1.45;69.85;3.83;3.85;3.86;3.86;3.86;3.85;3.84;3.86;3.85;3.85;3.84;3.84;8.10;41;18;22;51
564.0;-38;46.0;39.4;1.45;69.85;3.83;3.85;3.86;3.86;3.86;3.85;3.84;3.86;3.85;3.85;3.84;3.84;8.10;41;18;22;51
565.0;-33;45.9;38.6;1.45;69.85;3.83;3.85;3.86;3.86;3.86;3.85;3.84;3.86;3.84;3.85;3.84;3.84;8.10;41;18;22;51
566.0;-25;46.1;18.4;1.45;69.85;3.84;3.86;3.87;3.87;3.86;3.85;3.84;3.86;3.85;3.86;3.85;3.84;8.10;41;18;22;51
567.0;-36;46.1;18.4;1.45;69.85;3.86;3.88;3.90;3.89;3.87;3.86;3.88;3.89;3.88;3.89;3.88;3.88;8.10;41;18;22;51
568.0;-33;46.5;18.6;1.45;69.85;3.85;3.87;3.89;3.88;3.89;3.88;3.86;3.88;3.87;3.88;3.87;3.87;8.09;41;18;22;51
569.0;-36;45.6;57.1;1.45;69.85;3.81;3.83;3.85;3.84;3.84;3.84;3.82;3.84;3.83;3.83;3.82;3.82;8.09;41;18;22;51
570.0;-51;45.6;57.1;1.45;69.85;3.79;3.81;3.83;3.83;3.82;3.81;3.80;3.82;3.81;3.81;3.79;3.79;8.09;41;18;22;51
571.0;-39;45.5;49.3;1.57;69.85;3.86;3.88;3.89;3.89;3.81;3.81;3.80;3.82;3.81;3.81;3.79;3.79;8.09;39;18;22;54
572.0;-39;45.5;49.3;1.57;69.85;3.87;3.89;3.91;3.90;3.89;3.88;3.89;3.90;3.89;3.91;3.90;3.89;8.09;39;18;22;54
573.0;-48;46.7;0.5;1.57;69.85;3.87;3.89;3.91;3.90;3.78;3.79;3.77;3.79;3.78;3.78;3.90;3.89;8.09;39;18;22;54
574.0;-52;45.8;14.9;1.57;69.85;3.85;3.86;3.88;3.88;3.78;3.79;3.86;3.87;3.86;3.88;3.90;3.89;8.09;39;18;22;54
575.0;-56;46.1;19.6;1.57;75.74;3.85;3.86;3.88;3.88;3.87;3.87;3.86;3.87;3.86;3.88;3.90;3.89;8.09;39;18;22;54
576.0;-53;46.1;19.6;1.57;75.74;3.84;3.86;3.87;3.87;3.87;3.87;3.85;3.87;3.86;3.86;3.85;3.85;8.09;39;18;22;54
577.0;-45;46.1;19.6;1.57;75.74;3.84;3.86;3.87;3.87;3.86;3.86;3.85;3.87;3.86;3.86;3.86;3.85;8.09;39;18;22;54
