Std:Min:Sek;MSB A00;    ; ;MSB A01;    ; ;MSB A02;    ; ;MSB A03;    ; ;MSB A04;    ; ;MSB A05;    ; ;MSB A06;    ; ;MSB A07;    ; ;MSB A08;    ; ;MSB A09;    ; ;MSB A10;    ; ;MSB A11;    ; ;MSB A12;    ; ;MSB A13;    ; ;MSB A14;    ; ;MSB A15;    ; ;
000:27:37,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000092;m   ;-;-000011;m   ;-; 0001,1;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:37,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000092;m   ;-;-000011;m   ;-; 0001,5;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:38,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000093;m   ;-;-000010;m   ;-; 0001,8;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:38,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000093;m   ;-;-000010;m   ;-; 0001,5;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:39,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000094;m   ;-;-000009;m   ;-; 0000,6;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:39,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000093;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:40,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000093;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:40,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000092;m   ;-;-000009;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:41,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000091;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:41,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000091;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:42,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000090;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:42,5; 0005,7;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000089;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:43,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000089;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:43,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000089;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:44,0; 0005,7;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000090;m   ;-;-000002;m   ;-; 0000,4;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:44,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000090;m   ;-;-000002;m   ;-; 0000,3;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:45,0; 0005,7;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000090;m   ;-;-000001;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:45,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000089;m   ;-;-000001;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:46,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000089;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:46,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000088;m   ;-;-000002;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:47,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000088;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:47,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000088;m   ;-;-000004;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:48,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000088;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:48,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000087;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,8;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:49,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000087;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:49,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000086;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:50,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000085;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:50,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000084;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:51,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000083;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:51,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000083;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:52,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000082;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:52,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000082;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:53,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000082;m   ;-;-000007;m   ;-; 0000,4;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:53,5; 0005,7;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000083;m   ;-;-000007;m   ;-; 0001,2;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:54,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000084;m   ;-;-000006;m   ;-; 0001,4;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:54,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000084;m   ;-;-000006;m   ;-; 0000,8;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:55,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000084;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:55,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000083;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:56,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000083;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:56,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000082;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:57,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000081;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:57,5; 0005,6;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000081;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:58,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000080;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:58,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000080;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:59,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000080;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:27:59,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000079;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:00,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000078;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:00,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000077;m   ;-;-000005;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:01,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000075;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:01,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000073;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:02,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000071;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:02,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000070;m   ;-;-000010;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:03,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000069;m   ;-;-000014;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:03,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000068;m   ;-;-000014;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:04,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000067;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:04,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000067;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:05,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000066;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:05,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000066;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:06,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000065;m   ;-;-000015;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:06,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000065;m   ;-;-000015;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:07,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000064;m   ;-;-000015;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:07,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000064;m   ;-;-000015;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:08,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000063;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:08,5; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000062;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:09,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000062;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:09,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000061;m   ;-;-000016;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:10,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000061;m   ;-;-000014;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:10,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000061;m   ;-;-000014;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:11,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000061;m   ;-;-000011;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:11,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000060;m   ;-;-000011;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:12,0; 0005,8;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000060;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:12,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000060;m   ;-;-000008;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:13,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000060;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:13,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000059;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:14,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000059;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:14,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000059;m   ;-;-000007;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:15,0; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000059;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
000:28:15,5; 0005,9;V   ;-; 000100;%LQI;-; 0012,1;V   ;-; 0000,0;A   ;-; 000502;mAh ;-; 000059;m   ;-;-000006;m   ;-; 0000,0;m/s ;-; 0024,9;°C  ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-; 000000;    ;-;
