Time,Battery voltage,Battery current,Battery power,DC-DC current,DC-DC voltage,DC-DC input power,DC-DC output power,Fr drive power max,Rr regen power max,Rr drive power max,Nominal full pack,Nominal remaining,Energy buffer,SOC,Usable full pack,Usable remaining,DC Charge total,AC Charge total,Charge total,Discharge total,Regen total,Discharge cycles,Charge cycles,Battery odometer,Max discharge power,Max regen power,Rated range,Typical range,Full rated range,Full typical range,Cell temp min,Cell temp avg,Cell temp max,Cell temp diff,Cell min,Cell avg,Cell max,Cell diff,
827945,375.01,46.1,17.287961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828037,374.88,46.2,17.319456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828109,375.02,46.2,17.325924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828178,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828192,375.15,46,17.2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828300,374.86,48.5,18.18071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828324,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828421,374.86,48.4,18.143224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828517,374.86,48.2,18.068252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828810,374.85,46.4,17.39304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828824,374.72,46.6,17.461952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.7722,11.6022,2.867,3.87106,3.90337411458333,3.99367,0.12261,
829023,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829063,375.14,43.1,16.168534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829136,375.14,43.3,16.243562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829500,375.15,43,16.13145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829554,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829562,374.77,43.2,16.190064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829587,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829721,375.23,43.8,16.435074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829849,374.99,43.9,16.462061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830048,374.61,47.2,17.681592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830121,374.74,47.3,17.725202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830224,374.6,47.1,17.64366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830281,374.59,47.1,17.643189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830367,375.26,44,16.51144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830400,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830432,,,,32,14.2,480,454.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830543,375.36,43.9,16.478304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830639,375.25,43.8,16.43595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830843,375.27,40.6,15.235962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830890,375.52,40.4,15.171008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.7722,11.6022,2.867,3.87106,3.90166166666667,3.99367,0.12261,
831097,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831117,375.25,40.4,15.1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831215,375.37,40.4,15.164948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831411,375.38,39.8,14.940124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831495,374.74,39.6,14.839704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831557,375.36,39.6,14.864256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831587,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831738,374.64,43.3,16.221912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831869,375.14,43.5,16.31859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831961,374.61,43.9,16.445379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832044,374.9,44.6,16.72054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.7722,11.6022,2.867,3.87106,3.89860848958333,3.99367,0.12261,
832189,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832216,375.15,44.6,16.73169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832481,375.01,44.2,16.575442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832559,375.15,44.2,16.58163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832888,375.11,43.9,16.467329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832943,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832944,374.86,43.9,16.456354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833199,375.11,43.7,16.392307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833275,374.74,43.8,16.413612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833482,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.7722,11.6022,2.867,3.871975,3.89987296875,3.99367,0.121695,
833522,375.15,44.9,16.844235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833626,374.64,44.9,16.821336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833914,374.86,45.6,17.093616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833927,374.98,45.6,17.099088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833952,374.86,45.5,17.05613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833976,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834095,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834196,374.86,45.5,17.05613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834281,374.86,45.4,17.018644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.78249375,11.6022,2.867,3.871975,3.89987296875,3.99367,0.121695,
834445,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834480,374.89,44.2,16.570138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834573,375.14,44.3,16.618702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834671,375.16,44.5,16.69462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834777,375.09,44.1,16.541469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834896,374.84,44.2,16.567928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834908,374.6,44.3,16.59478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834925,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.78249375,11.6022,2.867,3.871975,3.90112791666667,3.99367,0.121695,
835243,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835282,374.86,43.7,16.381382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835399,374.85,43.5,16.305975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.78249375,11.6022,2.867,3.871975,3.90196984375,3.99367,0.121695,
835626,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835667,375.22,40.2,15.083844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835750,375.22,40,15.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835949,375.12,41.6,15.604992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835963,375.37,41.6,15.615392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835988,374.87,41.5,15.557105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836056,375.37,41.3,15.502781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836073,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836203,375.53,38.5,14.457905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836285,375.26,38.7,14.522562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836449,375.4,38.7,14.52798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836517,375.36,38.8,14.563968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837377,375.48,38.8,14.568624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837387,375.48,38.6,14.493528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837427,375.38,40,15.0152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837539,375.25,40,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837603,375.5,39.9,14.98245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837691,375.25,39.8,14.93495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837791,375.5,40.5,15.20775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837799,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837915,375.36,40.3,15.127008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838027,375.25,40.3,15.122575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838128,374.6,45.2,16.93192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838176,374.98,45.1,16.911598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838288,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.79926875,11.6022,2.867,3.871975,3.90196984375,3.99367,0.121695,
838643,375.11,45.2,16.954972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838761,375.25,42.7,16.023175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838852,374.73,42.6,15.963498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.79926875,11.6022,2.867,3.871975,3.90189994791667,3.99367,0.121695,
839039,374.76,42.2,15.814872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839123,375.13,42.1,15.792973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839202,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839221,375.26,42.1,15.798446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839306,375.14,42,15.75588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839468,374.75,40.5,15.177375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839484,375.5,40.4,15.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839485,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839597,375.25,40.1,15.047525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839723,375.5,39.3,14.75715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839869,375.36,39.2,14.714112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839960,375.23,39.1,14.671493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840044,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.79926875,11.6022,2.867,3.871975,3.90201432291667,3.99367,0.121695,
840070,375.14,42,15.75588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840163,375.01,42,15.75042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840346,374.86,42,15.74412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840348,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840505,375.36,39.1,14.676576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840559,375.11,39,14.62929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840624,375.02,39,14.62578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840798,,,,,,,,,32,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.871975,3.90201432291667,3.99367,0.121695,
840859,374.86,39.8,14.919428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840940,375.23,39.8,14.934154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841079,375.26,41.5,15.57329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841134,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841148,374.87,41.5,15.557105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841245,375.36,41.9,15.727584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841322,374.72,42.1,15.775712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841398,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841545,375.13,41.6,15.605408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841613,375.25,41.5,15.572875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841823,,,,32,14.2,480,454.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841837,374.99,45.2,16.949548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841912,374.98,44.9,16.836602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841936,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842030,374.85,44.9,16.830765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842151,374.46,45.2,16.925592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842295,375.08,45.1,16.916108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842374,374.83,45,16.86735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.90337729166667,3.99367,0.121085,
842532,375.23,42.1,15.797183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842577,375.22,42,15.75924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842681,374.99,42.1,15.787079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842835,375.21,42.2,15.833862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842981,375.33,42.1,15.801393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843051,375.24,42,15.76008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843207,375.11,41.4,15.529554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843309,375.36,41.2,15.464832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843378,375.35,41.1,15.426885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843566,374.97,43.1,16.161207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843580,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843581,375.01,43,16.12543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843583,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843653,374.75,42.8,16.0393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843796,375.01,41.3,15.487913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843882,375.36,41.3,15.502368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.90332010416667,3.99367,0.121085,
844001,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844064,375,41.4,15.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844136,375.49,38.6,14.493914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844241,375.37,38.6,14.489282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844306,375.38,38.7,14.527206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844396,374.98,38.7,14.511726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844469,375.15,40,15.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844485,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844598,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844602,375.27,39.9,14.973273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844702,375.01,39.8,14.925398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844883,374.98,40.8,15.299184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844953,375.25,40.8,15.3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844972,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845042,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845076,375.39,40.8,15.315912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845286,374.87,45.6,17.094072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845442,374.86,45.6,17.093616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845619,374.9,46.1,17.28289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.903428125,3.99367,0.121085,
845646,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845703,375,45.9,17.2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845767,374.87,45.9,17.206533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845826,375.01,43.2,16.200432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845923,375.01,43.3,16.237933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845991,374.88,43.3,16.232304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846083,375.11,43,16.12973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846192,374.87,43.2,16.194384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846197,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846275,375.75,43.3,16.269975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846350,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846404,374.65,43.2,16.18488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846648,374.86,43.2,16.193952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846700,374.75,43.2,16.1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.89975859375,3.93816,0.0655749999999999,
847020,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847021,374.73,47.3,17.724729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847035,374.23,47.4,17.738502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847125,374.5,46.4,17.3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847232,374.36,46.4,17.370304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847312,374.72,46.5,17.42448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847395,374.23,46.6,17.439118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847492,375.13,42.6,15.980538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847495,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847680,375.13,42.8,16.055564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847997,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848002,375.35,40.7,15.276745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848029,374.97,40.5,15.186285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848071,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.89980625,3.93816,0.0655749999999999,
848182,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848243,374.85,40.7,15.256395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848302,375.11,40.9,15.341999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848440,375.01,44.3,16.612943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848510,374.99,44.3,16.612057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848693,374.86,44.2,16.568812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848697,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848826,374.75,42.9,16.076775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848945,374.75,42.7,16.001825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849180,375.37,38,14.26406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849236,,,,31,14.2,464,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849253,375.4,38,14.2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849373,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849448,375.11,38,14.25418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849498,375.24,38,14.25912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849590,375.36,38.1,14.301216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849687,375.25,38,14.2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849779,375.12,38,14.25456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849877,375.01,37.9,14.212879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849897,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849972,375.23,37.8,14.183694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850195,,,,32,14.2,480,454.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850237,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.90054015625,3.93816,0.0655749999999999,
850298,375.14,41.6,15.605824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850362,375.25,41.6,15.6104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850531,375.25,41.3,15.497825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850555,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850738,375.12,41.2,15.454944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850920,374.73,41.1,15.401403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851063,375.37,40.9,15.352633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851165,375.23,40.7,15.271861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851213,374.86,40.7,15.256802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851302,375.11,40.8,15.304488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851369,375.11,41.1,15.417021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851391,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851484,375.25,41.7,15.647925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851601,375.12,41.7,15.642504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851741,375.38,41.8,15.690884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851797,375.37,41.5,15.577855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851872,375.12,41.4,15.529968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851999,,,,,,,,,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352,9.84845,11.6022,2.867,3.872585,3.90025739583333,3.93816,0.0655749999999999,
852056,375.11,41.5,15.567065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852193,375.32,39.7,14.900204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
