;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;4;4;7;8;8;8;8;8;8;16;16;18;19;20;21;22;24;25;25;25;28;28;28;31;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;VARIO F1712;VARIO F1712;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE F1713 ;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;CURRENT;VOLTAGE;CAPACITY;ROTATION;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;ALTITUDE;VARIOMETER;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;CURRENT;VOLTAGE;CAPACITY;CURRENT;VOLTAGE;CAPACITY;ROTATION;
247353;-36,0;10,3;15,3;17,6;-23,4;-16,1;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1930;---;---;---;     0;  226; 92;   81;   0,0;N 50:17.8035;E 10:57.5557;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
247580;-32,3;11,9;15,3;17,6;-25,0;-12,6;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1930;---;---;---;     0;  226; 92;   81;   0,0;N 50:17.8035;E 10:57.5557;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
247836;-21,4;11,2;15,3;17,6;-24,3;-2,5;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1930;---;---;---;     0;  219; 92;   80;   0,0;N 50:17.8068;E 10:57.5488;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
248063;-21,6;11,6;15,3;17,6;-24,7;-2,7;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1930;---;---;---;     0;  219; 92;   80;   0,0;N 50:17.8068;E 10:57.5488;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
248316;-12,6;11,8;15,3;17,6;-24,9;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  209; 95;   78;   0,0;N 50:17.8119;E 10:57.5385;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
248545;-12,6;11,8;15,3;17,6;-24,9;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  208; 95;   78;   0,0;N 50:17.8119;E 10:57.5385;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
248798;-12,8;11,8;15,3;17,6;-24,9;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  202; 96;   77;   0,0;N 50:17.8156;E 10:57.5317;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
249025;-12,6;13,5;15,3;17,6;-26,6;5,8;-150,6;135,7;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  201; 96;   77;   0,0;N 50:17.8156;E 10:57.5317;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
249280;-12,6;11,6;15,3;17,6;-24,9;5,8;-118,6;103,7;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  193; 98;   75;   0,0;N 50:17.8213;E 10:57.5215;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
249507;-12,6;10,1;15,3;17,6;-23,2;5,8;-93,0;78,1;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  192; 98;   75;   0,0;N 50:17.8213;E 10:57.5215;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
249760;-12,6;8,5;15,3;17,6;-21,6;5,8;-61,0;46,1;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  187; 98;   74;   0,0;N 50:17.8252;E 10:57.5146;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
249990;-12,6;7,0;15,3;17,6;-19,9;5,8;-32,1;17,3;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  186; 98;   74;   0,0;N 50:17.8252;E 10:57.5146;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
250242;-12,6;5,4;15,6;17,6;-18,5;5,8;-5,7;-10,6;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  182; 97;   74;   0,0;N 50:17.8291;E 10:57.5077;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
250470;-12,6;3,7;15,5;17,6;-16,7;5,8;18,5;-38,2;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  182; 97;   74;   0,0;N 50:17.8291;E 10:57.5077;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
250722;-12,6;-8,9;15,5;17,6;-3,4;5,8;42,6;-66,1;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  176; 94;   74;   0,0;N 50:17.8348;E 10:57.4975;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
250952;-12,8;-10,4;15,5;17,6;-1,9;5,7;64,9;-91,8;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1929;---;---;---;     0;  176; 94;   74;   0,0;N 50:17.8348;E 10:57.4975;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
251180;-12,9;-7,9;15,5;17,6;-4,6;5,7;87,4;-117,6;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,6;  1929;---;---;---;     0;  176; 94;   74;   0,0;N 50:17.8348;E 10:57.4975;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
251432;-12,8;-5,2;15,5;17,6;-7,4;5,8;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,6;  1929;---;---;---;     0;  173; 92;   74;   0,0;N 50:17.8386;E 10:57.4909;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
251662;-12,6;-3,1;15,5;17,6;-9,5;5,8;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,6;  1928;---;---;---;     0;  173; 92;   74;   0,0;N 50:17.8386;E 10:57.4909;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
251915;-12,6;-2,5;15,5;17,6;-10,3;5,8;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,6;  1928;---;---;---;     0;  170; 87;   75;   0,0;N 50:17.8441;E 10:57.4817;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
252142;-12,8;-17,3;15,5;17,6;5,1;5,7;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1928;---;---;---;     0;  170; 87;   75;   0,0;N 50:17.8441;E 10:57.4817;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
252397;-17,4;-28,1;15,5;17,6;16,4;1,3;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1928;---;---;---;     0;  169; 84;   76;   0,0;N 50:17.8476;E 10:57.4759;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
252624;-17,7;-26,0;15,5;17,6;14,1;0,9;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1927;---;---;---;     0;  169; 84;   76;   0,0;N 50:17.8476;E 10:57.4759;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
252877;-12,8;-5,4;15,5;17,6;-7,3;5,8;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1927;---;---;---;     0;  169; 80;   77;   0,0;N 50:17.8511;E 10:57.4705;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
253107;-16,7;-10,0;15,5;17,6;-2,4;2,1;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1927;---;---;---;     0;  169; 80;   77;   0,0;N 50:17.8511;E 10:57.4705;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
253359;-20,5;-12,5;15,5;17,6;0,1;-1,6;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1927;---;---;---;     0;  169; 76;   78;   0,0;N 50:17.8562;E 10:57.4629;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
253587;-20,5;-14,6;15,5;17,6;2,4;-1,6;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1927;---;---;---;     0;  170; 76;   78;   0,0;N 50:17.8562;E 10:57.4629;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
253842;-24,6;-9,4;15,5;17,6;-3,1;-5,5;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,0;  0,0;3;   0,0;  7,5;  1927;---;---;---;     0;  171; 74;   78;   0,0;N 50:17.8595;E 10:57.4582;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
254070;-22,0;-3,1;15,5;17,6;-9,5;-3,1;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  173; 72;   78;   0,0;N 50:17.8645;E 10:57.4513;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
254322;-16,5;-1,9;15,5;17,6;-10,9;2,1;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  173; 72;   78;   0,0;N 50:17.8645;E 10:57.4513;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
254552;-17,6;-1,9;15,5;17,6;-10,9;1,2;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  175; 70;   79;   0,0;N 50:17.8676;E 10:57.4468;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
254805;-19,0;-8,3;15,5;17,6;-4,0;0,3;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  175; 70;   79;   0,0;N 50:17.8676;E 10:57.4468;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
255032;-10,9;-17,9;15,5;17,6;5,7;7,9;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  177; 67;   79;   0,0;N 50:17.8706;E 10:57.4424;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
255262;-6,8;-15,0;15,5;17,6;2,8;12,2;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  177; 67;   79;   0,0;N 50:17.8706;E 10:57.4424;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
255514;-3,7;-16,7;15,5;17,6;4,5;15,5;98,1;-129,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  180; 63;   81;   0,0;N 50:17.8748;E 10:57.4361;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
255741;-12,6;-1,5;15,3;17,6;-11,3;5,8;98,1;-129,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1926;---;---;---;     0;  181; 63;   81;   0,0;N 50:17.8748;E 10:57.4361;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
255997;-12,6;-1,6;11,3;17,3;-11,2;6,0;98,1;-129,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  183; 60;   82;   0,0;N 50:17.8773;E 10:57.4321;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
256224;-4,5;-6,4;8,0;5,8;-6,1;14,6;98,1;-129,9;-100,0;0,0;-100,0;16,5;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  184; 60;   82;   0,0;N 50:17.8773;E 10:57.4321;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
256476;-7,1;-8,3;4,2;2,4;-4,2;11,9;98,1;-129,9;-100,0;0,0;-100,0;20,1;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  187; 55;   84;   0,0;N 50:17.8808;E 10:57.4262;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
256706;-15,5;-13,1;0,6;7,9;0,7;3,1;98,1;-129,9;-100,0;0,0;-100,0;14,1;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  188; 55;   84;   0,0;N 50:17.8808;E 10:57.4262;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
256959;-17,4;-14,9;-2,8;11,5;2,7;1,2;98,1;-129,9;-100,0;0,0;-100,0;10,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  190; 52;   85;   0,0;N 50:17.8828;E 10:57.4223;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
257186;-14,4;-17,1;-4,0;12,4;4,9;4,0;98,1;-129,9;-100,0;0,0;-100,0;9,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  190; 52;   85;   0,0;N 50:17.8828;E 10:57.4223;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
257540;-13,7;-19,6;-6,7;12,6;7,6;4,8;98,1;-129,9;-100,0;0,0;-100,0;8,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  192; 50;   85;   0,0;N 50:17.8848;E 10:57.4187;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
257799;-20,7;-17,0;-6,8;13,4;4,8;-1,8;98,1;-129,9;-100,0;0,0;-100,0;8,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  192; 50;   85;   0,0;N 50:17.8848;E 10:57.4187;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
258153;-23,7;-8,9;-8,0;13,8;-3,4;-4,6;98,1;-129,9;-100,0;0,0;-100,0;7,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1925;---;---;---;     0;  195; 47;   87;   0,0;N 50:17.8875;E 10:57.4135;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
258381;-20,1;-15,0;-7,7;14,0;2,8;-1,3;98,1;-129,9;-100,0;0,0;-100,0;7,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  196; 47;   87;   0,0;N 50:17.8875;E 10:57.4135;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
258636;-12,6;-22,8;-7,0;13,7;10,9;5,8;98,1;-129,9;-100,0;0,0;-100,0;7,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  198; 45;   87;   0,0;N 50:17.8893;E 10:57.4102;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
258863;-12,1;-25,6;-6,8;13,5;13,8;6,5;98,1;-129,9;-100,0;0,0;-100,0;7,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  198; 45;   87;   0,0;N 50:17.8893;E 10:57.4102;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
259116;-10,6;-25,0;-8,0;13,5;13,2;8,2;98,1;-129,9;-100,0;0,0;-100,0;7,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  201; 43;   88;   0,0;N 50:17.8918;E 10:57.4054;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
259345;-6,0;-28,0;-7,7;11,6;16,2;13,1;98,1;-129,9;-100,0;0,0;-100,0;9,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  201; 43;   88;   0,0;N 50:17.8918;E 10:57.4054;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
259598;-4,0;-35,9;-7,3;10,0;24,6;15,2;98,1;-129,9;-100,0;0,0;-100,0;11,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  203; 41;   89;   0,0;N 50:17.8932;E 10:57.4022;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
259825;0,4;-17,3;-6,8;6,5;5,1;18,9;98,1;-129,9;-100,0;0,0;-100,0;15,5;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  203; 41;   89;   0,0;N 50:17.8932;E 10:57.4022;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
260080;2,5;-17,7;-6,8;1,5;5,7;22,2;98,1;-129,9;-100,0;0,0;-100,0;21,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  205; 40;   90;   0,0;N 50:17.8945;E 10:57.3990;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
260307;5,5;-19,9;-6,7;-3,6;7,9;25,3;98,1;-129,9;-100,0;0,0;-100,0;26,8;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  206; 40;   90;   0,0;N 50:17.8945;E 10:57.3990;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
260560;3,4;-17,4;-6,8;-3,9;5,2;23,1;98,1;-129,9;-100,0;0,0;-100,0;27,1;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1924;---;---;---;     0;  208; 39;   91;   0,0;N 50:17.8962;E 10:57.3940;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
260790;0,7;-10,4;-6,8;-6,1;-1,9;20,1;98,1;-129,9;-100,0;0,0;-100,0;29,8;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  209; 39;   91;   0,0;N 50:17.8971;E 10:57.3906;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
261042;-8,8;-4,5;-5,8;-5,7;-8,2;10,1;98,1;-129,9;-100,0;0,0;-100,0;29,2;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  209; 39;   91;   0,0;N 50:17.8971;E 10:57.3906;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
261270;-12,6;-13,5;-6,5;-1,6;1,3;6,0;98,1;-129,9;-100,0;0,0;-100,0;24,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  211; 41;   91;   0,0;N 50:17.8982;E 10:57.3853;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
261500;-8,5;-18,2;-5,8;-2,1;6,0;10,4;98,1;-129,9;-100,0;0,0;-100,0;25,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  211; 41;   91;   0,0;N 50:17.8982;E 10:57.3853;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
261752;-15,6;-17,7;-6,8;0,4;5,7;3,0;98,1;-129,9;-100,0;0,0;-100,0;22,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  212; 41;   91;   0,0;N 50:17.8990;E 10:57.3815;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
261980;-17,9;-18,3;-6,8;0,7;6,2;0,7;98,1;-129,9;-100,0;0,0;-100,0;21,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  212; 41;   91;   0,0;N 50:17.8990;E 10:57.3815;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
262235;-23,4;-19,6;-8,6;5,5;7,6;-4,3;98,1;-129,9;-100,0;0,0;-100,0;16,7;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  213; 41;   91;   0,0;N 50:17.8997;E 10:57.3778;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
262462;-28,6;-19,2;-8,8;8,6;7,1;-9,2;98,1;-129,9;-100,0;0,0;-100,0;13,2;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  213; 41;   91;   0,0;N 50:17.8997;E 10:57.3778;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
262715;-25,6;-20,4;-9,5;8,5;8,3;-6,5;98,1;-129,9;-100,0;0,0;-100,0;13,4;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  215; 42;   91;   0,0;N 50:17.9009;E 10:57.3722;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
262944;-17,1;-18,6;-10,7;10,6;6,5;1,5;98,1;-129,9;-100,0;0,0;-100,0;11,2;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1923;---;---;---;     0;  215; 42;   91;   0,0;N 50:17.9009;E 10:57.3722;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
263197;-19,2;-17,0;-6,8;10,0;4,8;0,4;98,1;-129,9;-100,0;0,0;-100,0;11,8;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1922;---;---;---;     0;  217; 41;   92;   0,0;N 50:17.9018;E 10:57.3685;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
263424;-30,2;-10,4;-8,0;14,3;-1,9;-10,7;98,1;-129,9;-100,0;0,0;-100,0;7,0;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1922;---;---;---;     0;  217; 41;   92;   0,0;N 50:17.9018;E 10:57.3685;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
263676;-31,4;-20,5;-7,3;14,0;8,5;-11,9;98,1;-129,9;-100,0;0,0;-100,0;7,4;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1922;---;---;---;     0;  220; 41;   92;   0,0;N 50:17.9031;E 10:57.3630;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
263906;-20,5;-28,7;-7,3;12,5;17,1;-1,6;98,1;-129,9;-100,0;0,0;-100,0;9,1;0,0;0,0;0,0;0,0;  7,1;  0,0;3;   0,0;  7,6;  1922;---;---;---;     0;  220; 41;   92;   0,0;N 50:17.9031;E 10:57.3630;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
264159;-15,9;-17,7;-6,8;12,6;5,7;2,7;98,1;-129,9;-100,0;0,0;-100,0;8,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1922;---;---;---;     0;  222; 41;   93;   0,0;N 50:17.9040;E 10:57.3594;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
