;;;;;;;;;;;;;;;;;0;0;0;1;1;3;3;3;6;7;8;8;8;8;8;8;16;16;16;19;19;21;22;23;24;25;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;VARIO F1712;VARIO F1712;CURRENT F1678;CURRENT F1678;CURRENT F1678;TEMPERATURE SENSOR;TEMPERATURE F1713 ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;CURRENT F1678;CURRENT F1678;CURRENT F1678;VARIO F1712;VARIO F1712;RPM SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;ALTITUDE;VARIOMETER;CURRENT;VOLTAGE;CAPACITY;TEMPERATURE;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;CURRENT;VOLTAGE;CAPACITY;ALTITUDE;VARIOMETER;ROTATION;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;
2797932;-3,3;-5,1;-135,0;-6,2;-15,5;20,1;129,8;-11,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   93;   0,0;   0,0; 22,6;  1837; 271;   8;16308; 68;-6290;   0,0;N 46:36.9652;E 13:55.9972;   0,0; 22,6;     0;   95;   0,0;     0; 773;  -1;  38;  93;
2798965;14,4;-6,0;-135,0;23,4;-10,9;24,9;129,8;-12,6;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   92;  -1,3;   0,0; 22,6;  1837; 273;   8;16309; 67;-6291;  -1,7;N 46:36.9764;E 13:55.9934;   0,0; 22,5;     0;   93;  -1,8;     0; 773;  -1;  38; 101;
2800000;15,8;-8,6;-135,0;20,7;-11,5;24,9;129,8;-13,1;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   89;  -2,3;   0,0; 22,6;  1837; 274;   8;16310; 63;-6294;  -2,7;N 46:36.9864;E 13:55.9894;   0,0; 22,5;     0;   91;  -2,7;     0;   1;  -1;  38; 106;
2801038;26,6;0,7;-135,0;28,4;9,7;25,0;129,8;-11,3;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   87;  -2,8;   0,0; 22,6;  1837; 276;   7;16313; 61;-6295;  -2,7;N 46:36.9892;E 13:55.9882;   0,0; 22,5;     0;   88;  -2,8;     0; 773;  -1;  38; 106;
2802074;22,3;-2,4;-135,0;26,5;0,9;25,0;129,8;-12,1;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   85;  -2,7;   0,0; 22,6;  1837; 276;   7;16315; 60;-6299;  -1,5;N 46:37.0028;E 13:55.9779;   0,0; 22,5;     0;   86;  -1,4;     0; 773;  -1;  38; 109;
2803108;4,5;4,8;-135,0;19,0;-10,7;22,6;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   84;   0,0;   0,0; 22,6;  1837; 278;   7;16320; 55;-6297;  +1,3;N 46:37.0108;E 13:55.9686;   0,0; 22,5;     0;   87;   0,0;     0; 773;  -1;  38;  97;
2804140;0,6;-33,9;-135,0;-10,3;-17,4;21,7;129,8;-13,4;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   87;  +1,9;   0,0; 22,6;  1837; 278;   7;16319; 51;-6294;  +2,7;N 46:37.0140;E 13:55.9572;   0,0; 22,5;     0;   89;  +2,3;     0; 773;  -1;  38;  98;
2805175;6,7;-50,1;-135,0;25,0;-11,3;26,6;129,8;-14,3;-26,0;64,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   90;  +2,8;   0,1; 22,6;  1837; 279;   7;16316; 48;-6291;  +3,0;N 46:37.0176;E 13:55.9524;   0,0; 22,5;     0;   93;  +2,9;     0;   1;  -1;  38;  96;
2806210;9,5;-50,4;-135,0;25,3;-11,5;26,8;129,8;-14,6;-25,7;64,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   92;  +2,8;   0,0; 22,6;  1837; 279;   7;16314; 44;-6288;  +2,3;N 46:37.0208;E 13:55.9465;   0,0; 22,6;     0;   96;  +2,3;     0; 773;  -1;  38;  99;
2807243;16,5;-34,4;-135,0;29,6;12,5;26,5;129,8;-12,6;-25,7;64,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   93;   0,0;   0,0; 22,6;  1837; 280;   7;16311; 40;-6289;   0,0;N 46:37.0240;E 13:55.9425;   0,0; 22,6;     0;   95;   0,0;     0; 773;  -1;  38; 106;
2808275;18,0;16,4;-135,0;29,2;20,5;22,6;129,8;-8,5;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   92;  -1,0;   0,0; 22,6;  1837; 280;   7;16312; 39;-6291;  -1,7;N 46:37.0272;E 13:55.9393;   0,0; 22,6;     0;   93;  -1,5;     0; 773;  -1;  38; 106;
2809311;15,9;-3,7;-135,0;24,3;-10,6;24,9;129,8;-12,6;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   91;  -1,7;   0,1; 22,6;  1837; 281;   8;16315; 40;-6293;  -2,0;N 46:37.0328;E 13:55.9362;   0,0; 22,6;     0;   91;  -2,0;     0; 773;  -1;  38; 105;
2810334;10,3;1,6;-135,0;23,7;-10,1;23,8;129,8;-11,6;-28,7;67,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   89;  -1,4;   0,0; 22,6;  1837; 282;   8;16317; 42;-6295;  -1,8;N 46:37.0376;E 13:55.9326;   0,0; 22,6;     0;   90;  -1,1;     0;   1;  -1;  38; 102;
2811366;13,1;-7,4;-135,0;15,0;-12,4;23,8;129,8;-12,6;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   88;   0,0;   0,0; 22,6;  1837; 282;   8;16320; 45;-6295;   0,0;N 46:37.0464;E 13:55.9216;   0,0; 22,6;     0;   90;   0,0;     0; 773;  -1;  38;  99;
2812444;29,8;10,4;-135,0;31,2;28,9;24,0;129,8;-9,2;-28,1;66,8;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   88;   0,0;   0,0; 22,6;  1837; 283;   8;16320; 44;-6294;   0,0;N 46:37.0492;E 13:55.9164;   0,0; 22,6;     0;   90;   0,0;     0; 773;  -1;  38;  96;
2813475;26,0;0,7;-135,0;28,0;7,9;24,9;129,8;-11,5;-27,5;66,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   88;   0,0;   0,0; 22,6;  1837; 283;   6;16320; 44;-6295;   0,0;N 46:37.0532;E 13:55.9083;   0,0; 22,6;     0;   89;   0,0;     0; 773;  -1;  38;  97;
2814506;5,7;6,7;-135,0;23,7;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   87;  -1,2;   0,0; 22,6;  1837; 283;   5;16322; 45;-6297;  -1,3;N 46:37.0548;E 13:55.8986;   0,0; 22,6;     0;   88;  -1,2;     0; 773;  -1;  38;  99;
2815528;16,8;11,0;-135,0;27,1;7,9;23,2;129,8;-9,7;-29,3;68,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   86;   0,0;   0,0; 22,6;  1837; 283;   5;16325; 44;-6296;   0,0;N 46:37.0540;E 13:55.8904;   0,0; 22,6;     0;   88;   0,0;     0;   1;  -1;  38;  96;
2816560;17,0;-2,2;-135,0;25,1;-8,0;24,7;129,8;-12,4;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   87;   0,0;   0,0; 22,6;  1837; 283;   6;16324; 40;-6295;   0,0;N 46:37.0532;E 13:55.8854;   0,0; 22,6;     0;   89;   0,0;     0; 773;  -1;  38;  94;
2817593;16,8;-4,5;-135,0;24,6;-10,6;25,0;129,8;-12,6;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   88;   0,0;   0,0; 22,6;  1837; 282;   6;16323; 40;-6295;   0,0;N 46:37.0532;E 13:55.8854;   0,0; 22,6;     0;   89;   0,0;     0; 773;  -1;  38;  92;
2818625;0,3;0,9;-135,0;3,7;-13,7;21,0;129,8;-11,0;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   88;   0,0;   0,0; 22,6;  1837; 282;   6;16323; 30;-6292;  +1,5;N 46:37.0444;E 13:55.8865;   0,0; 22,6;     0;   92;  +1,6;     0; 774;  -1;  38;  85;
2819657;-5,4;-38,8;-135,0;-14,9;-18,2;21,0;129,8;-13,2;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   91;  +1,6;   0,0; 22,6;  1838; 281;   6;16320; 22;-6291;  +1,4;N 46:37.0400;E 13:55.8903;   0,0; 22,6;     0;   93;  +1,5;     0; 774;  -1;  38;  85;
2820690;7,9;-35,1;-135,0;9,7;-14,0;24,6;129,8;-14,0;-26,6;65,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   92;   0,0;   0,0; 22,6;  1838; 281;   6;16318; 16;-6291;   0,0;N 46:37.0360;E 13:55.8949;   0,0; 22,6;     0;   94;   0,0;     0;   1;  -1;  38;  89;
2821723;-6,0;-50,9;-135,0;24,6;-10,7;25,3;129,8;-12,9;-27,4;66,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   91;  -1,1;   0,0; 22,6;  1838; 280;   6;16318; 11;-6292;  -1,4;N 46:37.0316;E 13:55.9009;   0,0; 22,6;     0;   92;  -1,4;     0; 774;  -1;  38;  91;
2822758;-4,0;-50,0;-135,0;25,0;-10,9;25,6;129,8;-13,2;-27,1;65,8;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   89;  -1,3;   0,0; 22,6;  1838; 280;   5;16318;  9;-6294;  -1,5;N 46:37.0308;E 13:55.9022;   0,0; 22,6;     0;   90;  -1,4;     0; 774;  -1;  38;  93;
2823792;1,8;-22,0;-135,0;28,7;12,9;24,4;129,8;-10,6;-28,0;66,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,3;  0,0;3;   89;   0,0;   0,0; 22,6;  1838; 280;   5;16320;  5;-6294;   0,0;N 46:37.0292;E 13:55.9039;   0,0; 22,6;     0;   90;   0,0;     0; 774;  -1;  38;  86;
2824823;11,9;13,2;-135,0;30,5;28,6;22,6;129,8;-7,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   89;   0,0;   0,0; 22,6;  1838; 280;   6;16320;  4;-6293;   0,0;N 46:37.0308;E 13:55.9072;   0,0; 22,6;     0;   91;   0,0;     0;   1;  -1;  38;  83;
2825867;15,8;-3,9;-135,0;23,7;-10,7;24,9;129,8;-12,6;-27,8;66,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   89;  -1,0;   0,0; 22,6;  1838; 280;   7;16319;  7;-6295;  -2,0;N 46:37.0272;E 13:55.9124;   0,0; 22,6;     0;   89;  -1,4;     0; 774;  -1;  38;  97;
2826905;13,8;-2,8;-135,0;21,3;-11,0;24,3;129,8;-12,4;-28,1;66,8;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   87;  -2,1;   0,0; 22,6;  1838; 280;   7;16320; 14;-6299;  -3,7;N 46:37.0280;E 13:55.9153;   0,0; 22,6;     0;   85;  -3,9;     0; 774;  -1;  38; 106;
2827941;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,4;  0,0;3;   82;  -4,0;   0,1; 22,6;  1838; 280;   7;16324; 16;-6302;  -4,2;N 46:37.0280;E 13:55.9165;   0,0; 22,6;     0;   83;  -4,2;     0; 774;  -1;  38; 115;
2828977;10,4;7,4;-135,0;25,4;-2,2;23,2;129,8;-10,4;-29,3;68,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   77;  -3,5;   0,0; 22,6;  1838; 280;   7;16323; 13;-6308;  -3,3;N 46:36.9912;E 13:55.9681;   0,0; 22,6;     0;   77;  -3,6;     0; 774;  -1;  38; 118;
2830012;14,4;0,3;-135,0;24,7;-9,7;24,4;129,8;-12,1;-28,3;67,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   74;  -3,0;   0,0; 22,6;  1838; 275;   6;16326; 19;-6310;  -3,0;N 46:36.9876;E 13:56.0033;   0,0; 22,6;     0;   74;  -2,8;     0;   1;  -1;  37; 121;
2831050;1,2;1,0;-135,0;9,1;-12,6;21,6;129,8;-11,0;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   72;  -2,4;   0,0; 22,6;  1838; 275;   6;16328; 21;-6311;  -2,8;N 46:36.9876;E 13:56.0055;   0,0; 22,6;     0;   73;   0,0;     0; 774;  -1;  37; 115;
2832083;5,7;6,5;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   73;   0,0;   0,0; 22,6;  1838; 274;   6;16329; 20;-6311;  +1,2;N 46:36.9840;E 13:56.0011;   0,0; 22,6;     0;   74;   0,0;     0; 774;  -1;  37; 109;
2833116;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;1;   75;  +2,5;   0,0; 22,6;  1838; 273;   6;16330; 16;-6306;  +2,6;N 46:36.9772;E 13:55.9930;   0,0; 22,6;     0;   78;  +2,6;     0; 774;  -1;  37;  97;
2834150;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;1;   78;  +2,4;   0,0; 22,6;  1838; 273;   6;16325; 11;-6304;  +2,5;N 46:36.9736;E 13:55.9915;   0,0; 22,6;     0;   81;  +2,5;     0; 774;  -1;  37;  92;
2835185;5,5;6,5;-135,0;23,4;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;1;   79;  +2,1;   0,0; 22,6;  1838; 272;   6;16323; 11;-6304;  +2,1;N 46:36.9720;E 13:55.9917;   0,0; 22,6;     0;   82;  +1,5;     0;   1;  -1;  37;  90;
2836226;22,3;0,3;-135,0;26,8;1,0;24,9;129,8;-11,8;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   80;   0,0;   0,0; 22,6;  1838; 271;   7;16323; 22;-6303;   0,0;N 46:36.9652;E 13:55.9987;   0,0; 22,6;     0;   82;   0,0;     0; 774;  -1;  37;  92;
2837259;21,0;-8,8;-135,0;24,9;-10,9;25,7;129,8;-13,4;-26,9;65,6;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   79;   0,0;   0,0; 22,6;  1838; 271;   7;16321; 27;-6304;   0,0;N 46:36.9604;E 13:56.0042;   0,0; 22,6;     0;   81;   0,0;     0; 774;  -1;  37;  91;
2838293;20,2;-8,3;-135,0;24,3;-11,0;25,6;129,8;-13,4;-27,1;65,8;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   79;  -0,7;   0,0; 22,6;  1838; 270;   8;16322; 29;-6305;   0,0;N 46:36.9580;E 13:56.0100;   0,0; 22,6;     0;   80;   0,0;     0; 774;  -1;  37;  90;
2839326;3,0;3,4;-135,0;15,6;-11,3;22,2;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   79;   0,0;   0,0; 22,6;  1838; 269;   8;16322; 31;-6304;   0,0;N 46:36.9528;E 13:56.0190;   0,0; 22,6;     0;   81;   0,0;     0; 774;  -1;  37;  85;
2840358;14,9;-12,1;-135,0;11,5;-13,4;24,0;129,8;-13,2;-27,2;65,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   79;   0,0;   0,0; 22,6;  1838; 268;   8;16321; 36;-6304;   0,0;N 46:36.9464;E 13:56.0293;   0,0; 22,6;     0;   81;   0,0;     0;   1;  -1;  37;  84;
2841390;23,1;-11,2;-135,0;24,6;-11,2;26,0;129,8;-13,8;-26,5;65,2;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   79;   0,0;   0,0; 22,6;  1838; 267;   8;16320; 41;-6305;  -1,0;N 46:36.9416;E 13:56.0422;   0,0; 22,6;     0;   81;   0,0;     0; 774;  -1;  37;  90;
2842423;22,2;-10,0;-135,0;24,7;-11,0;25,9;129,8;-13,7;-26,8;65,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   77;  -1,5;   0,0; 22,6;  1838; 266;   8;16320; 46;-6306;  -1,6;N 46:36.9372;E 13:56.0559;   0,0; 22,6;     0;   79;  -1,7;     0; 774;  -1;  37; 100;
2843460;22,5;-10,4;-135,0;24,6;-11,0;26,0;129,8;-13,7;-26,6;65,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   76;  -1,1;   0,0; 22,6;  1838; 265;   8;16320; 52;-6307;   0,0;N 46:36.9340;E 13:56.0754;   0,0; 22,6;     0;   77;  -1,1;     0; 774;  -1;  37;  99;
2844493;5,7;6,7;-135,0;23,7;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   76;   0,0;   0,0; 22,6;  1838; 265;   8;16319; 60;-6307;   0,0;N 46:36.9336;E 13:56.0997;   0,0; 22,6;     0;   78;   0,0;     0; 774;  -1;  37;  89;
2845525;11,9;4,9;-135,0;25,1;-5,2;23,7;129,8;-11,0;-29,0;67,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   77;   0,0;   0,0; 22,6;  1838; 265;   8;16318; 63;-6306;   0,0;N 46:36.9360;E 13:56.1202;   0,0; 22,6;     0;   79;   0,0;     0;   1;  -1;  37;  90;
2846557;16,8;-1,8;-135,0;25,3;-6,8;24,7;129,8;-12,2;-28,0;66,7;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   76;   0,0;   0,0; 22,6;  1838; 266;   8;16316; 62;-6307;   0,0;N 46:36.9384;E 13:56.1328;   0,0; 22,6;     0;   78;  -1,0;     0; 774;  -1;  37;  97;
2847591;5,8;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   74;  -2,0;   0,0; 22,6;  1838; 267;   8;16316; 62;-6310;  -2,3;N 46:36.9432;E 13:56.1476;   0,0; 22,6;     0;   75;  -2,4;     0; 774;  -1;  37; 102;
2848625;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   71;  -2,3;   0,0; 22,6;  1838; 267;   8;16318; 58;-6311;  -1,8;N 46:36.9464;E 13:56.1592;   0,0; 22,6;     0;   73;  -2,1;     0; 774;  -1;  37; 103;
2849659;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   70;  -1,6;   0,0; 22,6;  1838; 268;   8;16319; 56;-6313;  -1,5;N 46:36.9492;E 13:56.1671;   0,0; 22,6;     0;   71;  -1,5;     0;   1;  -1;  37; 102;
2850710;5,8;6,7;-135,0;23,8;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   69;  -1,2;   0,0; 22,6;  1838; 268;   7;16320; 54;-6314;  -1,2;N 46:36.9508;E 13:56.1786;   0,0; 22,6;     0;   70;  -1,1;     0; 774;  -1;  37; 107;
2851745;17,3;1,9;-135,0;26,0;-1,5;24,3;129,8;-11,5;-28,3;67,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   67;  -1,5;   0,0; 22,6;  1838; 268;   6;16321; 52;-6316;  -2,3;N 46:36.9508;E 13:56.1888;   0,0; 22,6;     0;   68;  -2,0;     0; 774;  -1;  37; 111;
2852780;12,2;11,3;-135,0;26,2;3,3;22,9;129,8;-9,7;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   65;  -2,4;   0,0; 22,6;  1838; 268;   6;16323; 51;-6319;  -3,1;N 46:36.9496;E 13:56.1965;   0,0; 22,6;     0;   66;  -2,5;     0; 774;  -1;  37; 116;
2853815;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   61;  -2,6;   0,0; 22,6;  1838; 267;   5;16325; 46;-6322;  -2,2;N 46:36.9460;E 13:56.2031;   0,0; 22,6;     0;   62;  -2,1;     0; 774;  -1;  37; 113;
2854850;5,8;6,5;-135,0;23,8;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   60;  -0,7;   0,0; 22,6;  1838; 266;   5;16328; 42;-6323;   0,0;N 46:36.9420;E 13:56.2059;   0,0; 22,6;     0;   62;   0,0;     0;   1;  -1;  37; 109;
2855881;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   61;   0,0;   0,0; 22,6;  1838; 264;   5;16329; 36;-6321;  +1,5;N 46:36.9340;E 13:56.2069;   0,0; 22,6;     0;   63;   0,0;     0; 774;  -1;  37; 105;
2856913;3,9;4,3;-135,0;17,1;-11,0;22,5;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   63;  +1,6;   0,0; 22,6;  1838; 262;   7;16328; 30;-6319;  +2,0;N 46:36.9276;E 13:56.1998;   0,0; 22,6;     0;   65;  +1,7;     0; 774;  -1;  37;  98;
2857946;17,0;-10,3;-135,0;16,4;-12,4;24,6;129,8;-13,2;-27,2;65,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   65;  +2,0;   0,0; 22,6;  1838; 260;   7;16326; 29;-6316;  +2,3;N 46:36.9200;E 13:56.1956;   0,0; 22,6;     0;   67;  +2,2;     0; 774;  -1;  37;  93;
2858981;18,3;-22,6;-135,0;1,9;-15,8;24,1;129,8;-14,4;-26,2;64,9;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   67;  +2,2;   0,0; 22,6;  1838; 259;   7;16324; 29;-6314;  +2,2;N 46:36.9176;E 13:56.1815;   0,0; 22,6;     0;   70;  +2,3;     0; 774;  -1;  37;  87;
2860015;25,6;-31,4;-135,0;18,2;-13,1;26,5;129,8;-15,0;-25,3;64,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   70;  +2,2;   0,1; 22,6;  1838; 264;   8;16324; 18;-6312;  +1,9;N 46:36.9308;E 13:56.1309;   0,0; 22,6;     0;   73;  +2,2;     0;   1;  -1;  37;  81;
2861050;29,5;-33,6;-135,0;27,4;-3,9;27,7;129,8;-14,9;-24,9;63,5;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   71;   0,0;   0,1; 22,6;  1838; 264;   8;16323; 15;-6311;   0,0;N 46:36.9308;E 13:56.1211;   0,0; 22,6;     0;   74;   0,0;     0; 774;  -1;  37;  87;
2862081;35,3;-34,1;-135,0;28,7;2,4;28,1;129,8;-14,9;-24,4;63,1;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   70;  -1,5;   0,0; 22,6;  1838; 264;   8;16322; 16;-6314;  -2,5;N 46:36.9308;E 13:56.1187;   0,0; 22,6;     0;   71;  -2,0;     0; 774;  -1;  37; 104;
2863116;14,0;12,9;-135,0;27,4;9,8;22,8;129,8;-9,2;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   67;  -2,6;   0,0; 22,6;  1838; 264;   8;16325; 18;-6317;  -2,9;N 46:36.9300;E 13:56.1219;   0,0; 22,6;     0;   68;  -2,9;     0; 774;  -1;  37;  95;
2864151;27,8;4,5;-135,0;29,3;15,9;24,6;129,8;-10,6;-27,7;66,4;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   65;  -1,1;   0,0; 22,6;  1838; 264;   8;16327; 20;-6318;   0,0;N 46:36.9328;E 13:56.1313;   0,0; 22,6;     0;   67;   0,0;     0; 774;  -1;  37;  97;
2865185;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   65;   0,0;   0,0; 22,6;  1839; 264;   8;16328; 21;-6318;   0,0;N 46:36.9328;E 13:56.1362;   0,0; 22,6;     0;   67;   0,0;     0;   1;  -1;  37;  98;
2866217;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   64;   0,0;   0,0; 22,6;  1839; 264;   8;16328; 20;-6318;   0,0;N 46:36.9336;E 13:56.1405;   0,0; 22,6;     0;   66;   0,0;     0; 774;  -1;  37;  96;
2867249;5,7;6,7;-135,0;23,5;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   65;   0,0;   0,0; 22,6;  1839; 265;   7;16328; 12;-6318;   0,0;N 46:36.9340;E 13:56.1416;   0,0; 22,6;     0;   67;   0,0;     0; 774;  -1;  37;  93;
2868280;4,8;6,0;-135,0;20,4;-10,4;22,8;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;2;   65;   0,0;   0,0; 22,6;  1839; 265;   7;16328; 10;-6318;   0,0;N 46:36.9340;E 13:56.1407;   0,0; 22,6;     0;   67;   0,0;     0; 774;  -1;  37;  92;
2869312;6,7;-9,1;-135,0;-1,6;-15,3;21,7;129,8;-12,4;-28,3;67,0;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   65;   0,0;   0,0; 22,6;  1839; 265;   7;16328; 10;-6318;   0,0;N 46:36.9340;E 13:56.1385;   0,0; 22,6;     0;   67;   0,0;     0; 774;  -1;  37;  90;
2870345;5,4;6,5;-135,0;23,4;-9,8;23,1;129,8;-10,9;-29,6;68,3;0,0;0,0;-5,2;-100,0;0,0;129,8;  5,5;  0,0;3;   64;   0,0;   0,0; 22,6;  1839; 265;   8;16328; 11;-6319;   0,0;N 46:36.9352;E 13:56.1331;   0,0; 22,6;     0;   66;   0,0;     0;   1;  -1;  37;  93;
