Timestamp;BEC Current (A);BEC Voltage (V);BEC Power (W);BEC Temp (C);Current (A);Voltage (V);Power (W);FET Temp (C);Throttle (%);Output (%);RPM
235635;0.00;5.50;0.00;;0.23;12.14;2.79;0.00;;77.00;0.00
235668;0.00;5.50;0.00;;0.23;12.14;2.79;0.00;;77.00;0.00
235701;0.00;5.50;0.00;;0.21;12.14;2.55;0.00;;77.00;0.00
235734;0.00;5.50;0.00;;0.21;12.14;2.55;0.00;;77.00;0.00
235767;0.00;5.50;0.00;;0.20;12.14;2.43;0.00;;77.00;0.00
235800;0.00;5.50;0.00;;0.24;12.14;2.91;0.00;;77.00;0.00
235833;0.00;5.50;0.00;;0.26;12.14;3.16;0.00;;77.00;0.00
235866;0.00;5.50;0.00;;0.21;12.14;2.55;0.00;;77.00;0.00
235932;0.00;5.50;0.00;;0.19;12.14;2.31;0.00;;77.00;0.00
235965;0.00;5.50;0.00;;0.19;12.14;2.31;0.00;;77.00;0.00
235998;0.00;5.50;0.00;;0.18;12.14;2.19;0.00;;77.00;0.00
236031;0.00;5.50;0.00;;0.18;12.14;2.19;0.00;;77.00;0.00
236064;0.00;5.50;0.00;;0.21;12.14;2.55;0.00;;77.00;0.00
236097;0.00;5.50;0.00;;0.23;12.14;2.79;0.00;;77.00;0.00
236130;0.00;5.50;0.00;;0.19;12.14;2.31;0.00;;77.00;0.00
236262;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
236328;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
236394;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
236460;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
236493;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
236592;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
236757;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
236823;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
236889;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
236955;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
237021;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
237153;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
237219;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
237252;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
237417;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
237450;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
237483;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
237549;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
237615;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
237681;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
237747;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
237813;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
237879;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
237945;0.00;5.45;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
238011;0.00;5.45;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
238044;0.00;5.45;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
238077;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
238110;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
238143;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
238176;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
238209;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
238275;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
238407;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
238506;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
238539;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
238572;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
238638;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
238737;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
238770;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
238803;0.00;5.45;0.00;;0.31;12.12;3.76;0.00;;77.00;0.00
239001;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
239067;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
239100;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
239133;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
239166;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
239199;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
239232;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
239265;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
239331;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
239364;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
239397;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
239463;0.00;5.45;0.00;;0.28;12.12;3.39;0.00;;77.00;0.00
239496;0.00;5.45;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
239661;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
239694;0.00;5.50;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
239727;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
239760;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
239793;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
239826;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
239859;0.00;5.50;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
239892;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
239925;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
239958;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
239991;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
240024;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
240057;0.00;5.45;0.00;;0.31;12.12;3.76;0.00;;77.00;0.00
240090;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
240123;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
240156;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
240222;0.00;5.50;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
240255;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
240288;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
240321;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
240354;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
240387;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
240420;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
240453;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
240486;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
240519;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
240552;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
240585;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
240618;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
240651;0.00;5.50;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
240684;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
240750;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
240783;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
240816;0.00;5.45;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
240849;0.00;5.45;0.00;;0.35;12.12;4.24;0.00;;77.00;0.00
240882;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
240948;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
241014;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
241047;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
241080;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
241179;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
241245;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
241377;0.00;5.45;0.00;;0.30;12.12;3.64;0.00;;77.00;0.00
241410;0.00;5.45;0.00;;0.30;12.12;3.64;0.00;;77.00;0.00
241443;0.00;5.45;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
241509;0.00;5.45;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
241542;0.00;5.45;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
241575;0.00;5.45;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
241740;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
241773;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
241839;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
241872;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
241905;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
241971;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242037;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242070;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242103;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242136;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
242169;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
242235;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242301;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
242367;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
242400;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242466;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242499;0.00;5.50;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
242532;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
242565;0.00;5.45;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
242598;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242631;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242664;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242697;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242730;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242763;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
242796;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
242829;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
242895;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242961;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
242994;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
243027;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
243060;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
243093;0.00;5.45;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
243126;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
243159;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
243192;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
243225;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
243258;0.00;5.45;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
243324;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
243423;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
243588;0.00;5.45;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
243654;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
243720;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
243753;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
243819;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
243852;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
243885;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
243918;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
244612;0.00;5.50;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
244678;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
244744;0.00;5.50;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
244777;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
244810;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
244843;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
244876;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
244942;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
245074;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
245107;0.00;5.50;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
245140;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
245173;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
245272;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
245338;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
245404;0.00;5.50;0.00;;0.24;12.12;2.91;0.00;;77.00;0.00
245437;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
245503;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
245536;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
245569;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
245602;0.00;5.50;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
245635;0.00;5.50;0.00;;0.28;12.12;3.39;0.00;;77.00;0.00
245736;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
245769;0.00;5.50;0.00;;0.26;12.12;3.15;0.00;;77.00;0.00
245802;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
245835;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
246404;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
246437;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
246536;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
246602;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
246668;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
246701;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
246800;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
246932;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
246965;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
246998;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
247031;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
247130;0.00;5.45;0.00;;0.30;12.12;3.64;0.00;;77.00;0.00
247163;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
247196;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
247229;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
247262;0.00;5.50;0.00;;0.23;12.12;2.79;0.00;;77.00;0.00
247295;0.00;5.50;0.00;;0.28;12.12;3.39;0.00;;77.00;0.00
247328;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
247461;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
247560;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
247593;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
247626;0.00;5.50;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
247793;0.00;5.45;0.00;;0.25;12.12;3.03;0.00;;77.00;0.00
247826;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
247994;0.00;5.50;0.00;;0.27;12.12;3.27;0.00;;77.00;0.00
248027;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
248060;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
248126;0.00;5.50;0.00;;0.21;12.12;2.55;0.00;;77.00;0.00
248192;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
248588;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
248852;0.00;5.50;0.00;;0.20;12.12;2.42;0.00;;77.00;0.00
248918;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
248951;0.00;5.50;0.00;;0.22;12.12;2.67;0.00;;77.00;0.00
248984;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
249182;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
249215;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
249248;0.00;5.50;0.00;;0.18;12.12;2.18;0.00;;77.00;0.00
249380;0.00;5.50;0.00;;0.19;12.12;2.30;0.00;;77.00;0.00
249446;0.00;5.45;0.00;;0.27;12.11;3.27;0.00;;77.00;0.00
249479;0.00;5.45;0.00;;0.27;12.11;3.27;0.00;;77.00;0.00
249611;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;77.00;0.00
249644;0.00;5.50;0.00;;0.27;12.11;3.27;0.00;;77.00;0.00
249677;0.00;5.50;0.00;;0.28;12.11;3.39;0.00;;77.00;0.00
249710;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;77.00;0.00
249743;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;77.00;0.00
249776;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;77.00;0.00
249842;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;77.00;0.00
250008;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;77.00;0.00
250040;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;77.00;0.00
250073;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;77.00;0.00
250106;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
250139;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
250172;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
250205;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
250238;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
250508;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
250892;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
251090;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
251123;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
251189;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
251255;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
251321;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
251354;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
251387;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
251519;0.00;5.45;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
251552;0.00;5.45;0.00;;0.27;12.11;3.27;0.00;;76.00;0.00
251585;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
251618;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
251717;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
251789;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
251822;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
251855;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
251954;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
251988;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
252152;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
252251;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
252284;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
252317;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
252350;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
252383;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
252416;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
252450;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
252483;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
252516;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
252582;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
252647;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
252713;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
252812;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
252845;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
252878;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
252911;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
252944;0.00;5.50;0.00;;0.27;12.11;3.27;0.00;;76.00;0.00
252977;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
253043;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
253077;0.00;5.45;0.00;;0.30;12.11;3.63;0.00;;76.00;0.00
253142;0.00;5.45;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
253175;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
253241;0.00;5.45;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
253274;0.00;5.45;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
253373;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253406;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253439;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253505;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
253538;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
253571;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
253604;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253637;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253670;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253703;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253769;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253802;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253835;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253868;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253901;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253934;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
253967;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254000;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
254033;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
254066;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
254099;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
254132;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
254165;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
254198;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254231;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254330;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
254363;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
254396;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
254429;0.00;5.50;0.00;;0.28;12.11;3.39;0.00;;76.00;0.00
254561;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
254594;0.00;5.45;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
254660;0.00;5.45;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
254693;0.00;5.45;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
254759;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254792;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254825;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254858;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
254891;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
254924;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
254992;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
255025;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255058;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
255091;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255124;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255157;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255190;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255223;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255289;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
255322;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
255355;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
255388;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
