Timestamp;BEC Current (A);BEC Voltage (V);BEC Power (W);BEC Temp (C);Current (A);Voltage (V);Power (W);FET Temp (C);Throttle (%);Output (%);RPM
255421;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
255454;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
255487;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
255520;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
255553;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
255586;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
255652;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
255685;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
255718;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
255751;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
255784;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
255817;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
255952;0.00;5.45;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
256150;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256216;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
256249;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
256282;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
256315;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
256348;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
256381;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256414;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
256447;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
256480;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
256513;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
256546;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
256579;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256612;0.00;5.50;0.00;;0.28;12.11;3.39;0.00;;76.00;0.00
256646;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256712;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256813;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256846;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256879;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
256981;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
257044;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
257344;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
257377;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
257443;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257476;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257542;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257575;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257608;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257674;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257707;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
257740;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
257773;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
257806;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
257872;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
257938;0.00;5.50;0.00;;0.27;12.11;3.27;0.00;;76.00;0.00
258004;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
258070;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
258169;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
258202;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
258235;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
258268;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
258301;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
258334;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
258400;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
258433;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
258466;0.00;5.50;0.00;;0.28;12.11;3.39;0.00;;76.00;0.00
258499;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
258532;0.00;5.45;0.00;;0.29;12.11;3.51;0.00;;76.00;0.00
258598;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
258631;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
258697;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
258730;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
258763;0.00;5.50;0.00;;0.27;12.11;3.27;0.00;;76.00;0.00
258796;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
258829;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
258863;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
258895;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259027;0.00;5.50;0.00;;0.25;12.11;3.03;0.00;;76.00;0.00
259060;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
259126;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259159;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259225;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259258;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259357;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259489;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259588;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259786;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259852;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259918;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
259984;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
260050;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
260116;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
260248;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
260314;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
260380;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
260413;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
260479;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
260512;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
260578;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
260611;0.00;5.50;0.00;;0.18;12.11;2.18;0.00;;76.00;0.00
260744;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
260908;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
261040;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
261075;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
261108;0.00;5.50;0.00;;0.24;12.11;2.91;0.00;;76.00;0.00
261141;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
261240;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
261273;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
261306;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
261340;0.00;5.50;0.00;;0.21;12.11;2.54;0.00;;76.00;0.00
261372;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
261405;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
261438;0.00;5.50;0.00;;0.22;12.11;2.66;0.00;;76.00;0.00
261471;0.00;5.50;0.00;;0.19;12.11;2.30;0.00;;76.00;0.00
261574;0.00;5.50;0.00;;0.26;12.11;3.15;0.00;;76.00;0.00
261640;0.00;5.50;0.00;;0.20;12.11;2.42;0.00;;76.00;0.00
261741;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
261906;0.00;5.50;0.00;;0.23;12.11;2.79;0.00;;76.00;0.00
261972;0.00;5.45;0.00;;0.32;12.10;3.87;0.00;;76.00;0.00
262005;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
262071;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
262170;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
262236;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
262302;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
262335;0.00;5.50;0.00;;0.25;12.10;3.03;0.00;;76.00;0.00
262368;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
262401;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
262434;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
262470;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
262500;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
262566;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
262599;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
262632;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
262764;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
262797;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
262962;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
263028;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263094;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263160;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263193;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263226;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263259;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
263292;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
263358;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
263424;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
263457;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
263490;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
263556;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
263622;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263655;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263688;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
263721;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
263754;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
263820;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
263952;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
263985;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
264018;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
264054;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
264150;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
264183;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
264719;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
264752;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
264785;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
264818;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
264884;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
264917;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
264950;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
264983;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
265016;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
265049;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
265115;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
265148;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
265181;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
265247;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
265346;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
265413;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
265479;0.00;5.45;0.00;;0.28;12.10;3.39;0.00;;76.00;0.00
265578;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
265611;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
265644;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
265677;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
265743;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
265842;0.00;5.45;0.00;;0.30;12.10;3.63;0.00;;76.00;0.00
265908;0.00;5.45;0.00;;0.30;12.10;3.63;0.00;;76.00;0.00
266238;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
266271;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
266337;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266372;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266375;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266438;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266471;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266504;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266537;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
266570;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
266603;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
266636;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266669;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266702;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
266735;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
266768;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
266801;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
266870;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
266936;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
267002;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
267035;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
267068;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
267101;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
267134;0.00;5.50;0.00;;0.24;12.10;2.90;0.00;;76.00;0.00
267200;0.00;5.45;0.00;;0.31;12.10;3.75;0.00;;76.00;0.00
267299;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
267365;0.00;5.50;0.00;;0.26;12.10;3.15;0.00;;76.00;0.00
267464;0.00;5.45;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
267498;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
267563;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
267596;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
267629;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
267662;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
267761;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
267827;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
267860;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
267994;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
268093;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
268159;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
268192;0.00;5.50;0.00;;0.25;12.10;3.03;0.00;;76.00;0.00
268258;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
268291;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
268324;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
268357;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
268390;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
268423;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
268456;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
268522;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
268555;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
268588;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
268621;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
268654;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
268687;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
268720;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
268753;0.00;5.50;0.00;;0.18;12.10;2.18;0.00;;76.00;0.00
268786;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
268819;0.00;5.50;0.00;;0.21;12.10;2.54;0.00;;76.00;0.00
268885;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
268918;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
268951;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
268984;0.00;5.50;0.00;;0.22;12.10;2.66;0.00;;76.00;0.00
269017;0.00;5.50;0.00;;0.23;12.10;2.78;0.00;;76.00;0.00
269050;0.00;5.50;0.00;;0.25;12.10;3.03;0.00;;76.00;0.00
269083;0.00;5.50;0.00;;0.20;12.10;2.42;0.00;;76.00;0.00
269117;0.00;5.50;0.00;;0.19;12.10;2.30;0.00;;76.00;0.00
269149;0.00;5.50;0.00;;0.27;12.10;3.27;0.00;;76.00;0.00
269215;0.00;5.45;0.00;;0.28;12.09;3.39;0.00;;76.00;0.00
269248;0.00;5.45;0.00;;0.24;12.09;2.90;0.00;;76.00;0.00
269281;0.00;5.45;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
269314;0.00;5.45;0.00;;0.28;12.09;3.39;0.00;;76.00;0.00
269347;0.00;5.45;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
269380;0.00;5.45;0.00;;0.24;12.09;2.90;0.00;;76.00;0.00
269446;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
269479;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
269545;0.00;5.50;0.00;;0.23;12.09;2.78;0.00;;76.00;0.00
269578;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
269611;0.00;5.50;0.00;;0.23;12.09;2.78;0.00;;76.00;0.00
269644;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
269711;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
269743;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
269776;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
269875;0.00;5.50;0.00;;0.23;12.09;2.78;0.00;;76.00;0.00
269941;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
269974;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
270040;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
270073;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
270106;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
270139;0.00;5.50;0.00;;0.26;12.09;3.14;0.00;;76.00;0.00
270172;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
270205;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
270238;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
270271;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
270304;0.00;5.50;0.00;;0.23;12.09;2.78;0.00;;76.00;0.00
270370;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
270436;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
270469;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
270502;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
270634;0.00;5.50;0.00;;0.25;12.09;3.02;0.00;;76.00;0.00
270667;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
270700;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
270733;0.00;5.50;0.00;;0.25;12.09;3.02;0.00;;76.00;0.00
270832;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
270868;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
270967;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
271000;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
271033;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
271066;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
271132;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
271165;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
271297;0.00;5.50;0.00;;0.27;12.09;3.26;0.00;;76.00;0.00
271330;0.00;5.50;0.00;;0.26;12.09;3.14;0.00;;76.00;0.00
271363;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
271462;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
271528;0.00;5.50;0.00;;0.25;12.09;3.02;0.00;;76.00;0.00
271561;0.00;5.50;0.00;;0.23;12.09;2.78;0.00;;76.00;0.00
271594;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
271660;0.00;5.45;0.00;;0.29;12.09;3.51;0.00;;76.00;0.00
271726;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
271792;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
271859;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
271925;0.00;5.50;0.00;;0.26;12.09;3.14;0.00;;76.00;0.00
272156;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
272354;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
272387;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
272420;0.00;5.50;0.00;;0.18;12.09;2.18;0.00;;76.00;0.00
272453;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
272486;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
272519;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
272552;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
272618;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
272651;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
272684;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
272717;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
272750;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
272783;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
272816;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
272849;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
272882;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
272948;0.00;5.50;0.00;;0.24;12.09;2.90;0.00;;76.00;0.00
273014;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
273080;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
273113;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273146;0.00;5.50;0.00;;0.25;12.09;3.02;0.00;;76.00;0.00
273212;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273245;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273311;0.00;5.50;0.00;;0.25;12.09;3.02;0.00;;76.00;0.00
273344;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
273377;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273410;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
273443;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273476;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273509;0.00;5.50;0.00;;0.24;12.09;2.90;0.00;;76.00;0.00
273575;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273674;0.00;5.50;0.00;;0.21;12.09;2.54;0.00;;76.00;0.00
273740;0.00;5.50;0.00;;0.22;12.09;2.66;0.00;;76.00;0.00
273773;0.00;5.50;0.00;;0.20;12.09;2.42;0.00;;76.00;0.00
273806;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273839;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
273872;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
274039;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
274072;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
274105;0.00;5.50;0.00;;0.19;12.09;2.30;0.00;;76.00;0.00
