UniLog;Höhe
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];Temp intern [---]
491,500; 5,120;0,000;0,000;0,000;4,500;2,530;2166,000;17,550
491,750; 5,090;0,000;0,000;0,000;4,200;2,530;1771,200;17,550
492,000; 5,110;0,000;0,000;0,000;3,800;2,530;1801,200;17,550
492,250; 5,140;0,000;0,000;0,000;3,500;2,530;1834,800;17,550
492,500; 5,110;0,000;0,000;0,000;3,700;2,530;1711,200;17,550
492,750; 5,090;0,000;0,000;0,000;3,900;2,530;1594,800;17,550
493,000; 5,100;0,000;0,000;0,000;4,300;2,530;1903,200;17,550
493,250; 5,100;0,000;0,000;0,000;4,900;2,530;1906,800;17,550
493,500; 5,100;0,000;0,000;0,000;5,600;2,530;2019,600;17,550
493,750; 5,080;0,000;0,000;0,000;5,900;2,530;1886,400;17,550
494,000; 5,100;0,000;0,000;0,000;6,100;2,530;1875,600;17,550
494,250; 5,100;0,000;0,000;0,000;6,100;2,530;1904,400;17,550
494,500; 5,120;0,000;0,000;0,000;5,800;2,530;1894,800;17,550
494,750; 5,110;0,000;0,000;0,000;5,400;2,530;1807,200;17,550
495,000; 5,100;0,000;0,000;0,000;5,300;2,530;1832,400;17,550
495,250; 5,080;0,000;0,000;0,000;5,300;2,530;1826,400;17,550
495,500; 5,110;0,000;0,000;0,000;5,300;2,530;1821,600;17,550
495,750; 5,140;0,000;0,000;0,000;5,400;2,530;1849,200;17,550
496,000; 5,120;0,000;0,000;0,000;5,600;2,530;1814,400;17,550
496,250; 5,150;0,000;0,000;0,000;5,800;2,530;1831,200;17,550
496,500; 5,150;0,000;0,000;0,000;6,300;2,530;1820,400;17,550
496,750; 5,150;0,000;0,000;0,000;7,000;2,530;1827,600;17,550
497,000; 5,150;0,000;0,000;0,000;7,700;2,530;1820,400;17,550
497,250; 5,140;0,000;0,000;0,000;8,600;2,530;1819,200;17,550
497,500; 5,140;0,000;0,000;0,000;9,400;2,530;1837,200;17,550
497,750; 5,160;0,000;0,000;0,000;10,200;2,530;1831,200;17,550
498,000; 5,150;0,000;0,000;0,000;10,700;2,530;1828,800;17,550
498,250; 5,160;0,000;0,000;0,000;11,100;2,530;1825,200;17,550
498,500; 5,150;0,000;0,000;0,000;11,600;2,530;1803,600;17,550
498,750; 5,150;0,000;0,000;0,000;12,000;2,530;1802,400;17,550
499,000; 5,130;0,000;0,000;0,000;12,300;2,530;1734,000;17,550
499,250; 5,120;0,000;0,000;0,000;12,600;2,530;1768,800;17,550
499,500; 5,100;0,000;0,000;0,000;12,500;2,530;1677,600;17,550
499,750; 5,100;0,000;0,000;0,000;12,300;2,530;1771,200;17,550
500,000; 5,110;0,000;0,000;0,000;11,900;2,530;1743,600;17,550
500,250; 5,110;0,000;0,000;0,000;11,400;2,530;1806,000;17,550
500,500; 5,130;0,000;0,000;0,000;11,000;2,530;1820,400;17,550
500,750; 5,100;0,000;0,000;0,000;10,900;2,530;1819,200;17,550
501,000; 5,120;0,000;0,000;0,000;10,600;2,530;1855,200;17,550
501,250; 5,130;0,000;0,000;0,000;10,300;2,530;1837,200;17,550
501,500; 5,140;0,000;0,000;0,000;10,000;2,530;1839,600;17,550
501,750; 5,140;0,000;0,000;0,000;9,700;2,530;1887,600;17,550
502,000; 5,100;0,000;0,000;0,000;9,300;2,530;1888,800;17,550
502,250; 5,130;0,000;0,000;0,000;9,200;2,530;1885,200;17,550
502,500; 5,120;0,000;0,000;0,000;9,200;2,530;1809,600;17,550
502,750; 5,110;0,000;0,000;0,000;9,400;2,530;1837,200;17,550
503,000; 5,130;0,000;0,000;0,000;9,800;2,530;1821,600;17,550
503,250; 5,150;0,000;0,000;0,000;10,300;2,530;1808,400;17,550
503,500; 5,130;0,000;0,000;0,000;10,900;2,530;1778,400;17,550
503,750; 5,130;0,000;0,000;0,000;11,600;2,530;1795,200;17,550
504,000; 5,140;0,000;0,000;0,000;12,500;2,530;1785,600;17,550
504,250; 5,130;0,000;0,000;0,000;13,200;2,530;1794,000;17,550
504,500; 5,150;0,000;0,000;0,000;14,000;2,530;1797,600;17,550
504,750; 5,150;0,000;0,000;0,000;14,700;2,530;1779,600;17,550
505,000; 5,150;0,000;0,000;0,000;15,200;2,530;1797,600;17,550
505,250; 5,140;0,000;0,000;0,000;15,600;2,530;1819,200;17,550
505,500; 5,150;0,000;0,000;0,000;15,800;2,530;1814,400;17,550
505,750; 5,150;0,000;0,000;0,000;15,800;2,530;1825,200;17,550
506,000; 5,150;0,000;0,000;0,000;15,700;2,530;1827,600;17,550
506,250; 5,150;0,000;0,000;0,000;15,600;2,530;1831,200;17,550
506,500; 5,110;0,000;0,000;0,000;15,300;2,530;1777,200;17,550
506,750; 5,110;0,000;0,000;0,000;15,100;2,530;1804,800;17,550
507,000; 5,120;0,000;0,000;0,000;14,800;2,530;1792,800;17,550
507,250; 5,120;0,000;0,000;0,000;14,400;2,530;1807,200;17,550
507,500; 5,130;0,000;0,000;0,000;14,100;2,530;1810,800;17,550
507,750; 5,130;0,000;0,000;0,000;13,900;2,530;1824,000;17,550
508,000; 5,130;0,000;0,000;0,000;13,700;2,530;1802,400;17,550
508,250; 5,120;0,000;0,000;0,000;13,600;2,530;1812,000;17,550
508,500; 5,120;0,000;0,000;0,000;13,600;2,530;1803,600;17,550
508,750; 5,150;0,000;0,000;0,000;13,700;2,530;1801,200;17,550
509,000; 5,140;0,000;0,000;0,000;14,000;2,530;1782,000;17,550
509,250; 5,130;0,000;0,000;0,000;14,400;2,530;1801,200;17,550
509,500; 5,150;0,000;0,000;0,000;14,800;2,530;1795,200;17,550
509,750; 5,150;0,000;0,000;0,000;15,300;2,530;1804,800;17,550
510,000; 5,150;0,000;0,000;0,000;15,700;2,530;1801,200;17,550
510,250; 5,130;0,000;0,000;0,000;16,200;2,530;1788,000;17,550
510,500; 5,130;0,000;0,000;0,000;16,600;2,530;1785,600;17,550
510,750; 5,110;0,000;0,000;0,000;16,900;2,530;1802,400;17,550
511,000; 5,120;0,000;0,000;0,000;17,300;2,530;1791,600;17,550
511,250; 5,110;0,000;0,000;0,000;17,700;2,530;1822,800;17,550
511,500; 5,100;0,000;0,000;0,000;18,100;2,530;1807,200;17,550
511,750; 5,120;0,000;0,000;0,000;18,500;2,530;1810,800;17,550
512,000; 5,130;0,000;0,000;0,000;18,900;2,530;1813,200;17,550
512,250; 5,130;0,000;0,000;0,000;19,300;2,530;1822,800;17,550
512,500; 5,120;0,000;0,000;0,000;19,700;2,530;1818,000;17,550
512,750; 5,110;0,000;0,000;0,000;20,100;2,530;1857,600;17,550
513,000; 5,120;0,000;0,000;0,000;20,700;2,530;1836,000;17,550
513,250; 5,110;0,000;0,000;0,000;21,000;2,530;1845,600;17,550
513,500; 5,120;0,000;0,000;0,000;21,200;2,530;1867,200;17,550
513,750; 5,110;0,000;0,000;0,000;21,400;2,530;1868,400;17,550
514,000; 5,130;0,000;0,000;0,000;21,200;2,530;1848,000;17,550
514,250; 5,140;0,000;0,000;0,000;20,900;2,530;1881,600;17,550
514,500; 5,110;0,000;0,000;0,000;20,500;2,530;1892,400;17,550
514,750; 5,120;0,000;0,000;0,000;20,100;2,530;1904,400;17,550
515,000; 5,130;0,000;0,000;0,000;19,600;2,530;1897,200;17,550
515,250; 5,150;0,000;0,000;0,000;19,000;2,530;1900,800;17,550
515,500; 5,160;0,000;0,000;0,000;18,300;2,530;1898,400;17,550
515,750; 5,150;0,000;0,000;0,000;17,800;2,530;1902,000;17,550
516,000; 5,130;0,000;0,000;0,000;17,500;2,530;1886,400;17,550
516,250; 5,080;0,000;0,000;0,000;17,100;2,530;1792,800;17,550
516,500; 5,120;0,000;0,000;0,000;17,100;2,530;1789,200;17,550
516,750; 5,130;0,000;0,000;0,000;17,100;2,530;1795,200;17,550
517,000; 5,150;0,000;0,000;0,000;17,100;2,530;1784,400;17,550
517,250; 5,150;0,000;0,000;0,000;17,200;2,530;1794,000;17,550
517,500; 5,150;0,000;0,000;0,000;17,500;2,530;1796,400;17,680
517,750; 5,140;0,000;0,000;0,000;17,800;2,530;1797,600;17,680
518,000; 5,150;0,000;0,000;0,000;18,200;2,530;1797,600;17,680
518,250; 5,150;0,000;0,000;0,000;18,600;2,530;1784,400;17,680
518,500; 5,140;0,000;0,000;0,000;19,000;2,530;1807,200;17,680
518,750; 5,130;0,000;0,000;0,000;19,200;2,530;1783,200;17,680
519,000; 5,120;0,000;0,000;0,000;19,400;2,530;1768,800;17,680
519,250; 5,110;0,000;0,000;0,000;19,400;2,530;1747,200;17,680
519,500; 5,130;0,000;0,000;0,000;19,500;2,530;1749,600;17,680
519,750; 5,130;0,000;0,000;0,000;19,600;2,530;1771,200;17,680
520,000; 5,120;0,000;0,000;0,000;19,600;2,530;1737,600;17,680
520,250; 5,120;0,000;0,000;0,000;19,500;2,530;1765,200;17,680
520,500; 5,110;0,000;0,000;0,000;19,500;2,530;1746,000;17,680
520,750; 5,120;0,000;0,000;0,000;19,400;2,530;1814,400;17,680
521,000; 5,130;0,000;0,000;0,000;19,300;2,530;1806,000;17,680
521,250; 5,130;0,000;0,000;0,000;19,600;2,530;1818,000;17,680
521,500; 5,150;0,000;0,000;0,000;19,900;2,530;1813,200;17,680
521,750; 5,150;0,000;0,000;0,000;20,200;2,530;1796,400;17,680
522,000; 5,140;0,000;0,000;0,000;20,500;2,530;1851,600;17,680
522,250; 5,130;0,000;0,000;0,000;20,800;2,530;1850,400;17,680
522,500; 5,150;0,000;0,000;0,000;21,100;2,530;1845,600;17,680
522,750; 5,140;0,000;0,000;0,000;21,300;2,530;1851,600;17,680
523,000; 5,140;0,000;0,000;0,000;21,600;2,530;1839,600;17,680
523,250; 5,140;0,000;0,000;0,000;22,000;2,530;1839,600;17,680
523,500; 5,150;0,000;0,000;0,000;22,500;2,530;1845,600;17,680
523,750; 5,150;0,000;0,000;0,000;23,100;2,530;1846,800;17,680
524,000; 5,150;0,000;0,000;0,000;23,700;2,530;1849,200;17,680
524,250; 5,150;0,000;0,000;0,000;24,200;2,530;1845,600;17,680
524,500; 5,120;0,000;0,000;0,000;24,800;2,530;1820,400;17,680
524,750; 5,110;0,000;0,000;0,000;25,500;2,530;1816,800;17,680
525,000; 5,100;0,000;0,000;0,000;26,000;2,530;1818,000;17,680
525,250; 5,100;0,000;0,000;0,000;26,400;2,530;1813,200;17,680
525,500; 5,110;0,000;0,000;0,000;26,800;2,530;1826,400;17,680
525,750; 5,100;0,000;0,000;0,000;27,200;2,530;1777,200;17,680
526,000; 5,130;0,000;0,000;0,000;27,600;2,530;1801,200;17,680
526,250; 5,120;0,000;0,000;0,000;28,100;2,530;1779,600;17,680
526,500; 5,100;0,000;0,000;0,000;29,000;2,530;1806,000;17,680
526,750; 5,110;0,000;0,000;0,000;29,700;2,530;1807,200;17,680
527,000; 5,140;0,000;0,000;0,000;30,200;2,530;1801,200;17,680
527,250; 5,140;0,000;0,000;0,000;30,700;2,530;1795,200;17,680
527,500; 5,140;0,000;0,000;0,000;31,000;2,530;1797,600;17,680
527,750; 5,120;0,000;0,000;0,000;31,200;2,530;1768,800;17,680
528,000; 5,120;0,000;0,000;0,000;31,700;2,530;1772,400;17,680
528,250; 5,120;0,000;0,000;0,000;32,400;2,530;1786,800;17,680
528,500; 5,100;0,000;0,000;0,000;32,800;2,530;1766,400;17,680
528,750; 5,120;0,000;0,000;0,000;32,900;2,530;1770,000;17,680
529,000; 5,100;0,000;0,000;0,000;32,700;2,530;1770,000;17,680
529,250; 5,120;0,000;0,000;0,000;32,200;2,530;1746,000;17,680
529,500; 5,090;0,000;0,000;0,000;31,300;2,530;1738,800;17,680
529,750; 5,130;0,000;0,000;0,000;30,500;2,530;1742,400;17,680
530,000; 5,140;0,000;0,000;0,000;29,800;2,530;1746,000;17,680
530,250; 5,120;0,000;0,000;0,000;29,000;2,530;1767,600;17,680
530,500; 5,110;0,000;0,000;0,000;27,900;2,530;1765,200;17,680
530,750; 5,120;0,000;0,000;0,000;26,700;2,530;1771,200;17,680
531,000; 5,130;0,000;0,000;0,000;25,300;2,530;1816,800;17,680
531,250; 5,120;0,000;0,000;0,000;24,000;2,530;1797,600;17,680
531,500; 5,110;0,000;0,000;0,000;22,800;2,530;1794,000;17,680
531,750; 5,100;0,000;0,000;0,000;21,900;2,530;1802,400;17,680
532,000; 5,130;0,000;0,000;0,000;21,300;2,530;1812,000;17,680
532,250; 5,130;0,000;0,000;0,000;21,000;2,530;1772,400;17,680
532,500; 5,130;0,000;0,000;0,000;21,000;2,530;1771,200;17,680
532,750; 5,120;0,000;0,000;0,000;21,300;2,530;1788,000;17,680
533,000; 5,110;0,000;0,000;0,000;21,800;2,530;1766,400;17,680
533,250; 5,110;0,000;0,000;0,000;22,500;2,530;1815,600;17,680
533,500; 5,130;0,000;0,000;0,000;23,300;2,530;1834,800;17,680
533,750; 5,130;0,000;0,000;0,000;23,900;2,530;1834,800;17,680
534,000; 5,140;0,000;0,000;0,000;24,500;2,530;1846,800;17,680
534,250; 5,140;0,000;0,000;0,000;24,900;2,530;1848,000;17,680
534,500; 5,150;0,000;0,000;0,000;25,400;2,530;1854,000;17,680
534,750; 5,120;0,000;0,000;0,000;25,800;2,530;1878,000;17,680
535,000; 5,140;0,000;0,000;0,000;26,100;2,530;1868,400;17,680
535,250; 5,150;0,000;0,000;0,000;26,200;2,530;1870,800;17,680
