UniLog;Höhe
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];Temp intern [---]
846,750; 5,100;0,000;0,000;0,000;48,900;2,530;1844,400;17,940
847,000; 5,100;0,000;0,000;0,000;49,400;2,530;1845,600;17,940
847,250; 5,110;0,000;0,000;0,000;50,000;2,530;1858,800;17,940
847,500; 5,100;0,000;0,000;0,000;50,700;2,530;1866,000;17,940
847,750; 5,100;0,000;0,000;0,000;51,400;2,530;1849,200;17,940
848,000; 5,100;0,000;0,000;0,000;52,100;2,530;1866,000;17,940
848,250; 5,090;0,000;0,000;0,000;52,900;2,530;1884,000;17,940
848,500; 5,090;0,000;0,000;0,000;53,500;2,530;1855,200;17,940
848,750; 5,100;0,000;0,000;0,000;54,100;2,530;1882,800;17,940
849,000; 5,110;0,000;0,000;0,000;54,600;3,630;1872,000;17,940
849,250; 5,100;0,000;0,000;0,000;55,100;2,530;1891,200;17,940
849,500; 5,110;0,000;0,000;0,000;55,300;2,530;1887,600;17,940
849,750; 5,120;0,000;0,000;0,000;55,500;2,530;1892,400;17,940
850,000; 5,120;0,000;0,000;0,000;55,700;2,530;1894,800;17,940
850,250; 5,100;0,000;0,000;0,000;55,800;2,530;1903,200;17,940
850,500; 5,100;0,000;0,000;0,000;55,900;2,530;1893,600;17,940
850,750; 5,100;0,000;0,000;0,000;56,000;2,530;1908,000;17,940
851,000; 5,090;0,000;0,000;0,000;56,100;2,530;1915,200;17,940
851,250; 5,100;0,000;0,000;0,000;56,100;2,530;1911,600;17,940
851,500; 5,090;0,000;0,000;0,000;56,100;2,530;1916,400;17,940
851,750; 5,090;0,000;0,000;0,000;56,200;2,530;1890,000;17,940
852,000; 5,070;0,000;0,000;0,000;56,200;2,530;1869,600;17,940
852,250; 5,100;0,000;0,000;0,000;56,200;2,530;1874,400;17,940
852,500; 5,090;0,000;0,000;0,000;56,200;2,530;1875,600;17,940
852,750; 5,100;0,000;0,000;0,000;56,300;2,530;1868,400;17,940
853,000; 5,090;0,000;0,000;0,000;56,300;2,530;1851,600;17,940
853,250; 5,080;0,000;0,000;0,000;56,300;2,530;1863,600;17,940
853,500; 5,060;0,000;0,000;0,000;56,500;2,530;1874,400;17,940
853,750; 5,080;0,000;0,000;0,000;56,700;2,530;1836,000;17,940
854,000; 5,080;0,000;0,000;0,000;56,900;2,530;1856,400;17,940
854,250; 5,080;0,000;0,000;0,000;57,300;3,630;1808,400;17,940
854,500; 5,020;0,000;0,000;0,000;57,800;2,530;1831,200;17,940
854,750; 5,050;0,000;0,000;0,000;58,200;2,530;1794,000;17,940
855,000; 5,070;0,000;0,000;0,000;58,800;2,530;1807,200;17,940
855,250; 5,090;0,000;0,000;0,000;59,500;3,630;1802,400;17,940
855,500; 5,100;0,000;0,000;0,000;60,300;3,630;1803,600;17,940
855,750; 5,100;0,000;0,000;0,000;61,200;2,530;1798,800;17,940
856,000; 5,100;0,000;0,000;0,000;62,100;2,530;1808,400;17,940
856,250; 5,100;0,000;0,000;0,000;62,900;2,530;1795,200;17,940
856,500; 5,100;0,000;0,000;0,000;63,500;2,530;1807,200;17,940
856,750; 5,090;0,000;0,000;0,000;63,900;2,530;1796,400;17,940
857,000; 5,090;0,000;0,000;0,000;64,100;2,530;1810,800;17,940
857,250; 5,080;0,000;0,000;0,000;64,200;2,530;1802,400;17,940
857,500; 5,090;0,000;0,000;0,000;64,200;2,530;1809,600;17,940
857,750; 5,090;0,000;0,000;0,000;64,200;2,530;1801,200;17,940
858,000; 5,090;0,000;0,000;0,000;64,200;2,530;1808,400;17,940
858,250; 5,090;0,000;0,000;0,000;64,200;2,530;1785,600;17,940
858,500; 5,100;0,000;0,000;0,000;64,200;3,630;1790,400;17,940
858,750; 5,090;0,000;0,000;0,000;64,100;2,530;1779,600;17,940
859,000; 5,050;0,000;0,000;0,000;64,000;2,530;1814,400;17,940
859,250; 5,050;0,000;0,000;0,000;63,500;2,530;1800,000;17,940
859,500; 5,060;0,000;0,000;0,000;62,800;2,530;1814,400;17,940
859,750; 5,060;0,000;0,000;0,000;61,900;2,530;1804,800;17,940
860,000; 5,080;0,000;0,000;0,000;61,400;2,530;1782,000;17,940
860,250; 5,060;0,000;0,000;0,000;61,400;2,530;1772,400;17,940
860,500; 5,070;0,000;0,000;0,000;61,800;2,530;1795,200;17,940
860,750; 5,090;0,000;0,000;0,000;62,100;2,530;1819,200;17,940
861,000; 5,100;0,000;0,000;0,000;62,300;3,630;1818,000;17,940
861,250; 5,090;0,000;0,000;0,000;62,200;2,530;1828,800;17,940
861,500; 5,070;0,000;0,000;0,000;61,500;2,530;1820,400;17,940
861,750; 5,070;0,000;0,000;0,000;61,000;2,530;1822,800;17,940
862,000; 5,090;0,000;0,000;0,000;60,700;2,530;1810,800;17,940
862,250; 5,090;0,000;0,000;0,000;60,900;2,530;1808,400;17,940
862,500; 5,100;0,000;0,000;0,000;61,400;2,530;1803,600;17,940
862,750; 5,100;0,000;0,000;0,000;61,700;3,630;1798,800;17,940
863,000; 5,090;0,000;0,000;0,000;61,700;2,530;1785,600;17,940
863,250; 5,080;0,000;0,000;0,000;61,700;2,530;1795,200;17,940
863,500; 5,090;0,000;0,000;0,000;61,300;3,630;1792,800;17,940
863,750; 5,090;0,000;0,000;0,000;60,800;2,530;1759,200;17,940
864,000; 5,090;0,000;0,000;0,000;60,500;2,530;1743,600;17,940
864,250; 5,100;0,000;0,000;0,000;60,200;2,530;1740,000;17,940
864,500; 5,110;0,000;0,000;0,000;59,900;2,530;1741,200;17,940
864,750; 5,100;0,000;0,000;0,000;59,400;2,530;1720,800;17,940
865,000; 5,090;0,000;0,000;0,000;58,700;2,530;1766,400;17,940
865,250; 5,070;0,000;0,000;0,000;58,000;2,530;1809,600;17,940
865,500; 5,110;0,000;0,000;0,000;57,300;2,530;1806,000;17,940
865,750; 5,090;0,000;0,000;0,000;56,500;2,530;1821,600;17,940
866,000; 5,090;0,000;0,000;0,000;55,900;2,530;1843,200;17,940
866,250; 5,090;0,000;0,000;0,000;55,800;3,630;1832,400;17,940
866,500; 5,090;0,000;0,000;0,000;55,700;2,530;1820,400;17,940
866,750; 5,070;0,000;0,000;0,000;55,800;2,530;1846,800;17,940
867,000; 5,090;0,000;0,000;0,000;56,100;2,530;1804,800;17,940
867,250; 5,070;0,000;0,000;0,000;56,600;2,530;1798,800;17,940
867,500; 5,080;0,000;0,000;0,000;56,900;2,530;1794,000;17,940
867,750; 5,080;0,000;0,000;0,000;57,300;2,530;1782,000;17,940
868,000; 5,090;0,000;0,000;0,000;57,900;2,530;1795,200;17,940
868,250; 5,100;0,000;0,000;0,000;58,600;2,530;1812,000;17,940
868,500; 5,100;0,000;0,000;0,000;59,200;2,530;1810,800;17,940
868,750; 5,100;0,000;0,000;0,000;59,700;3,630;1807,200;17,940
869,000; 5,110;0,000;0,000;0,000;60,300;3,630;1789,200;17,940
869,250; 5,100;0,000;0,000;0,000;60,800;2,530;1785,600;17,940
869,500; 5,080;0,000;0,000;0,000;61,400;2,530;1831,200;17,940
869,750; 5,050;0,000;0,000;0,000;62,000;2,530;1862,400;17,940
870,000; 5,070;0,000;0,000;0,000;62,700;2,530;1897,200;17,940
870,250; 5,070;0,000;0,000;0,000;63,300;3,630;1887,600;17,940
870,500; 5,090;0,000;0,000;0,000;63,900;2,530;1876,800;17,940
870,750; 5,100;0,000;0,000;0,000;64,400;2,530;1899,600;17,940
871,000; 5,100;0,000;0,000;0,000;64,900;2,530;1862,400;17,940
871,250; 5,100;0,000;0,000;0,000;65,200;2,530;1882,800;17,940
871,500; 5,110;0,000;0,000;0,000;65,600;3,630;1878,000;17,940
871,750; 5,110;0,000;0,000;0,000;65,900;2,530;1880,400;17,940
872,000; 5,110;0,000;0,000;0,000;66,100;2,530;1876,800;17,940
872,250; 5,090;0,000;0,000;0,000;66,100;2,530;1854,000;17,940
872,500; 5,100;0,000;0,000;0,000;66,100;2,530;1874,400;17,940
872,750; 5,100;0,000;0,000;0,000;66,000;2,530;1879,200;17,940
873,000; 5,100;0,000;0,000;0,000;65,800;2,530;1875,600;17,940
873,250; 5,070;0,000;0,000;0,000;65,500;2,530;1872,000;17,940
873,500; 5,090;0,000;0,000;0,000;65,200;2,530;1878,000;17,940
873,750; 5,090;0,000;0,000;0,000;64,800;2,530;1894,800;17,940
874,000; 5,110;0,000;0,000;0,000;64,500;2,530;1896,000;17,940
874,250; 5,100;0,000;0,000;0,000;64,200;2,530;1894,800;17,940
874,500; 5,090;0,000;0,000;0,000;63,800;2,530;1886,400;17,940
874,750; 5,080;0,000;0,000;0,000;63,700;2,530;1902,000;17,940
875,000; 5,090;0,000;0,000;0,000;63,400;2,530;1894,800;17,940
875,250; 5,110;0,000;0,000;0,000;63,100;3,630;1892,400;17,940
875,500; 5,100;0,000;0,000;0,000;62,900;3,630;1886,400;17,940
875,750; 5,090;0,000;0,000;0,000;62,700;2,530;1899,600;17,940
876,000; 5,090;0,000;0,000;0,000;62,500;2,530;1906,800;17,940
876,250; 5,080;0,000;0,000;0,000;62,400;2,530;1903,200;17,940
876,500; 5,080;0,000;0,000;0,000;62,300;2,530;1922,400;17,940
876,750; 5,080;0,000;0,000;0,000;62,200;3,630;1918,800;17,940
877,000; 5,090;0,000;0,000;0,000;62,100;2,530;1918,800;17,940
877,250; 5,090;0,000;0,000;0,000;62,100;2,530;1914,000;17,940
877,500; 5,080;0,000;0,000;0,000;62,100;2,530;1921,200;17,940
877,750; 5,070;0,000;0,000;0,000;62,300;2,530;1923,600;17,940
878,000; 5,070;0,000;0,000;0,000;62,500;2,530;1900,800;17,940
878,250; 5,050;0,000;0,000;0,000;62,800;2,530;1869,600;17,940
878,500; 5,070;0,000;0,000;0,000;63,200;2,530;1851,600;17,940
878,750; 5,070;0,000;0,000;0,000;63,700;2,530;1869,600;17,940
879,000; 5,070;0,000;0,000;0,000;64,200;2,530;1864,800;17,940
879,250; 5,080;0,000;0,000;0,000;64,700;2,530;1822,800;17,940
879,500; 5,060;0,000;0,000;0,000;65,300;2,530;1881,600;17,940
879,750; 5,090;0,000;0,000;0,000;65,700;2,530;1879,200;17,940
880,000; 5,080;0,000;0,000;0,000;65,900;2,530;1886,400;17,940
880,250; 5,090;0,000;0,000;0,000;65,800;2,530;1884,000;17,940
880,500; 5,100;0,000;0,000;0,000;65,500;2,530;1881,600;17,940
880,750; 5,090;0,000;0,000;0,000;64,800;2,530;1886,400;17,940
881,000; 5,070;0,000;0,000;0,000;63,800;2,530;1887,600;17,940
881,250; 5,070;0,000;0,000;0,000;63,000;2,530;1886,400;17,940
881,500; 5,070;0,000;0,000;0,000;61,800;2,530;1880,400;17,940
881,750; 5,070;0,000;0,000;0,000;60,700;2,530;1878,000;17,940
882,000; 5,100;0,000;0,000;0,000;59,500;2,530;1879,200;17,940
882,250; 5,100;0,000;0,000;0,000;58,400;2,530;1873,200;17,940
882,500; 5,110;0,000;0,000;0,000;57,000;2,530;1862,400;17,940
882,750; 5,100;0,000;0,000;0,000;55,700;2,530;1869,600;17,940
883,000; 5,090;0,000;0,000;0,000;54,200;2,530;1868,400;17,940
883,250; 5,080;0,000;0,000;0,000;52,600;2,530;1849,200;17,940
883,500; 5,090;0,000;0,000;0,000;50,700;2,530;1834,800;17,940
883,750; 5,080;0,000;0,000;0,000;48,600;2,530;1837,200;17,940
884,000; 5,100;0,000;0,000;0,000;46,300;2,530;1839,600;17,940
884,250; 5,100;0,000;0,000;0,000;44,000;2,530;1842,000;17,940
884,500; 5,100;0,000;0,000;0,000;41,700;2,530;1836,000;17,940
884,750; 5,090;0,000;0,000;0,000;39,500;2,530;1852,800;17,940
885,000; 5,080;0,000;0,000;0,000;37,000;2,530;1848,000;17,940
885,250; 5,090;0,000;0,000;0,000;34,700;3,630;1855,200;17,940
885,500; 5,100;0,000;0,000;0,000;32,700;2,530;1848,000;17,940
885,750; 5,080;0,000;0,000;0,000;30,900;2,530;1854,000;17,940
886,000; 5,070;0,000;0,000;0,000;29,400;2,530;1845,600;17,940
886,250; 5,050;0,000;0,000;0,000;28,600;2,530;1851,600;17,940
886,500; 5,080;0,000;0,000;0,000;28,100;2,530;1828,800;17,940
886,750; 5,050;0,000;0,000;0,000;28,100;2,530;1785,600;17,940
887,000; 5,070;0,000;0,000;0,000;28,900;2,530;1831,200;17,940
887,250; 5,070;0,000;0,000;0,000;30,300;2,530;1849,200;17,940
887,500; 5,050;0,000;0,000;0,000;32,100;2,530;1872,000;17,940
887,750; 5,070;0,000;0,000;0,000;34,200;2,530;1885,200;17,940
888,000; 5,070;0,000;0,000;0,000;36,300;2,530;1898,400;17,940
888,250; 5,060;0,000;0,000;0,000;38,100;2,530;1909,200;17,940
888,500; 5,060;0,000;0,000;0,000;39,400;2,530;1939,200;17,940
888,750; 5,060;0,000;0,000;0,000;40,100;2,530;2001,600;17,940
889,000; 5,050;0,000;0,000;0,000;40,200;2,530;2049,600;17,940
889,250; 5,090;0,000;0,000;0,000;39,400;2,530;2049,600;17,940
889,500; 5,100;0,000;0,000;0,000;38,100;2,530;2049,600;17,940
889,750; 5,110;0,000;0,000;0,000;36,400;2,530;2048,400;17,940
890,000; 5,090;0,000;0,000;0,000;34,600;2,530;1818,000;17,940
890,250; 5,050;0,000;0,000;0,000;32,800;2,530;1872,000;17,940
890,500; 5,080;0,000;0,000;0,000;31,400;2,530;1904,400;17,940
890,750; 5,080;0,000;0,000;0,000;30,100;2,530;1886,400;17,940
891,000; 5,080;0,000;0,000;0,000;29,200;2,530;1880,400;17,940
891,250; 5,080;0,000;0,000;0,000;28,400;3,630;1884,000;17,940
891,500; 5,090;0,000;0,000;0,000;27,800;2,530;1878,000;17,940
891,750; 5,070;0,000;0,000;0,000;27,500;2,530;1882,800;17,940
892,000; 5,050;0,000;0,000;0,000;27,600;2,530;1862,400;17,940
892,250; 5,060;0,000;0,000;0,000;27,700;2,530;1849,200;17,940
892,500; 5,060;0,000;0,000;0,000;28,100;2,530;1818,000;17,940
892,750; 5,100;0,000;0,000;0,000;28,900;2,530;1816,800;17,940
893,000; 5,100;0,000;0,000;0,000;29,900;2,530;1820,400;17,940
893,250; 5,100;0,000;0,000;0,000;30,800;2,530;1815,600;17,940
893,500; 5,100;0,000;0,000;0,000;32,000;2,530;1820,400;17,940
893,750; 5,090;0,000;0,000;0,000;33,200;2,530;1849,200;17,940
894,000; 5,070;0,000;0,000;0,000;34,300;2,530;1854,000;17,940
894,250; 5,090;0,000;0,000;0,000;35,300;2,530;1872,000;17,940
894,500; 5,100;0,000;0,000;0,000;36,300;2,530;1848,000;17,940
894,750; 5,090;0,000;0,000;0,000;37,200;2,530;1878,000;17,940
895,000; 5,090;0,000;0,000;0,000;38,100;2,530;1896,000;17,940
895,250; 5,090;0,000;0,000;0,000;38,900;2,530;1933,200;17,940
895,500; 5,090;0,000;0,000;0,000;39,700;2,530;1928,400;17,940
895,750; 5,090;0,000;0,000;0,000;40,300;2,530;1933,200;17,940
896,000; 5,090;0,000;0,000;0,000;40,900;2,530;1933,200;17,940
896,250; 5,100;0,000;0,000;0,000;41,500;2,530;1934,400;17,940
896,500; 5,090;0,000;0,000;0,000;42,000;2,530;1938,000;17,940
896,750; 5,100;0,000;0,000;0,000;42,600;2,530;1938,000;17,940
897,000; 5,090;0,000;0,000;0,000;43,000;2,530;1933,200;17,940
897,250; 5,080;0,000;0,000;0,000;43,400;2,530;1891,200;17,940
897,500; 5,040;0,000;0,000;0,000;43,700;2,530;1869,600;17,940
897,750; 5,080;0,000;0,000;0,000;43,800;2,530;1869,600;17,940
898,000; 5,110;0,000;0,000;0,000;43,900;2,530;1869,600;17,940
898,250; 5,110;0,000;0,000;0,000;43,900;3,630;1878,000;17,940
898,500; 5,110;0,000;0,000;0,000;43,800;3,630;1856,400;17,940
898,750; 5,100;0,000;0,000;0,000;43,700;2,530;1868,400;17,940
899,000; 5,090;0,000;0,000;0,000;43,400;2,530;1876,800;17,940
899,250; 5,080;0,000;0,000;0,000;43,100;2,530;1856,400;17,940
899,500; 5,090;0,000;0,000;0,000;42,700;2,530;1868,400;17,940
899,750; 5,100;0,000;0,000;0,000;42,200;2,530;1849,200;17,940
900,000; 5,100;0,000;0,000;0,000;41,800;2,530;1845,600;17,940
900,250; 5,110;0,000;0,000;0,000;41,600;2,530;1848,000;17,940
900,500; 5,110;0,000;0,000;0,000;41,500;2,530;1867,200;17,940
900,750; 5,090;0,000;0,000;0,000;41,500;2,530;1849,200;17,940
901,000; 5,100;0,000;0,000;0,000;41,600;2,530;1854,000;17,940
901,250; 5,090;0,000;0,000;0,000;41,700;2,530;1822,800;17,940
901,500; 5,110;0,000;0,000;0,000;41,800;2,530;1836,000;17,940
901,750; 5,100;0,000;0,000;0,000;42,000;2,530;1857,600;17,940
902,000; 5,050;0,000;0,000;0,000;42,400;2,530;1858,800;17,940
902,250; 5,060;0,000;0,000;0,000;42,800;2,530;1884,000;17,940
902,500; 5,070;0,000;0,000;0,000;43,300;2,530;1885,200;17,940
902,750; 5,080;0,000;0,000;0,000;43,700;2,530;1890,000;17,940
903,000; 5,070;0,000;0,000;0,000;44,000;2,530;1874,400;17,940
903,250; 5,060;0,000;0,000;0,000;44,400;2,530;1881,600;17,940
903,500; 5,050;0,000;0,000;0,000;44,900;2,530;1873,200;17,940
903,750; 5,090;0,000;0,000;0,000;45,400;2,530;1880,400;17,940
904,000; 5,090;0,000;0,000;0,000;45,500;2,530;1869,600;17,940
904,250; 5,060;0,000;0,000;0,000;45,400;3,630;1845,600;17,940
904,500; 5,030;0,000;0,000;0,000;45,100;3,630;1864,800;17,940
904,750; 5,060;0,000;0,000;0,000;44,600;2,530;1837,200;17,940
905,000; 5,050;0,000;0,000;0,000;44,000;2,530;1902,000;17,940
905,250; 5,050;0,000;0,000;0,000;43,900;2,530;1876,800;17,940
905,500; 5,070;0,000;0,000;0,000;44,300;2,530;1896,000;17,940
905,750; 5,070;0,000;0,000;0,000;44,600;3,630;1905,600;17,940
906,000; 5,050;0,000;0,000;0,000;44,400;2,530;1890,000;17,940
906,250; 5,060;0,000;0,000;0,000;44,300;2,530;1881,600;17,940
906,500; 5,070;0,000;0,000;0,000;44,000;3,630;1918,800;17,940
906,750; 5,050;0,000;0,000;0,000;43,300;2,530;1924,800;17,940
907,000; 5,040;0,000;0,000;0,000;42,800;2,530;1940,400;17,940
907,250; 5,070;0,000;0,000;0,000;42,400;3,630;1959,600;17,940
907,500; 5,050;0,000;0,000;0,000;41,800;2,530;2000,400;17,940
907,750; 5,060;0,000;0,000;0,000;41,200;2,530;2002,800;17,940
908,000; 5,070;0,000;0,000;0,000;40,200;2,530;1993,200;17,940
908,250; 5,090;0,000;0,000;0,000;38,900;2,530;1998,000;17,940
908,500; 5,100;0,000;0,000;0,000;37,600;2,530;2022,000;17,940
908,750; 5,090;0,000;0,000;0,000;36,000;2,530;1993,200;17,940
909,000; 5,080;0,000;0,000;0,000;34,300;2,530;1948,800;17,940
909,250; 5,080;0,000;0,000;0,000;32,600;2,530;1944,000;17,940
909,500; 5,050;0,000;0,000;0,000;31,000;2,530;1857,600;17,940
909,750; 5,070;0,000;0,000;0,000;29,500;2,530;1863,600;17,940
910,000; 5,070;0,000;0,000;0,000;28,000;2,530;1869,600;17,940
910,250; 5,090;0,000;0,000;0,000;26,300;2,530;1869,600;17,940
910,500; 5,070;0,000;0,000;0,000;24,500;2,530;1902,000;17,940
910,750; 5,090;0,000;0,000;0,000;22,700;2,530;1903,200;17,940
911,000; 5,090;0,000;0,000;0,000;21,000;2,530;1904,400;17,940
911,250; 5,080;0,000;0,000;0,000;19,400;2,530;1900,800;17,940
911,500; 5,080;0,000;0,000;0,000;18,000;2,530;1863,600;17,940
911,750; 5,070;0,000;0,000;0,000;17,000;2,530;1869,600;17,940
912,000; 5,080;0,000;0,000;0,000;16,400;2,530;1870,800;17,940
912,250; 5,100;0,000;0,000;0,000;15,900;2,530;1892,400;17,940
912,500; 5,070;0,000;0,000;0,000;15,900;2,530;1845,600;17,940
912,750; 5,030;0,000;0,000;0,000;16,000;2,530;1838,400;17,940
913,000; 5,080;0,000;0,000;0,000;16,300;2,530;1845,600;17,940
913,250; 5,100;0,000;0,000;0,000;16,900;2,530;1862,400;17,940
913,500; 5,100;0,000;0,000;0,000;17,700;2,530;1850,400;17,940
913,750; 5,090;0,000;0,000;0,000;18,600;2,530;1869,600;17,940
914,000; 5,100;0,000;0,000;0,000;19,700;2,530;1855,200;17,940
914,250; 5,100;0,000;0,000;0,000;20,900;2,530;1863,600;17,940
914,500; 5,090;0,000;0,000;0,000;22,200;3,630;1873,200;17,940
914,750; 5,090;0,000;0,000;0,000;23,500;2,530;1864,800;17,940
915,000; 5,080;0,000;0,000;0,000;24,900;2,530;1869,600;17,940
915,250; 5,090;0,000;0,000;0,000;26,400;2,530;1867,200;17,940
915,500; 5,080;0,000;0,000;0,000;27,900;2,530;1867,200;17,940
915,750; 5,080;0,000;0,000;0,000;29,200;3,630;1839,600;17,940
916,000; 5,100;0,000;0,000;0,000;30,300;2,530;1837,200;17,940
916,250; 5,100;0,000;0,000;0,000;31,200;2,530;1842,000;17,940
916,500; 5,110;0,000;0,000;0,000;32,000;2,530;1840,800;17,940
916,750; 5,110;0,000;0,000;0,000;32,500;2,530;1848,000;17,940
917,000; 5,080;0,000;0,000;0,000;32,800;2,530;1840,800;17,940
917,250; 5,100;0,000;0,000;0,000;32,900;2,530;1864,800;17,940
917,500; 5,090;0,000;0,000;0,000;33,000;2,530;1852,800;17,940
917,750; 5,090;0,000;0,000;0,000;33,000;2,530;1881,600;17,940
918,000; 5,090;0,000;0,000;0,000;33,000;2,530;1862,400;17,940
918,250; 5,090;0,000;0,000;0,000;33,100;2,530;1876,800;17,940
918,500; 5,100;0,000;0,000;0,000;33,100;2,530;1882,800;17,940
918,750; 5,080;0,000;0,000;0,000;33,100;2,530;1869,600;17,940
919,000; 5,110;0,000;0,000;0,000;33,100;2,530;1881,600;17,940
919,250; 5,070;0,000;0,000;0,000;33,100;2,530;1896,000;17,940
919,500; 5,060;0,000;0,000;0,000;33,000;2,530;1905,600;17,940
919,750; 5,080;0,000;0,000;0,000;32,900;2,530;1896,000;17,940
920,000; 5,100;0,000;0,000;0,000;32,600;2,530;1904,400;17,940
920,250; 5,090;0,000;0,000;0,000;32,200;2,530;1855,200;17,940
920,500; 5,090;0,000;0,000;0,000;31,600;2,530;1872,000;17,940
920,750; 5,100;0,000;0,000;0,000;31,000;2,530;1886,400;17,940
921,000; 5,090;0,000;0,000;0,000;30,300;2,530;1832,400;17,940
921,250; 5,060;0,000;0,000;0,000;29,700;2,530;1908,000;17,940
921,500; 5,060;0,000;0,000;0,000;29,000;2,530;1845,600;17,940
921,750; 5,060;0,000;0,000;0,000;28,500;2,530;1884,000;17,940
922,000; 5,070;0,000;0,000;0,000;27,900;2,530;1878,000;17,940
922,250; 5,070;0,000;0,000;0,000;27,200;2,530;1849,200;17,940
922,500; 5,090;0,000;0,000;0,000;26,600;2,530;1837,200;17,940
922,750; 5,090;0,000;0,000;0,000;26,100;2,530;1855,200;17,940
923,000; 5,080;0,000;0,000;0,000;25,900;2,530;1838,400;17,940
923,250; 5,080;0,000;0,000;0,000;25,800;2,530;1837,200;17,940
923,500; 5,090;0,000;0,000;0,000;26,100;2,530;1845,600;17,940
923,750; 5,100;0,000;0,000;0,000;26,500;2,530;1852,800;17,940
924,000; 5,090;0,000;0,000;0,000;27,100;2,530;1870,800;17,940
924,250; 5,080;0,000;0,000;0,000;27,800;2,530;1846,800;17,940
924,500; 5,080;0,000;0,000;0,000;28,700;2,530;1869,600;17,940
924,750; 5,080;0,000;0,000;0,000;29,500;2,530;1887,600;17,940
925,000; 5,080;0,000;0,000;0,000;30,300;2,530;1869,600;17,940
925,250; 5,100;0,000;0,000;0,000;31,100;2,530;1849,200;17,940
925,500; 5,090;0,000;0,000;0,000;31,800;2,530;1878,000;17,940
925,750; 5,090;0,000;0,000;0,000;32,200;2,530;1863,600;17,940
926,000; 5,070;0,000;0,000;0,000;32,600;2,530;1864,800;17,940
926,250; 5,070;0,000;0,000;0,000;33,000;2,530;1825,200;17,940
926,500; 5,070;0,000;0,000;0,000;33,200;2,530;1875,600;17,940
926,750; 5,080;0,000;0,000;0,000;33,300;2,530;1838,400;17,940
927,000; 5,100;0,000;0,000;0,000;33,400;2,530;1875,600;17,940
927,250; 5,090;0,000;0,000;0,000;33,500;2,530;1873,200;17,940
927,500; 5,100;0,000;0,000;0,000;33,400;3,630;1875,600;17,940
927,750; 5,070;0,000;0,000;0,000;33,300;2,530;1821,600;17,940
928,000; 5,070;0,000;0,000;0,000;33,200;2,530;1845,600;17,940
928,250; 5,070;0,000;0,000;0,000;32,900;2,530;1854,000;17,940
928,500; 5,060;0,000;0,000;0,000;32,400;2,530;1862,400;17,940
928,750; 5,090;0,000;0,000;0,000;32,100;2,530;1880,400;17,940
929,000; 5,070;0,000;0,000;0,000;31,700;2,530;1868,400;17,940
929,250; 5,070;0,000;0,000;0,000;31,200;2,530;1893,600;17,940
929,500; 5,090;0,000;0,000;0,000;30,900;2,530;1898,400;17,940
929,750; 5,080;0,000;0,000;0,000;30,800;2,530;1902,000;17,940
930,000; 5,080;0,000;0,000;0,000;30,700;2,530;1916,400;17,940
930,250; 5,060;0,000;0,000;0,000;30,700;2,530;1918,800;17,940
930,500; 5,050;0,000;0,000;0,000;30,800;3,630;1850,400;17,940
930,750; 5,050;0,000;0,000;0,000;30,900;2,530;1869,600;17,940
931,000; 5,080;0,000;0,000;0,000;31,200;2,530;1854,000;17,940
931,250; 5,040;0,000;0,000;0,000;31,900;2,530;1790,400;17,940
931,500; 5,050;0,000;0,000;0,000;32,600;2,530;1792,800;17,940
931,750; 5,060;0,000;0,000;0,000;33,100;2,530;1796,400;17,940
932,000; 5,060;0,000;0,000;0,000;33,800;2,530;1782,000;17,940
932,250; 5,080;0,000;0,000;0,000;34,200;2,530;1788,000;17,940
932,500; 5,090;0,000;0,000;0,000;34,700;2,530;1788,000;17,940
932,750; 5,070;0,000;0,000;0,000;35,300;2,530;1792,800;17,940
933,000; 5,090;0,000;0,000;0,000;35,900;2,530;1792,800;17,940
933,250; 5,100;0,000;0,000;0,000;36,200;2,530;1782,000;17,940
933,500; 5,100;0,000;0,000;0,000;36,300;2,530;1795,200;17,940
933,750; 5,110;0,000;0,000;0,000;36,200;2,530;1796,400;17,940
934,000; 5,090;0,000;0,000;0,000;36,200;2,530;1796,400;17,940
934,250; 5,070;0,000;0,000;0,000;36,100;3,630;1773,600;17,940
934,500; 5,090;0,000;0,000;0,000;35,700;3,630;1771,200;17,940
934,750; 5,080;0,000;0,000;0,000;35,900;2,530;1794,000;17,940
935,000; 5,080;0,000;0,000;0,000;35,900;2,530;1777,200;17,940
935,250; 5,060;0,000;0,000;0,000;35,400;3,630;1755,600;17,940
935,500; 5,050;0,000;0,000;0,000;35,500;2,530;1756,800;17,940
935,750; 5,000;0,000;0,000;0,000;35,900;2,530;1700,400;17,940
936,000; 5,040;0,000;0,000;0,000;36,000;2,530;1707,600;17,940
936,250; 5,070;0,000;0,000;0,000;36,100;2,530;1705,200;17,940
936,500; 5,070;0,000;0,000;0,000;36,600;2,530;1707,600;17,940
936,750; 5,070;0,000;0,000;0,000;36,700;2,530;1704,000;17,940
937,000; 5,070;0,000;0,000;0,000;36,800;2,530;1766,400;17,940
937,250; 5,040;0,000;0,000;0,000;37,400;2,530;1803,600;17,940
937,500; 5,060;0,000;0,000;0,000;38,000;2,530;1806,000;17,940
937,750; 5,080;0,000;0,000;0,000;38,600;2,530;1820,400;17,940
938,000; 5,080;0,000;0,000;0,000;39,200;2,530;1804,800;17,940
