UniLog;Motormessung
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];TempIntern [---]
687.500; 0.000;15.650;0.000;0.000;49.400;4.000;1166.000;18.900
687.750; 0.000;15.660;0.000;0.000;49.200;3.300;1166.000;18.900
688.000; 0.000;15.660;0.000;0.000;48.800;3.300;1166.000;18.900
688.250; 0.000;15.660;0.000;0.000;48.500;3.300;1166.000;18.900
688.500; 0.000;15.660;0.000;0.000;48.200;4.000;1166.000;18.900
688.750; 0.000;15.660;0.000;0.000;47.800;3.300;1165.000;18.900
689.000; 0.000;15.660;0.000;0.000;47.400;3.300;1166.000;18.900
689.250; 0.000;15.660;0.000;0.000;47.000;3.300;1165.000;18.900
689.500; 0.000;15.660;0.000;0.000;46.600;3.300;1166.000;18.900
689.750; 0.000;15.660;0.000;0.000;46.200;3.300;1166.000;18.900
690.000; 0.000;15.660;0.000;0.000;45.900;3.300;1166.000;18.900
690.250; 0.000;15.660;0.000;0.000;45.600;3.300;1167.000;18.900
690.500; 0.000;15.660;0.000;0.000;45.400;3.300;1167.000;18.900
690.750; 0.000;15.660;0.000;0.000;45.200;3.300;1166.000;18.900
691.000; 0.000;15.660;0.000;0.000;45.100;3.300;1165.000;18.900
691.250; 0.000;15.660;0.000;0.000;45.000;3.300;1166.000;18.900
691.500; 0.000;15.660;0.000;0.000;45.100;3.300;1166.000;18.900
691.750; 0.000;15.660;0.000;0.000;45.100;3.300;1166.000;18.900
692.000; 0.000;15.660;0.000;0.000;45.200;3.300;1166.000;18.900
692.250; 0.000;15.660;0.000;0.000;45.300;3.300;1166.000;18.900
692.500; 0.000;15.660;0.000;0.000;45.400;3.300;1166.000;18.900
692.750; 0.000;15.660;0.000;0.000;45.500;4.000;1166.000;18.900
693.000; 0.000;15.660;0.000;0.000;45.500;4.000;1166.000;18.900
693.250; 0.000;15.660;0.000;0.000;45.500;4.000;1167.000;18.900
693.500; 0.000;15.660;0.000;0.000;45.500;4.000;1166.000;18.900
693.750; 0.000;15.660;0.000;0.000;45.400;4.000;1167.000;18.900
694.000; 0.000;15.660;0.000;0.000;45.300;3.300;1167.000;18.900
694.250; 0.000;15.660;0.000;0.000;45.000;3.300;1166.000;18.900
694.500; 0.000;15.660;0.000;0.000;44.700;3.300;1166.000;18.900
694.750; 0.000;15.660;0.000;0.000;44.400;3.300;1166.000;18.900
695.000; 0.000;15.660;0.000;0.000;44.000;3.300;1166.000;18.900
695.250; 0.000;15.660;0.000;0.000;43.700;3.300;1166.000;18.900
695.500; 0.000;15.660;0.000;0.000;43.300;3.300;1166.000;18.900
695.750; 0.000;15.660;0.000;0.000;42.900;4.000;1166.000;18.900
696.000; 0.000;15.660;0.000;0.000;42.500;3.300;1166.000;18.900
696.250; 0.000;15.660;0.000;0.000;42.100;4.000;1166.000;18.900
696.500; 0.000;15.660;0.000;0.000;41.700;3.300;1167.000;18.900
696.750; 0.000;15.660;0.000;0.000;41.400;3.300;1166.000;18.900
697.000; 0.000;15.660;0.000;0.000;41.200;3.300;1167.000;18.900
697.250; 0.000;15.660;0.000;0.000;41.100;3.300;1166.000;18.900
697.500; 0.000;15.660;0.000;0.000;40.900;4.000;1166.000;18.900
697.750; 0.000;15.660;0.000;0.000;40.900;3.300;1166.000;18.900
698.000; 0.000;15.660;0.000;0.000;41.000;3.300;1166.000;18.900
698.250; 0.000;15.660;0.000;0.000;41.000;3.300;1166.000;18.900
698.500; 0.000;15.660;0.000;0.000;41.200;3.300;1165.000;18.900
698.750; 0.000;15.660;0.000;0.000;41.400;3.300;1166.000;18.900
699.000; 0.000;15.660;0.000;0.000;41.600;3.300;1166.000;18.900
699.250; 0.000;15.660;0.000;0.000;41.600;3.300;1166.000;18.900
699.500; 0.000;15.660;0.000;0.000;41.700;3.300;1167.000;18.900
699.750; 0.000;15.660;0.000;0.000;41.600;3.300;1166.000;18.900
700.000; 0.000;15.660;0.000;0.000;41.300;3.300;1167.000;18.900
700.250; 0.000;15.660;0.000;0.000;41.000;3.300;1166.000;18.900
700.500; 0.000;15.660;0.000;0.000;40.700;3.300;1167.000;18.900
700.750; 0.000;15.660;0.000;0.000;40.400;3.300;1165.000;18.900
701.000; 0.000;15.660;0.000;0.000;40.100;3.300;1166.000;18.900
701.250; 0.000;15.660;0.000;0.000;40.000;4.000;1166.000;18.900
701.500; 0.000;15.660;0.000;0.000;40.000;3.300;1166.000;18.900
701.750; 0.000;15.660;0.000;0.000;40.000;4.000;1166.000;18.900
702.000; 0.000;15.660;0.000;0.000;39.800;3.300;1166.000;18.900
702.250; 0.000;15.660;0.000;0.000;39.500;4.000;1166.000;18.900
702.500; 0.000;15.660;0.000;0.000;39.100;3.300;1166.000;18.900
702.750; 0.000;15.660;0.000;0.000;38.700;3.300;1167.000;18.900
703.000; 0.000;15.660;0.000;0.000;38.300;3.300;1167.000;18.900
703.250; 0.000;15.660;0.000;0.000;38.000;3.300;1165.000;18.900
703.500; 0.000;15.660;0.000;0.000;38.100;3.300;1166.000;18.900
703.750; 0.000;15.660;0.000;0.000;38.200;3.300;1166.000;18.900
704.000; 0.000;15.660;0.000;0.000;38.600;3.300;1167.000;18.900
704.250; 0.000;15.660;0.000;0.000;39.000;3.300;1166.000;18.900
704.500; 0.000;15.660;0.000;0.000;39.500;3.300;1166.000;18.900
704.750; 0.000;15.660;0.000;0.000;40.000;4.000;1166.000;18.900
705.000; 0.000;15.670;0.000;0.000;40.600;3.300;1166.000;18.900
705.250; 0.000;15.670;0.000;0.000;41.100;4.000;1166.000;18.900
705.500; 0.000;15.670;0.000;0.000;41.600;3.300;1165.000;18.900
705.750; 0.000;15.670;0.000;0.000;42.100;3.300;1166.000;18.900
706.000; 0.000;15.670;0.000;0.000;42.500;3.300;1167.000;18.900
706.250; 0.000;15.670;0.000;0.000;42.900;4.000;1166.000;18.900
706.500; 0.000;15.670;0.000;0.000;43.200;4.000;1166.000;18.900
706.750; 0.000;15.670;0.000;0.000;43.400;3.300;1166.000;18.900
707.000; 0.000;15.670;0.000;0.000;43.500;3.300;1166.000;18.900
707.250; 0.000;15.670;0.000;0.000;43.400;3.300;1167.000;18.900
707.500; 0.000;15.670;0.000;0.000;43.200;3.300;1166.000;18.900
707.750; 0.000;15.670;0.000;0.000;42.900;3.300;1167.000;18.900
708.000; 0.000;15.670;0.000;0.000;42.600;3.300;1166.000;18.900
708.250; 0.000;15.670;0.000;0.000;42.200;3.300;1166.000;18.900
708.500; 0.000;15.670;0.000;0.000;41.900;3.300;1166.000;18.900
708.750; 0.000;15.670;0.000;0.000;41.500;3.300;1167.000;18.900
709.000; 0.000;15.670;0.000;0.000;41.100;4.000;1167.000;18.900
709.250; 0.000;15.670;0.000;0.000;40.800;3.300;1167.000;18.900
709.500; 0.000;15.670;0.000;0.000;40.400;3.300;1166.000;18.900
709.750; 0.000;15.670;0.000;0.000;40.100;3.300;1166.000;18.900
710.000; 0.000;15.670;0.000;0.000;39.900;3.300;1166.000;18.900
710.250; 0.000;15.670;0.000;0.000;39.800;3.300;1166.000;18.900
710.500; 0.000;15.670;0.000;0.000;39.700;3.300;1166.000;18.900
710.750; 0.000;15.670;0.000;0.000;39.700;3.300;1166.000;18.900
711.000; 0.000;15.670;0.000;0.000;39.800;3.300;1166.000;18.900
711.250; 0.000;15.670;0.000;0.000;39.800;3.300;1166.000;18.900
711.500; 0.000;15.670;0.000;0.000;39.800;3.300;1167.000;18.900
711.750; 0.000;15.670;0.000;0.000;39.800;3.300;1166.000;18.900
712.000; 0.000;15.670;0.000;0.000;39.900;4.000;1166.000;18.900
712.250; 0.000;15.670;0.000;0.000;39.900;3.300;1166.000;18.900
712.500; 0.000;15.670;0.000;0.000;40.000;3.300;1167.000;18.900
712.750; 0.000;15.670;0.000;0.000;40.200;3.300;1166.000;18.900
713.000; 0.000;15.670;0.000;0.000;40.500;3.300;1165.000;18.900
713.250; 0.000;15.670;0.000;0.000;40.900;3.300;1166.000;18.900
713.500; 0.000;15.670;0.000;0.000;41.400;4.000;1166.000;18.900
713.750; 0.000;15.670;0.000;0.000;41.800;3.300;1166.000;18.900
714.000; 0.000;15.670;0.000;0.000;42.100;3.300;1166.000;18.900
714.250; 0.000;15.670;0.000;0.000;42.200;4.000;1166.000;18.900
714.500; 0.000;15.670;0.000;0.000;42.400;3.300;1166.000;18.900
714.750; 0.000;15.670;0.000;0.000;42.600;3.300;1166.000;18.900
715.000; 0.000;15.670;0.000;0.000;42.800;3.300;1166.000;18.900
715.250; 0.000;15.670;0.000;0.000;43.000;3.300;1165.000;18.900
715.500; 0.000;15.670;0.000;0.000;43.300;3.300;1166.000;18.900
715.750; 0.000;15.670;0.000;0.000;43.500;3.300;1166.000;18.900
716.000; 0.000;15.670;0.000;0.000;43.600;3.300;1166.000;18.900
716.250; 0.000;15.670;0.000;0.000;43.500;3.300;1166.000;18.900
716.500; 0.000;15.670;0.000;0.000;43.500;3.300;1166.000;18.900
716.750; 0.000;15.670;0.000;0.000;43.300;3.300;1166.000;18.900
717.000; 0.000;15.670;0.000;0.000;43.000;3.300;1166.000;18.900
717.250; 0.000;15.670;0.000;0.000;42.700;3.300;1166.000;18.900
717.500; 0.000;15.670;0.000;0.000;42.500;4.000;1166.000;18.900
717.750; 0.000;15.670;0.000;0.000;42.200;3.300;1166.000;18.900
718.000; 0.000;15.670;0.000;0.000;42.000;3.300;1167.000;18.900
718.250; 0.000;15.670;0.000;0.000;41.900;3.300;1167.000;18.900
718.500; 0.000;15.670;0.000;0.000;41.800;3.300;1166.000;18.900
718.750; 0.000;15.670;0.000;0.000;41.800;3.300;1166.000;18.900
719.000; 0.000;15.670;0.000;0.000;41.800;3.300;1166.000;18.900
719.250; 0.000;15.670;0.000;0.000;41.800;4.000;1166.000;18.900
719.500; 0.000;15.670;0.000;0.000;41.800;4.000;1167.000;18.900
719.750; 0.000;15.670;0.000;0.000;41.800;4.000;1166.000;18.900
720.000; 0.000;15.670;0.000;0.000;41.700;3.300;1165.000;18.900
720.250; 0.000;15.670;0.000;0.000;41.700;4.000;1166.000;18.900
720.500; 0.000;15.670;0.000;0.000;41.600;3.300;1166.000;18.900
720.750; 0.000;15.670;0.000;0.000;41.500;3.300;1166.000;18.900
721.000; 0.000;15.670;0.000;0.000;41.300;3.300;1166.000;18.900
721.250; 0.000;15.670;0.000;0.000;41.200;3.300;1166.000;18.900
721.500; 0.000;15.670;0.000;0.000;41.000;4.000;1166.000;18.900
721.750; 0.000;15.670;0.000;0.000;41.000;3.300;1166.000;18.900
722.000; 0.000;15.670;0.000;0.000;40.900;3.300;1166.000;18.900
722.250; 0.000;15.670;0.000;0.000;40.900;3.300;1166.000;18.900
722.500; 0.000;15.670;0.000;0.000;41.000;3.300;1166.000;18.900
722.750; 0.000;15.670;0.000;0.000;41.100;3.300;1166.000;18.900
723.000; 0.000;15.670;0.000;0.000;41.200;3.300;1166.000;18.900
723.250; 0.000;15.670;0.000;0.000;41.400;4.000;1166.000;18.900
723.500; 0.000;15.670;0.000;0.000;41.500;3.300;1166.000;18.900
723.750; 0.000;15.670;0.000;0.000;41.600;3.300;1166.000;18.900
724.000; 0.000;15.670;0.000;0.000;41.700;3.300;1166.000;18.900
724.250; 0.000;15.680;0.000;0.000;41.700;3.300;1166.000;18.900
724.500; 0.000;15.670;0.000;0.000;41.700;3.300;1167.000;18.900
724.750; 0.000;15.680;0.000;0.000;41.700;4.000;1166.000;18.900
725.000; 0.000;15.680;0.000;0.000;41.700;3.300;1166.000;18.900
725.250; 0.000;15.680;0.000;0.000;41.700;3.300;1166.000;18.900
725.500; 0.000;15.680;0.000;0.000;41.600;3.300;1166.000;18.900
725.750; 0.000;15.680;0.000;0.000;41.600;4.000;1167.000;18.900
726.000; 0.000;15.680;0.000;0.000;41.500;3.300;1166.000;18.900
726.250; 0.000;15.680;0.000;0.000;41.300;4.000;1166.000;19.000
726.500; 0.000;15.680;0.000;0.000;41.000;3.300;1166.000;18.900
726.750; 0.000;15.680;0.000;0.000;40.600;4.000;1166.000;18.900
727.000; 0.000;15.680;0.000;0.000;40.200;3.300;1167.000;18.900
727.250; 0.000;15.680;0.000;0.000;39.600;3.300;1167.000;18.900
727.500; 0.000;15.680;0.000;0.000;39.100;3.300;1166.000;18.900
727.750; 0.000;15.680;0.000;0.000;38.600;4.000;1166.000;18.900
728.000; 0.000;15.680;0.000;0.000;38.100;3.300;1166.000;18.900
728.250; 0.000;15.680;0.000;0.000;37.600;4.000;1166.000;18.900
728.500; 0.000;15.680;0.000;0.000;37.100;3.300;1166.000;18.900
728.750; 0.000;15.680;0.000;0.000;36.700;3.300;1166.000;18.900
729.000; 0.000;15.680;0.000;0.000;36.300;4.000;1166.000;18.900
729.250; 0.000;15.680;0.000;0.000;36.000;3.300;1166.000;18.900
729.500; 0.000;15.680;0.000;0.000;35.800;3.300;1166.000;18.900
729.750; 0.000;15.680;0.000;0.000;35.600;4.000;1166.000;18.900
730.000; 0.000;15.680;0.000;0.000;35.400;4.000;1166.000;18.900
730.250; 0.000;15.680;0.000;0.000;35.200;3.300;1166.000;18.900
730.500; 0.000;15.680;0.000;0.000;35.000;3.300;1166.000;18.900
730.750; 0.000;15.680;0.000;0.000;34.800;3.300;1166.000;18.900
731.000; 0.000;15.680;0.000;0.000;34.600;3.300;1166.000;18.900
731.250; 0.000;15.680;0.000;0.000;34.300;3.300;1166.000;18.900
731.500; 0.000;15.680;0.000;0.000;34.200;3.300;1166.000;18.900
731.750; 0.000;15.680;0.000;0.000;34.000;3.300;1166.000;18.900
732.000; 0.000;15.680;0.000;0.000;33.900;3.300;1166.000;18.900
732.250; 0.000;15.680;0.000;0.000;33.900;3.300;1166.000;18.900
732.500; 0.000;15.680;0.000;0.000;33.900;3.300;1166.000;19.000
732.750; 0.000;15.680;0.000;0.000;33.900;3.300;1166.000;18.900
733.000; 0.000;15.680;0.000;0.000;34.000;3.300;1167.000;18.900
733.250; 0.000;15.680;0.000;0.000;34.100;3.300;1166.000;18.900
733.500; 0.000;15.680;0.000;0.000;34.200;4.000;1166.000;18.900
733.750; 0.000;15.680;0.000;0.000;34.400;3.300;1166.000;18.900
734.000; 0.000;15.680;0.000;0.000;34.700;3.300;1166.000;19.000
734.250; 0.000;15.680;0.000;0.000;35.000;4.000;1166.000;18.900
734.500; 0.000;15.680;0.000;0.000;35.300;3.300;1165.000;19.000
734.750; 0.000;15.680;0.000;0.000;35.600;3.300;1166.000;18.900
735.000; 0.000;15.680;0.000;0.000;35.800;4.000;1166.000;18.900
735.250; 0.000;15.680;0.000;0.000;35.900;3.300;1167.000;18.900
735.500; 0.000;15.680;0.000;0.000;35.900;3.300;1166.000;18.900
735.750; 0.000;15.680;0.000;0.000;36.000;3.300;1166.000;18.900
736.000; 0.000;15.680;0.000;0.000;36.200;4.000;1167.000;18.900
736.250; 0.000;15.680;0.000;0.000;36.200;3.300;1167.000;18.900
736.500; 0.000;15.680;0.000;0.000;36.300;3.300;1166.000;18.900
736.750; 0.000;15.680;0.000;0.000;36.300;3.300;1165.000;19.000
737.000; 0.000;15.690;0.000;0.000;36.300;3.300;1166.000;19.000
737.250; 0.000;15.680;0.000;0.000;36.100;3.300;1165.000;19.000
737.500; 0.000;15.680;0.000;0.000;36.000;3.300;1166.000;19.000
737.750; 0.000;15.680;0.000;0.000;35.900;3.300;1167.000;19.000
738.000; 0.000;15.690;0.000;0.000;35.700;3.300;1167.000;19.000
738.250; 0.000;15.690;0.000;0.000;35.400;3.300;1166.000;18.900
738.500; 0.000;15.690;0.000;0.000;35.200;3.300;1166.000;19.000
738.750; 0.000;15.690;0.000;0.000;35.000;4.000;1166.000;19.000
739.000; 0.000;15.690;0.000;0.000;34.800;3.300;1166.000;18.900
739.250; 0.000;15.690;0.000;0.000;34.600;4.000;1166.000;19.000
739.500; 0.000;15.690;0.000;0.000;34.500;3.300;1166.000;19.000
739.750; 0.000;15.690;0.000;0.000;34.400;4.000;1166.000;19.000
740.000; 0.000;15.690;0.000;0.000;34.200;3.300;1166.000;19.000
740.250; 0.000;15.690;0.000;0.000;34.100;3.300;1166.000;19.000
740.500; 0.000;15.690;0.000;0.000;34.000;3.300;1166.000;19.000
740.750; 0.000;15.690;0.000;0.000;33.900;3.300;1166.000;18.900
741.000; 0.000;15.690;0.000;0.000;33.800;3.300;1166.000;19.000
741.250; 0.000;15.690;0.000;0.000;33.700;3.300;1166.000;19.000
741.500; 0.000;15.690;0.000;0.000;33.700;3.300;1167.000;19.000
741.750; 0.000;15.690;0.000;0.000;33.600;3.300;1167.000;19.000
742.000; 0.000;15.690;0.000;0.000;33.700;4.000;1166.000;19.000
742.250; 0.000;15.690;0.000;0.000;33.700;3.300;1166.000;19.000
742.500; 0.000;15.690;0.000;0.000;33.600;3.300;1166.000;19.000
742.750; 0.000;15.690;0.000;0.000;33.600;3.300;1166.000;19.000
743.000; 0.000;15.690;0.000;0.000;33.500;3.300;1166.000;19.000
743.250; 0.000;15.690;0.000;0.000;33.500;3.300;1166.000;19.000
743.500; 0.000;15.690;0.000;0.000;33.500;3.300;1167.000;19.000
743.750; 0.000;15.690;0.000;0.000;33.400;3.300;1166.000;19.000
744.000; 0.000;15.690;0.000;0.000;33.400;3.300;1166.000;19.000
744.250; 0.000;15.690;0.000;0.000;33.400;3.300;1165.000;19.000
744.500; 0.000;15.690;0.000;0.000;33.400;3.300;1166.000;19.000
744.750; 0.000;15.690;0.000;0.000;33.400;3.300;1166.000;19.000
745.000; 0.000;15.690;0.000;0.000;33.500;4.000;1166.000;19.000
745.250; 0.000;15.690;0.000;0.000;33.400;3.300;1167.000;19.000
745.500; 0.000;15.690;0.000;0.000;33.300;3.300;1166.000;19.000
745.750; 0.000;15.690;0.000;0.000;33.300;3.300;1166.000;19.000
746.000; 0.000;15.690;0.000;0.000;33.200;3.300;1166.000;19.000
746.250; 0.000;15.690;0.000;0.000;32.900;3.300;1166.000;19.000
746.500; 0.000;15.690;0.000;0.000;32.800;3.300;1165.000;19.000
746.750; 0.000;15.690;0.000;0.000;32.800;3.300;1166.000;19.000
747.000; 0.000;15.690;0.000;0.000;32.700;3.300;1166.000;19.000
747.250; 0.000;15.690;0.000;0.000;32.700;3.300;1166.000;19.000
747.500; 0.000;15.690;0.000;0.000;32.900;4.000;1167.000;19.000
747.750; 0.000;15.690;0.000;0.000;32.900;3.300;1166.000;19.000
748.000; 0.000;15.690;0.000;0.000;32.900;3.300;1166.000;19.000
748.250; 0.000;15.690;0.000;0.000;32.900;4.000;1166.000;19.000
748.500; 0.000;15.690;0.000;0.000;32.700;3.300;1166.000;19.000
748.750; 0.000;15.690;0.000;0.000;32.500;3.300;1166.000;19.000
749.000; 0.000;15.690;0.000;0.000;32.400;3.300;1167.000;19.000
749.250; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
749.500; 0.000;15.690;0.000;0.000;32.100;4.000;1166.000;19.000
749.750; 0.000;15.690;0.000;0.000;32.100;3.300;1167.000;19.000
750.000; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
750.250; 0.000;15.690;0.000;0.000;32.300;3.300;1166.000;19.000
750.500; 0.000;15.690;0.000;0.000;32.400;3.300;1166.000;19.000
750.750; 0.000;15.690;0.000;0.000;32.400;4.000;1166.000;19.000
751.000; 0.000;15.690;0.000;0.000;32.300;3.300;1166.000;19.000
751.250; 0.000;15.690;0.000;0.000;32.300;3.300;1167.000;19.000
751.500; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
751.750; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
752.000; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
752.250; 0.000;15.690;0.000;0.000;32.100;3.300;1167.000;19.000
752.500; 0.000;15.690;0.000;0.000;32.100;3.300;1167.000;19.000
752.750; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
753.000; 0.000;15.690;0.000;0.000;32.100;4.000;1166.000;19.000
753.250; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
753.500; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
753.750; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
754.000; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
754.250; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
754.500; 0.000;15.690;0.000;0.000;32.000;3.300;1166.000;19.000
754.750; 0.000;15.690;0.000;0.000;32.000;3.300;1166.000;19.000
755.000; 0.000;15.690;0.000;0.000;32.000;4.000;1167.000;19.000
755.250; 0.000;15.690;0.000;0.000;31.900;3.300;1166.000;19.000
755.500; 0.000;15.690;0.000;0.000;31.900;3.300;1166.000;19.000
755.750; 0.000;15.690;0.000;0.000;32.000;3.300;1166.000;19.000
756.000; 0.000;15.690;0.000;0.000;32.000;3.300;1167.000;19.000
756.250; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
756.500; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
756.750; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
757.000; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
757.250; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
757.500; 0.000;15.690;0.000;0.000;32.200;3.300;1167.000;19.000
757.750; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
758.000; 0.000;15.690;0.000;0.000;32.200;3.300;1166.000;19.000
758.250; 0.000;15.690;0.000;0.000;32.200;4.000;1166.000;19.000
758.500; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
758.750; 0.000;15.690;0.000;0.000;32.100;3.300;1166.000;19.000
759.000; 0.000;15.690;0.000;0.000;32.000;4.000;1166.000;19.000
759.250; 0.000;15.690;0.000;0.000;32.100;3.300;1167.000;19.000
759.500; 0.000;15.690;0.000;0.000;32.000;3.300;1166.000;19.000
759.750; 0.000;15.690;0.000;0.000;32.000;3.300;1166.000;19.000
760.000; 0.000;15.690;0.000;0.000;32.000;3.300;1166.000;19.000
760.250; 0.000;15.690;0.000;0.000;31.900;3.300;1166.000;19.000
760.500; 0.000;15.690;0.000;0.000;31.700;4.000;1166.000;19.000
760.750; 0.000;15.690;0.000;0.000;31.400;3.300;1166.000;19.000
761.000; 0.000;15.690;0.000;0.000;31.200;3.300;1165.000;19.000
761.250; 0.000;15.690;0.000;0.000;30.800;3.300;1166.000;19.000
761.500; 0.000;15.690;0.000;0.000;30.500;4.000;1166.000;19.000
761.750; 0.000;15.690;0.000;0.000;30.300;3.300;1166.000;19.000
762.000; 0.000;15.690;0.000;0.000;30.100;3.300;1166.000;19.000
762.250; 0.000;15.690;0.000;0.000;29.900;3.300;1166.000;19.000
762.500; 0.000;15.690;0.000;0.000;29.700;3.300;1167.000;19.000
762.750; 0.000;15.690;0.000;0.000;29.400;3.300;1166.000;19.000
763.000; 0.000;15.690;0.000;0.000;29.000;4.000;1166.000;19.000
763.250; 0.000;15.690;0.000;0.000;28.700;3.300;1165.000;19.000
763.500; 0.000;15.690;0.000;0.000;28.400;3.300;1166.000;19.000
763.750; 0.000;15.690;0.000;0.000;28.100;4.000;1166.000;19.000
764.000; 0.000;15.690;0.000;0.000;28.000;4.000;1166.000;19.000
764.250; 0.000;15.690;0.000;0.000;28.000;3.300;1166.000;19.000
764.500; 0.000;15.690;0.000;0.000;27.900;4.000;1166.000;19.000
764.750; 0.000;15.690;0.000;0.000;27.900;3.300;1166.000;19.000
765.000; 0.000;15.690;0.000;0.000;27.900;4.000;1166.000;19.000
765.250; 0.000;15.690;0.000;0.000;27.900;4.000;1166.000;19.000
765.500; 0.000;15.690;0.000;0.000;28.000;3.300;1166.000;19.000
765.750; 0.000;15.690;0.000;0.000;28.100;3.300;1165.000;19.000
766.000; 0.000;15.690;0.000;0.000;28.200;4.000;1166.000;19.000
766.250; 0.000;15.690;0.000;0.000;28.100;3.300;1166.000;19.000
766.500; 0.000;15.690;0.000;0.000;28.100;4.000;1166.000;19.000
766.750; 0.000;15.690;0.000;0.000;28.100;3.300;1166.000;19.000
767.000; 0.000;15.690;0.000;0.000;28.000;3.300;1166.000;19.000
767.250; 0.000;15.690;0.000;0.000;28.100;3.300;1166.000;19.000
767.500; 0.000;15.690;0.000;0.000;28.100;4.000;1167.000;19.000
767.750; 0.000;15.690;0.000;0.000;28.200;3.300;1166.000;19.000
768.000; 0.000;15.690;0.000;0.000;28.300;4.000;1165.000;19.000
768.250; 0.000;15.690;0.000;0.000;28.300;3.300;1166.000;19.000
768.500; 0.000;15.690;0.000;0.000;28.300;4.000;1166.000;19.000
768.750; 0.000;15.690;0.000;0.000;28.200;3.300;1166.000;19.000
769.000; 0.000;15.690;0.000;0.000;28.200;3.300;1167.000;19.000
769.250; 0.000;15.690;0.000;0.000;28.100;4.000;1166.000;19.000
769.500; 0.000;15.690;0.000;0.000;27.900;4.000;1166.000;19.000
769.750; 0.000;15.690;0.000;0.000;27.600;3.300;1166.000;19.000
770.000; 0.000;15.690;0.000;0.000;27.200;3.300;1166.000;19.000
770.250; 0.000;15.690;0.000;0.000;26.800;4.000;1166.000;19.000
770.500; 0.000;15.690;0.000;0.000;26.300;3.300;1167.000;19.000
770.750; 0.000;15.690;0.000;0.000;25.900;4.000;1166.000;19.000
771.000; 0.000;15.690;0.000;0.000;25.600;4.000;1166.000;19.000
771.250; 0.000;15.690;0.000;0.000;25.200;3.300;1166.000;19.000
771.500; 0.000;15.690;0.000;0.000;24.900;3.300;1166.000;19.000
771.750; 0.000;15.690;0.000;0.000;24.600;3.300;1166.000;19.000
772.000; 0.000;15.690;0.000;0.000;24.300;4.000;1167.000;19.000
772.250; 0.000;15.690;0.000;0.000;24.000;4.000;1166.000;19.000
772.500; 0.000;15.690;0.000;0.000;23.900;3.300;1166.000;19.000
772.750; 0.000;15.690;0.000;0.000;23.800;3.300;1166.000;19.000
773.000; 0.000;15.690;0.000;0.000;23.900;3.300;1167.000;19.000
773.250; 0.000;15.690;0.000;0.000;24.000;3.300;1166.000;19.000
773.500; 0.000;15.690;0.000;0.000;24.000;4.000;1166.000;19.000
773.750; 0.000;15.690;0.000;0.000;24.100;3.300;1166.000;19.000
774.000; 0.000;15.690;0.000;0.000;24.100;3.300;1166.000;19.000
774.250; 0.000;15.690;0.000;0.000;23.900;4.000;1166.000;19.000
774.500; 0.000;15.690;0.000;0.000;23.700;4.000;1166.000;19.000
774.750; 0.000;15.690;0.000;0.000;23.400;4.000;1166.000;19.000
775.000; 0.000;15.690;0.000;0.000;23.100;4.000;1166.000;19.000
775.250; 0.000;15.690;0.000;0.000;22.800;4.000;1166.000;19.000
775.500; 0.000;15.690;0.000;0.000;22.600;3.300;1166.000;19.000
775.750; 0.000;15.700;0.000;0.000;22.400;3.300;1166.000;19.000
776.000; 0.000;15.690;0.000;0.000;22.200;3.300;1167.000;19.000
776.250; 0.000;15.700;0.000;0.000;22.000;3.300;1166.000;19.000
776.500; 0.000;15.700;0.000;0.000;21.700;4.000;1166.000;19.000
776.750; 0.000;15.700;0.000;0.000;21.500;3.300;1166.000;19.000
777.000; 0.000;15.700;0.000;0.000;21.200;4.000;1166.000;19.000
777.250; 0.000;15.700;0.000;0.000;20.900;4.000;1167.000;19.000
777.500; 0.000;15.700;0.000;0.000;20.700;4.000;1166.000;19.000
777.750; 0.000;15.700;0.000;0.000;20.500;3.300;1165.000;19.000
778.000; 0.000;15.700;0.000;0.000;20.400;4.000;1166.000;19.000
778.250; 0.000;15.700;0.000;0.000;20.300;4.000;1166.000;19.000
778.500; 0.000;15.700;0.000;0.000;20.300;4.000;1167.000;19.000
778.750; 0.000;15.700;0.000;0.000;20.500;3.300;1166.000;19.000
