UniLog;Motormessung
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];TempIntern [---]
779.000; 0.000;15.700;0.000;0.000;20.700;4.000;1166.000;19.000
779.250; 0.000;15.700;0.000;0.000;21.000;3.300;1166.000;19.000
779.500; 0.000;15.700;0.000;0.000;21.300;3.300;1166.000;19.000
779.750; 0.000;15.700;0.000;0.000;21.600;4.000;1166.000;19.000
780.000; 0.000;15.700;0.000;0.000;22.000;3.300;1167.000;19.000
780.250; 0.000;15.700;0.000;0.000;22.200;3.300;1166.000;19.000
780.500; 0.000;15.700;0.000;0.000;22.300;3.300;1167.000;19.000
780.750; 0.000;15.700;0.000;0.000;22.500;3.300;1166.000;19.000
781.000; 0.000;15.700;0.000;0.000;22.600;3.300;1167.000;19.000
781.250; 0.000;15.700;0.000;0.000;22.600;4.000;1166.000;19.000
781.500; 0.000;15.700;0.000;0.000;22.700;4.000;1166.000;19.000
781.750; 0.000;15.700;0.000;0.000;22.600;3.300;1166.000;19.000
782.000; 0.000;15.700;0.000;0.000;22.600;4.000;1166.000;19.000
782.250; 0.000;15.700;0.000;0.000;22.400;3.300;1166.000;19.000
782.500; 0.000;15.700;0.000;0.000;22.400;4.000;1165.000;19.000
782.750; 0.000;15.700;0.000;0.000;22.300;3.300;1166.000;19.000
783.000; 0.000;15.700;0.000;0.000;22.300;4.000;1166.000;19.000
783.250; 0.000;15.700;0.000;0.000;22.300;3.300;1166.000;19.000
783.500; 0.000;15.700;0.000;0.000;22.400;3.300;1166.000;19.000
783.750; 0.000;15.700;0.000;0.000;22.600;4.000;1166.000;19.000
784.000; 0.000;15.700;0.000;0.000;22.800;3.300;1166.000;19.000
784.250; 0.000;15.700;0.000;0.000;23.000;4.000;1166.000;19.000
784.500; 0.000;15.700;0.000;0.000;23.100;3.300;1166.000;19.000
784.750; 0.000;15.700;0.000;0.000;23.100;3.300;1165.000;19.000
785.000; 0.000;15.700;0.000;0.000;23.100;3.300;1166.000;19.000
785.250; 0.000;15.700;0.000;0.000;22.900;3.300;1166.000;19.000
785.500; 0.000;15.700;0.000;0.000;22.800;3.300;1166.000;19.000
785.750; 0.000;15.700;0.000;0.000;22.700;3.300;1167.000;19.000
786.000; 0.000;15.700;0.000;0.000;22.600;4.000;1166.000;19.000
786.250; 0.000;15.700;0.000;0.000;22.400;4.000;1166.000;19.000
786.500; 0.000;15.700;0.000;0.000;22.400;3.300;1167.000;19.000
786.750; 0.000;15.700;0.000;0.000;22.400;3.300;1166.000;19.000
787.000; 0.000;15.700;0.000;0.000;22.300;3.300;1167.000;19.000
787.250; 0.000;15.700;0.000;0.000;22.200;4.000;1166.000;19.000
787.500; 0.000;15.700;0.000;0.000;22.000;3.300;1165.000;19.000
787.750; 0.000;15.700;0.000;0.000;21.900;3.300;1166.000;19.000
788.000; 0.000;15.700;0.000;0.000;21.600;4.000;1166.000;19.000
788.250; 0.000;15.590;1.510;0.000;21.300;0.000;1166.000;19.000
788.500; 0.000;15.390;3.730;1333.000;21.000;0.000;1166.000;19.000
788.750; 0.000;14.110;19.800;3379.000;20.800;0.000;1166.000;19.000
789.000; 0.000;13.090;31.480;4693.000;20.500;0.000;1166.000;19.000
789.250; 0.000;12.450;38.200;5224.000;20.300;0.000;1166.000;19.000
789.500; 0.000;12.460;36.980;5332.000;20.100;0.000;1166.000;19.000
789.750; 0.000;12.460;36.270;5354.000;20.000;0.000;1166.000;19.000
790.000; 0.000;12.450;35.750;5366.000;19.900;0.000;1166.000;19.000
790.250; 0.000;12.430;35.550;5360.000;19.900;0.000;1166.000;19.000
790.500; 0.000;12.400;35.380;5356.000;20.000;0.000;1166.000;19.000
790.750; 0.000;12.400;34.830;5373.000;20.200;0.000;1166.000;19.000
791.000; 0.000;12.390;34.710;5369.000;20.700;0.000;1166.000;19.000
791.250; 0.000;12.360;34.650;5358.000;21.300;0.000;1166.000;19.000
791.500; 0.000;12.360;34.280;5370.000;21.900;0.000;1166.000;19.000
791.750; 0.000;12.360;33.910;5383.000;22.700;0.000;1166.000;19.000
792.000; 0.000;12.350;33.800;5382.000;23.600;0.000;1166.000;19.000
792.250; 0.000;12.330;33.720;5373.000;24.500;0.000;1165.000;19.000
792.500; 0.000;12.310;33.820;5360.000;25.400;0.000;1167.000;19.000
792.750; 0.000;12.290;33.700;5353.000;26.400;0.000;1166.000;19.000
793.000; 0.000;12.270;33.650;5347.000;27.500;0.000;1167.000;19.000
793.250; 0.000;12.260;33.630;5339.000;28.400;0.000;1167.000;19.000
793.500; 0.000;12.240;33.640;5329.000;29.400;0.000;1166.000;19.000
793.750; 0.000;12.220;33.540;5322.000;30.400;0.000;1166.000;19.000
794.000; 0.000;12.210;33.570;5318.000;31.400;0.000;1166.000;19.000
794.250; 0.000;12.170;33.860;5286.000;32.400;0.000;1166.000;19.000
794.500; 0.000;12.140;34.010;5269.000;33.400;0.000;1165.000;19.000
794.750; 0.000;12.110;34.160;5250.000;34.200;0.000;1166.000;19.000
795.000; 0.000;12.080;34.260;5233.000;35.100;0.000;1165.000;19.000
795.250; 0.000;12.070;34.220;5229.000;36.000;0.000;1166.000;19.000
795.500; 0.000;12.070;34.050;5232.000;36.800;0.000;1166.000;19.000
795.750; 0.000;12.060;33.950;5230.000;37.700;0.000;1166.000;19.000
796.000; 0.000;12.050;33.920;5227.000;38.600;0.000;1167.000;19.000
796.250; 0.000;12.040;33.890;5221.000;39.600;0.000;1167.000;19.000
796.500; 0.000;12.020;33.920;5213.000;40.600;0.000;1166.000;19.000
796.750; 0.000;12.000;34.100;5193.000;41.600;0.000;1167.000;19.000
797.000; 0.000;11.980;34.170;5180.000;42.500;0.000;1165.000;19.000
797.250; 0.000;11.960;34.260;5171.000;43.600;0.000;1166.000;19.000
797.500; 0.000;11.950;34.220;5164.000;44.600;0.000;1167.000;19.000
797.750; 0.000;11.940;34.170;5161.000;45.700;0.000;1166.000;19.000
798.000; 0.000;11.920;34.340;5146.000;46.700;0.000;1166.000;19.000
798.250; 0.000;11.900;34.390;5133.000;48.000;0.000;1166.000;19.000
798.500; 0.000;11.890;34.430;5126.000;49.100;0.000;1166.000;19.000
798.750; 0.000;11.880;34.430;5120.000;50.200;0.000;1166.000;19.000
799.000; 0.000;11.860;34.500;5109.000;51.200;0.000;1166.000;19.000
799.250; 0.000;11.850;34.450;5106.000;52.200;0.000;1167.000;19.000
799.500; 0.000;11.850;34.320;5112.000;53.200;0.000;1166.000;19.000
799.750; 0.000;11.850;34.250;5112.000;54.000;0.000;1165.000;19.000
800.000; 0.000;11.830;34.270;5104.000;55.000;0.000;1166.000;19.000
800.250; 0.000;11.830;34.260;5099.000;55.900;0.000;1166.000;19.000
800.500; 0.000;11.830;34.140;5101.000;56.900;0.000;1166.000;19.000
800.750; 0.000;11.810;34.190;5096.000;57.700;0.000;1166.000;19.000
801.000; 0.000;11.800;34.300;5085.000;58.600;0.000;1166.000;19.000
801.250; 0.000;11.790;34.200;5084.000;59.500;0.000;1167.000;19.000
801.500; 0.000;11.790;34.160;5084.000;60.200;0.000;1166.000;19.000
801.750; 0.000;11.790;34.090;5085.000;60.800;0.000;1166.000;19.000
802.000; 0.000;11.790;34.000;5088.000;61.500;0.000;1166.000;19.000
802.250; 0.000;11.790;33.770;5098.000;62.100;0.000;1167.000;19.000
802.500; 0.000;11.800;33.560;5108.000;62.600;0.000;1166.000;19.000
802.750; 0.000;11.820;33.260;5125.000;63.100;0.000;1166.000;19.000
803.000; 0.000;11.830;32.960;5144.000;63.700;0.000;1166.000;19.000
803.250; 0.000;11.840;32.700;5157.000;64.200;0.000;1167.000;19.000
803.500; 0.000;11.860;32.380;5176.000;64.700;0.000;1166.000;19.000
803.750; 0.000;11.870;32.250;5184.000;65.200;0.000;1166.000;19.000
804.000; 0.000;11.870;32.120;5190.000;65.800;0.000;1167.000;19.000
804.250; 0.000;11.880;32.030;5195.000;66.300;0.000;1166.000;19.000
804.500; 0.000;11.870;32.050;5190.000;67.000;0.000;1166.000;19.000
804.750; 0.000;11.830;32.390;5163.000;67.800;0.000;1166.000;19.000
805.000; 0.000;11.800;32.660;5138.000;68.700;0.000;1166.000;19.000
805.250; 0.000;11.780;32.850;5121.000;69.700;0.000;1166.000;19.000
805.500; 0.000;11.760;32.990;5107.000;70.900;0.000;1166.000;19.000
805.750; 0.000;11.750;33.070;5097.000;72.200;0.000;1167.000;19.000
806.000; 0.000;11.720;33.240;5079.000;73.600;0.000;1166.000;19.000
806.250; 0.000;11.710;33.370;5066.000;74.900;0.000;1166.000;19.000
806.500; 0.000;11.690;33.470;5055.000;76.300;0.000;1166.000;19.000
806.750; 0.000;11.680;33.570;5045.000;77.700;0.000;1166.000;19.000
807.000; 0.000;11.660;33.710;5031.000;79.200;0.000;1166.000;19.000
807.250; 0.000;11.650;33.710;5024.000;80.600;0.000;1166.000;19.000
807.500; 0.000;11.640;33.700;5018.000;82.000;0.000;1166.000;19.000
807.750; 0.000;11.630;33.830;5009.000;83.300;0.000;1166.000;19.000
808.000; 0.000;11.620;33.800;5006.000;84.500;0.000;1166.000;19.000
808.250; 0.000;11.610;33.760;5004.000;85.700;0.000;1166.000;19.000
808.500; 0.000;11.610;33.780;5001.000;86.800;0.000;1166.000;19.000
808.750; 0.000;11.610;33.660;5004.000;87.700;0.000;1166.000;19.000
809.000; 0.000;11.610;33.520;5009.000;88.500;0.000;1167.000;19.000
809.250; 0.000;11.610;33.380;5014.000;89.200;0.000;1166.000;19.000
809.500; 0.000;11.610;33.220;5022.000;89.800;0.000;1167.000;19.000
809.750; 0.000;11.620;33.040;5032.000;90.300;0.000;1166.000;19.000
810.000; 0.000;11.630;32.840;5041.000;90.700;0.000;1166.000;19.000
810.250; 0.000;11.640;32.690;5050.000;91.000;0.000;1166.000;19.000
810.500; 0.000;11.650;32.440;5068.000;91.400;0.000;1166.000;19.000
810.750; 0.000;11.660;32.240;5080.000;91.800;0.000;1166.000;19.000
811.000; 0.000;11.660;32.110;5083.000;92.200;0.000;1166.000;19.000
811.250; 0.000;11.660;32.160;5078.000;92.700;0.000;1166.000;19.000
811.500; 0.000;11.650;32.150;5077.000;93.400;0.000;1166.000;19.000
811.750; 0.000;11.650;32.110;5074.000;94.200;0.000;1166.000;19.000
812.000; 0.000;11.640;32.180;5068.000;95.100;0.000;1166.000;19.000
812.250; 0.000;11.630;32.200;5061.000;96.100;0.000;1167.000;19.000
812.500; 0.000;11.610;32.340;5047.000;97.100;0.000;1166.000;19.000
812.750; 0.000;11.590;32.540;5031.000;98.200;0.000;1166.000;19.000
813.000; 0.000;11.570;32.610;5019.000;99.400;0.000;1167.000;19.000
813.250; 0.000;11.640;31.500;4992.000;100.600;0.000;1166.000;19.000
813.500; 0.000;13.180;11.070;4375.000;101.800;0.000;1166.000;19.000
813.750; 0.000;14.110;-0.020;2635.000;103.200;4.000;1165.000;19.000
814.000; 0.000;14.210;-0.320;2329.000;104.400;6.200;1166.000;19.000
814.250; 0.000;14.270;-0.470;1994.000;105.500;6.600;1166.000;19.000
814.500; 0.000;14.310;-0.440;1485.000;106.600;6.600;1166.000;19.000
814.750; 0.000;14.330;-0.250;948.000;107.400;5.200;1166.000;19.000
815.000; 0.000;14.340;0.020;948.000;107.900;3.300;1166.000;19.000
815.250; 0.000;14.370;0.020;0.000;108.300;3.300;1166.000;19.000
815.500; 0.000;14.390;0.020;0.000;108.400;4.000;1167.000;19.000
815.750; 0.000;14.420;0.020;0.000;108.200;4.000;1166.000;19.000
816.000; 0.000;14.440;0.020;0.000;107.800;3.300;1166.000;19.000
816.250; 0.000;14.460;0.000;0.000;107.300;4.000;1166.000;19.000
816.500; 0.000;14.480;0.020;0.000;106.700;3.300;1165.000;19.000
816.750; 0.000;14.490;0.020;0.000;106.000;3.300;1166.000;19.000
817.000; 0.000;14.510;0.020;0.000;105.200;3.300;1166.000;19.000
817.250; 0.000;14.530;0.000;0.000;104.500;3.300;1166.000;19.000
817.500; 0.000;14.540;0.000;0.000;103.800;3.300;1166.000;19.000
817.750; 0.000;14.560;0.020;0.000;103.100;4.000;1167.000;19.000
818.000; 0.000;14.570;0.020;0.000;102.600;4.000;1166.000;19.000
818.250; 0.000;14.580;0.000;0.000;102.100;3.300;1166.000;19.000
818.500; 0.000;14.590;0.000;0.000;101.600;4.000;1166.000;19.000
818.750; 0.000;14.610;0.000;0.000;101.100;3.300;1167.000;19.000
819.000; 0.000;14.620;0.000;0.000;100.800;3.300;1167.000;19.000
819.250; 0.000;14.630;0.020;0.000;100.400;4.000;1167.000;19.000
819.500; 0.000;14.640;0.000;0.000;100.100;3.300;1166.000;19.000
819.750; 0.000;14.650;0.000;0.000;99.900;3.300;1167.000;19.000
820.000; 0.000;14.660;0.000;0.000;99.700;4.000;1166.000;19.000
820.250; 0.000;14.670;0.000;0.000;99.700;3.300;1166.000;19.000
820.500; 0.000;14.680;0.000;0.000;99.800;3.300;1166.000;19.000
820.750; 0.000;14.690;0.000;0.000;99.900;4.000;1167.000;19.000
821.000; 0.000;14.700;0.000;0.000;100.000;4.000;1166.000;19.000
821.250; 0.000;14.710;0.000;0.000;100.200;4.000;1166.000;19.000
821.500; 0.000;14.720;0.000;0.000;100.300;3.300;1166.000;19.000
821.750; 0.000;14.730;0.000;0.000;100.400;3.300;1166.000;19.000
822.000; 0.000;14.740;0.000;0.000;100.400;4.000;1166.000;19.000
822.250; 0.000;14.750;0.000;0.000;100.400;4.000;1166.000;19.000
822.500; 0.000;14.760;0.000;0.000;100.300;4.000;1166.000;19.000
822.750; 0.000;14.760;0.000;0.000;100.100;4.000;1167.000;19.000
823.000; 0.000;14.770;0.000;0.000;99.800;3.300;1166.000;19.000
823.250; 0.000;14.780;0.000;0.000;99.400;3.300;1167.000;19.000
823.500; 0.000;14.780;0.000;0.000;99.100;3.300;1165.000;19.000
823.750; 0.000;14.790;0.000;0.000;98.700;3.300;1166.000;19.000
824.000; 0.000;14.800;0.000;0.000;98.200;3.300;1166.000;19.000
824.250; 0.000;14.810;0.000;0.000;97.700;3.300;1166.000;19.000
824.500; 0.000;14.810;0.000;0.000;97.300;4.000;1166.000;19.000
824.750; 0.000;14.820;0.000;0.000;96.800;3.300;1166.000;19.000
825.000; 0.000;14.830;0.000;0.000;96.300;3.300;1166.000;19.000
825.250; 0.000;14.830;0.000;0.000;95.900;3.300;1166.000;19.000
825.500; 0.000;14.840;0.000;0.000;95.200;4.000;1166.000;19.000
825.750; 0.000;14.840;0.000;0.000;94.500;4.000;1165.000;19.000
826.000; 0.000;14.850;0.000;0.000;93.700;3.300;1166.000;19.000
826.250; 0.000;14.860;0.000;0.000;93.000;4.000;1167.000;19.000
826.500; 0.000;14.860;0.000;0.000;92.300;3.300;1166.000;19.000
826.750; 0.000;14.870;0.000;0.000;91.800;3.300;1166.000;19.000
827.000; 0.000;14.870;0.000;0.000;91.500;3.300;1166.000;19.000
827.250; 0.000;14.880;0.000;0.000;91.200;4.000;1167.000;19.000
827.500; 0.000;14.890;0.000;0.000;91.000;4.000;1166.000;19.000
827.750; 0.000;14.890;0.000;0.000;90.900;4.000;1167.000;19.000
828.000; 0.000;14.890;0.000;0.000;91.000;4.000;1166.000;19.000
828.250; 0.000;14.900;0.000;0.000;91.200;3.300;1166.000;19.000
828.500; 0.000;14.910;0.000;0.000;91.400;3.300;1166.000;19.000
828.750; 0.000;14.910;0.000;0.000;91.600;3.300;1166.000;19.000
829.000; 0.000;14.920;0.000;0.000;91.800;4.000;1166.000;19.000
829.250; 0.000;14.920;0.000;0.000;91.800;4.000;1166.000;19.000
829.500; 0.000;14.930;0.000;0.000;91.700;4.000;1166.000;19.000
829.750; 0.000;14.930;0.000;0.000;91.600;3.300;1167.000;19.000
830.000; 0.000;14.940;0.000;0.000;91.600;3.300;1167.000;19.000
830.250; 0.000;14.940;0.000;0.000;91.800;3.300;1166.000;19.000
830.500; 0.000;14.950;0.000;0.000;92.100;4.000;1166.000;19.000
830.750; 0.000;14.950;0.000;0.000;92.300;3.300;1166.000;19.000
831.000; 0.000;14.960;0.000;0.000;92.600;3.300;1167.000;19.000
831.250; 0.000;14.960;0.000;0.000;92.800;3.300;1166.000;19.000
831.500; 0.000;14.960;0.000;0.000;92.900;3.300;1166.000;19.000
831.750; 0.000;14.970;0.000;0.000;93.000;3.300;1166.000;19.000
832.000; 0.000;14.980;0.000;0.000;93.000;3.300;1166.000;19.000
832.250; 0.000;14.980;0.000;0.000;93.000;4.000;1166.000;19.000
832.500; 0.000;14.980;0.000;0.000;93.000;4.000;1166.000;19.000
832.750; 0.000;14.980;0.000;0.000;92.900;3.300;1166.000;19.000
833.000; 0.000;14.990;0.000;0.000;92.800;3.300;1166.000;19.000
833.250; 0.000;14.990;0.000;0.000;92.600;3.300;1167.000;19.000
833.500; 0.000;15.000;0.000;0.000;92.400;3.300;1166.000;19.000
833.750; 0.000;15.000;0.000;0.000;92.100;3.300;1167.000;19.000
834.000; 0.000;15.000;0.000;0.000;91.700;3.300;1166.000;19.000
834.250; 0.000;15.010;0.000;0.000;91.400;3.300;1166.000;19.000
834.500; 0.000;15.010;0.000;0.000;91.000;4.000;1166.000;19.000
834.750; 0.000;15.020;0.000;0.000;90.700;3.300;1166.000;19.000
835.000; 0.000;15.020;0.000;0.000;90.300;3.300;1166.000;19.000
835.250; 0.000;15.030;0.000;0.000;89.900;3.300;1166.000;19.000
835.500; 0.000;15.030;0.000;0.000;89.500;4.000;1167.000;19.000
835.750; 0.000;15.030;0.000;0.000;89.100;3.300;1166.000;19.000
836.000; 0.000;15.030;0.000;0.000;88.800;4.000;1167.000;19.000
836.250; 0.000;15.040;0.000;0.000;88.600;4.000;1166.000;19.000
836.500; 0.000;15.040;0.000;0.000;88.300;3.300;1167.000;19.000
836.750; 0.000;15.050;0.000;0.000;88.000;3.300;1167.000;19.000
837.000; 0.000;15.050;0.000;0.000;87.700;4.000;1167.000;19.000
837.250; 0.000;15.050;0.000;0.000;87.500;3.300;1166.000;19.000
837.500; 0.000;15.060;0.000;0.000;87.300;4.000;1166.000;19.000
837.750; 0.000;15.060;0.000;0.000;87.200;3.300;1166.000;19.000
838.000; 0.000;15.060;0.000;0.000;87.100;3.300;1165.000;19.000
838.250; 0.000;15.060;0.000;0.000;87.100;4.000;1166.000;19.000
838.500; 0.000;15.070;0.000;0.000;87.200;4.000;1166.000;19.000
838.750; 0.000;15.070;0.000;0.000;87.200;3.300;1167.000;19.000
839.000; 0.000;15.080;0.000;0.000;87.300;3.300;1166.000;19.000
839.250; 0.000;15.080;0.000;0.000;87.600;3.300;1166.000;19.000
839.500; 0.000;15.080;0.000;0.000;87.900;3.300;1167.000;19.000
839.750; 0.000;15.090;0.000;0.000;88.200;3.300;1167.000;19.000
840.000; 0.000;15.090;0.000;0.000;88.500;3.300;1166.000;19.000
840.250; 0.000;15.090;0.000;0.000;88.600;3.300;1165.000;19.000
840.500; 0.000;15.090;0.000;0.000;88.600;4.000;1166.000;19.000
840.750; 0.000;15.100;0.000;0.000;88.600;3.300;1166.000;19.000
841.000; 0.000;15.100;0.000;0.000;88.600;3.300;1166.000;19.000
841.250; 0.000;15.100;0.000;0.000;88.600;4.000;1166.000;19.000
841.500; 0.000;15.110;0.000;0.000;88.700;3.300;1166.000;19.000
841.750; 0.000;15.110;0.000;0.000;88.600;4.000;1166.000;19.000
842.000; 0.000;15.110;0.000;0.000;88.400;3.300;1166.000;19.000
842.250; 0.000;15.110;0.000;0.000;88.100;3.300;1166.000;19.000
842.500; 0.000;15.110;0.000;0.000;87.700;3.300;1166.000;19.000
842.750; 0.000;15.120;0.000;0.000;87.300;4.000;1166.000;19.000
843.000; 0.000;15.120;0.000;0.000;86.900;4.000;1166.000;19.000
843.250; 0.000;15.130;0.000;0.000;86.400;4.000;1166.000;19.000
843.500; 0.000;15.130;0.000;0.000;86.000;3.300;1167.000;19.000
843.750; 0.000;15.130;0.000;0.000;85.600;3.300;1166.000;19.000
844.000; 0.000;15.130;0.000;0.000;85.300;3.300;1167.000;19.000
844.250; 0.000;15.140;0.000;0.000;85.100;4.000;1166.000;19.000
844.500; 0.000;15.140;0.000;0.000;85.000;3.300;1166.000;19.000
844.750; 0.000;15.140;0.000;0.000;85.000;3.300;1166.000;19.000
845.000; 0.000;15.140;0.000;0.000;85.100;4.000;1167.000;19.000
845.250; 0.000;15.150;0.000;0.000;85.300;3.300;1166.000;19.000
845.500; 0.000;15.150;0.000;0.000;85.600;4.000;1166.000;19.000
845.750; 0.000;15.150;0.000;0.000;86.000;3.300;1167.000;19.000
846.000; 0.000;15.160;0.000;0.000;86.400;3.300;1167.000;19.000
846.250; 0.000;15.160;0.000;0.000;86.800;3.300;1166.000;19.000
846.500; 0.000;15.160;0.000;0.000;87.100;4.000;1166.000;19.000
846.750; 0.000;15.160;0.000;0.000;87.500;3.300;1166.000;19.000
847.000; 0.000;15.170;0.000;0.000;87.800;3.300;1166.000;19.000
847.250; 0.000;15.170;0.000;0.000;88.100;3.300;1166.000;19.000
847.500; 0.000;15.170;0.000;0.000;88.300;3.300;1167.000;19.000
847.750; 0.000;15.170;0.000;0.000;88.400;3.300;1166.000;19.000
848.000; 0.000;15.170;0.000;0.000;88.300;4.000;1166.000;19.000
848.250; 0.000;15.180;0.000;0.000;88.100;4.000;1166.000;19.000
848.500; 0.000;15.180;0.000;0.000;87.800;3.300;1166.000;19.000
848.750; 0.000;15.180;0.000;0.000;87.500;4.000;1166.000;19.000
849.000; 0.000;15.180;0.000;0.000;87.300;3.300;1166.000;19.000
849.250; 0.000;15.180;0.000;0.000;87.000;3.300;1166.000;19.000
849.500; 0.000;15.190;0.000;0.000;86.900;4.000;1166.000;19.000
849.750; 0.000;15.190;0.000;0.000;86.700;4.000;1166.000;19.000
850.000; 0.000;15.190;0.000;0.000;86.700;3.300;1166.000;19.000
850.250; 0.000;15.190;0.000;0.000;86.700;3.300;1166.000;19.000
850.500; 0.000;15.190;0.000;0.000;86.700;4.000;1166.000;19.000
850.750; 0.000;15.200;0.000;0.000;86.900;4.000;1167.000;19.000
851.000; 0.000;15.200;0.000;0.000;87.100;4.000;1166.000;19.000
851.250; 0.000;15.200;0.000;0.000;87.200;3.300;1167.000;19.000
851.500; 0.000;15.200;0.000;0.000;87.400;4.000;1167.000;19.000
851.750; 0.000;15.210;0.000;0.000;87.600;4.000;1166.000;19.000
852.000; 0.000;15.210;0.000;0.000;87.900;3.300;1166.000;19.000
852.250; 0.000;15.210;0.000;0.000;88.000;4.000;1167.000;19.000
852.500; 0.000;15.210;0.000;0.000;88.100;3.300;1166.000;19.000
852.750; 0.000;15.220;0.000;0.000;88.100;3.300;1167.000;19.000
853.000; 0.000;15.220;0.000;0.000;88.000;3.300;1167.000;19.000
853.250; 0.000;15.220;0.000;0.000;87.900;4.000;1166.000;19.000
853.500; 0.000;15.220;0.000;0.000;87.800;3.300;1166.000;19.000
853.750; 0.000;15.220;0.000;0.000;87.800;4.000;1167.000;19.000
854.000; 0.000;15.220;0.000;0.000;87.700;3.300;1166.000;19.000
854.250; 0.000;15.230;0.000;0.000;87.700;4.000;1166.000;19.000
854.500; 0.000;15.230;0.000;0.000;87.600;4.000;1166.000;19.000
854.750; 0.000;15.230;0.000;0.000;87.500;4.000;1166.000;19.000
855.000; 0.000;15.230;0.000;0.000;87.400;3.300;1166.000;19.000
855.250; 0.000;15.230;0.000;0.000;87.200;3.300;1166.000;19.000
855.500; 0.000;15.230;0.000;0.000;86.900;3.300;1167.000;19.000
855.750; 0.000;15.240;0.000;0.000;86.500;3.300;1166.000;19.000
856.000; 0.000;15.240;0.000;0.000;86.100;3.300;1166.000;19.000
856.250; 0.000;15.240;0.000;0.000;85.700;3.300;1166.000;19.000
856.500; 0.000;15.240;0.000;0.000;85.300;3.300;1166.000;19.000
856.750; 0.000;15.250;0.000;0.000;84.900;3.300;1166.000;19.000
857.000; 0.000;15.250;0.000;0.000;84.600;4.000;1166.000;19.000
857.250; 0.000;15.250;0.000;0.000;84.300;3.300;1166.000;19.000
857.500; 0.000;15.250;0.000;0.000;84.100;3.300;1166.000;19.000
857.750; 0.000;15.250;0.000;0.000;83.900;3.300;1166.000;19.000
858.000; 0.000;15.250;0.000;0.000;83.800;4.000;1166.000;19.000
858.250; 0.000;15.250;0.000;0.000;83.800;4.000;1166.000;19.000
858.500; 0.000;15.250;0.000;0.000;83.900;3.300;1166.000;19.000
858.750; 0.000;15.260;0.000;0.000;84.100;4.000;1166.000;19.000
859.000; 0.000;15.260;0.000;0.000;84.300;3.300;1167.000;19.000
859.250; 0.000;15.260;0.000;0.000;84.400;3.300;1166.000;19.000
859.500; 0.000;15.260;0.000;0.000;84.600;3.300;1167.000;19.000
859.750; 0.000;15.270;0.000;0.000;84.700;3.300;1167.000;19.000
860.000; 0.000;15.270;0.000;0.000;84.900;4.000;1166.000;19.000
860.250; 0.000;15.270;0.000;0.000;84.900;3.300;1166.000;19.000
860.500; 0.000;15.270;0.000;0.000;85.000;3.300;1166.000;19.000
860.750; 0.000;15.270;0.000;0.000;85.100;3.300;1167.000;19.000
861.000; 0.000;15.270;0.000;0.000;85.200;3.300;1166.000;19.000
861.250; 0.000;15.280;0.000;0.000;85.300;4.000;1166.000;19.000
