;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;4;7;8;8;8;8;8;8;16;17;18;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;VARIO F1712;VARIO F1712;TEMPERATURE SENSOR;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;ALTITUDE;VARIOMETER;TEMPERATURE;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;TEMPERATURE;TEMPERATURE;TEMPERATURE;
255447;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   49;  -1,0; 330;  268; 70;   50;  -0,8;N 46:46.2405;E 13:49.8207;  -1;   0;   0;
256478;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   50;   0,0; 330;  285; 70;   51;  +1,0;N 46:46.2311;E 13:49.8183;  -1;   0;   0;
257508;15,5;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   53;  +2,3;   2;  307; 65;   54;  +2,5;N 46:46.2210;E 13:49.8116;  -1;   0;   0;
258546;15,0;-9,2;-134,8;18,0;-2,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   56;  +2,8; 330;  325; 62;   57;  +3,2;N 46:46.2142;E 13:49.8041;  -1;   0;   0;
259580;15,6;-8,8;-134,8;17,4;-2,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   59;  +2,8; 330;  346; 57;   61;  +3,3;N 46:46.2084;E 13:49.7930;  -1;   0;   0;
260614;14,0;-6,8;-134,8;14,3;-3,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   62;  +2,8; 330;  358; 54;   62;  +2,7;N 46:46.2060;E 13:49.7855;  -1;   0;   0;
261649;10,6;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   64;  +1,7; 330;  377; 52;   65;  +2,0;N 46:46.2038;E 13:49.7707;  -1;   0;   0;
262683;5,1;-11,9;-134,8;22,3;0,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   64;   0,0;   2;  394; 54;   65;  +0,1;N 46:46.2034;E 13:49.7572;  -1;   0;   0;
263715;3,3;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   63;   0,0; 330;  411; 58;   64;  -1,3;N 46:46.2045;E 13:49.7426;  -1;   0;   0;
264745;3,6;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   63;   0,0; 330;  426; 61;   63;  -0,5;N 46:46.2080;E 13:49.7276;  -1;   0;   0;
265775;3,6;-9,7;-134,8;18,3;-2,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   64;   0,0; 330;  435; 63;   65;  +1,2;N 46:46.2132;E 13:49.7163;  -1;   0;   0;
266808;3,3;-11,9;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   66;  +2,0; 330;  442; 63;   67;  +2,5;N 46:46.2217;E 13:49.7051;  -1;   0;   0;
267843;5,1;-12,9;-134,8;22,6;0,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   68;  +2,0;   2;  444; 64;   70;  +2,2;N 46:46.2315;E 13:49.6975;  -1;   0;   0;
268878;4,6;-17,1;-134,8;25,0;8,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   69;   0,0; 330;  440; 66;   71;  +0,7;N 46:46.2417;E 13:49.6939;  -1;   0;   0;
269910;-4,3;-33,6;-134,8;27,8;18,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,2;  5,7;    31;   68;   0,0; 325;  431; 71;   70;  -1,1;N 46:46.2527;E 13:49.6932;  -1;   0;   0;
270945;-6,2;-32,9;-134,8;26,6;14,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   65;  -2,6; 325;  417; 76;   67;  -2,7;N 46:46.2630;E 13:49.6965;  -1;   0;   0;
271992;-7,3;-23,2;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   62;  -3,3; 325;  389; 80;   63;  -3,2;N 46:46.2743;E 13:49.7073;  -1;   0;   0;
273040;-7,6;-18,9;-134,8;14,9;-3,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   58;  -3,7;   1;  355; 79;   59;  -4,0;N 46:46.2804;E 13:49.7247;  -1;   0;   0;
274077;15,0;-5,5;-134,8;11,0;-4,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   54;  -3,4; 325;  328; 68;   55;  -3,8;N 46:46.2789;E 13:49.7416;  -1;   0;   0;
275112;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   53;  -1,0; 328;  312; 63;   53;  -2,0;N 46:46.2716;E 13:49.7556;  -1;   0;   0;
276144;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   53;   0,0; 328;  309; 63;   54;  +0,6;N 46:46.2617;E 13:49.7644;  -1;   0;   0;
277175;9,1;-11,9;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   53;   0,0; 328;  319; 64;   54;   0,0;N 46:46.2505;E 13:49.7667;  -1;   0;   0;
278207;4,6;-14,6;-134,8;23,4;2,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   53;   0,0;   2;  332; 65;   54;  -0,1;N 46:46.2422;E 13:49.7647;  -1;   0;   0;
279238;4,5;-11,9;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   53;   0,0; 328;  357; 65;   54;  +0,5;N 46:46.2315;E 13:49.7558;  -1;   0;   0;
280269;4,8;-6,1;-134,8;12,6;-3,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   56;  +2,1; 328;  381; 60;   57;  +2,2;N 46:46.2263;E 13:49.7428;  -1;   0;   0;
281302;4,0;0,7;-134,8;0,6;-6,8;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    31;   58;  +2,0; 328;  401; 58;   59;  +2,3;N 46:46.2265;E 13:49.7291;  -1;   0;   0;
282335;3,7;-5,7;-134,8;10,9;-4,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   58;   0,0; 328;  415; 56;   60;  +0,4;N 46:46.2314;E 13:49.7154;  -1;   0;   0;
283367;3,7;-12,6;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   59;   0,0;   2;  424; 60;   59;  -0,3;N 46:46.2380;E 13:49.7052;  -1;   0;   0;
284399;15,5;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    31;   59;   0,0; 328;  431; 63;   60;  +0,5;N 46:46.2465;E 13:49.6955;  -1;   0;   0;
285430;14,9;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   61;   0,0; 328;  436; 64;   62;  +1,8;N 46:46.2563;E 13:49.6869;  -1;   0;   0;
286461;7,3;-18,3;-134,8;25,6;10,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   61;   0,0; 328;  439; 65;   63;  +1,3;N 46:46.2630;E 13:49.6824;  -1;   0;   0;
287494;0,3;-13,5;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   61;   0,0; 328;  440; 68;   62;  -1,0;N 46:46.2772;E 13:49.6756;  -1;   0;   0;
288527;-1,0;-15,8;-134,8;23,2;2,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    32;   59;  -1,5; 327;  437; 72;   60;  -2,2;N 46:46.2885;E 13:49.6731;  -1;   0;   0;
289562;-1,6;-13,7;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   57;  -1,0; 327;  428; 77;   58;  -1,2;N 46:46.3019;E 13:49.6742;  -1;   0;   0;
290595;-1,2;-13,4;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   58;   0,0; 327;  413; 78;   59;  +0,6;N 46:46.3134;E 13:49.6797;  -1;   0;   0;
291626;-1,0;-13,7;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   59;   0,0; 327;  391; 75;   61;  +1,8;N 46:46.3237;E 13:49.6898;  -1;   0;   0;
292656;0,4;-13,7;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   60;   0,0;   1;  370; 71;   62;  +1,5;N 46:46.3300;E 13:49.7004;  -1;   0;   0;
293686;12,4;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   60;   0,0; 327;  342; 68;   62;  -0,5;N 46:46.3352;E 13:49.7151;  -1;   0;   0;
294718;4,0;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   57;  -2,6; 327;  318; 66;   59;  -3,0;N 46:46.3370;E 13:49.7284;  -1;   0;   0;
295754;13,5;-11,9;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   51;  -5,4; 327;  289; 69;   53;  -5,8;N 46:46.3359;E 13:49.7442;  -1;   0;   0;
296789;14,9;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   46;  -4,6; 327;  256; 72;   46;  -5,2;N 46:46.3295;E 13:49.7633;  -1;   0;   0;
297829;14,9;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   43;  -3,0;   1;  237; 73;   44;  -3,2;N 46:46.3220;E 13:49.7758;  -1;   0;   0;
298863;14,9;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   43;   0,0; 327;  223; 76;   43;  -0,3;N 46:46.3110;E 13:49.7882;  -1;   0;   0;
299893;14,9;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   45;  +1,8; 327;  221; 74;   45;  +2,2;N 46:46.2994;E 13:49.7957;  -1;   0;   0;
300928;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   50;  +4,0; 327;  228; 69;   50;  +4,5;N 46:46.2886;E 13:49.7987;  -1;   0;   0;
301962;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   54;  +4,3; 328;  238; 63;   54;  +4,9;N 46:46.2816;E 13:49.7982;  -1;   0;   0;
302998;15,5;-5,7;-134,8;12,4;-3,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   57;  +3,3;   2;  255; 51;   59;  +3,3;N 46:46.2729;E 13:49.7938;  -1;   0;   0;
304032;15,5;8,0;-134,8;-9,4;-9,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    32;   59;  +1,6; 328;  274; 47;   60;  +1,7;N 46:46.2670;E 13:49.7861;  -1;   0;   0;
305065;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   58;   0,0; 324;  290; 48;   59;  -1,0;N 46:46.2634;E 13:49.7778;  -1;   0;   0;
306101;7,7;-5,7;-134,8;12,4;-3,7;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   55;  -2,3; 328;  311; 53;   56;  -3,3;N 46:46.2595;E 13:49.7656;  -1;   0;   0;
307136;15,5;-14,4;-134,8;23,8;4,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   51;  -3,3; 328;  330; 60;   52;  -4,0;N 46:46.2566;E 13:49.7541;  -1;   0;   0;
308171;15,5;-11,8;-134,8;22,0;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   49;  -1,8;   2;  354; 63;   50;  -2,2;N 46:46.2536;E 13:49.7402;  -1;   0;   0;
309203;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   49;   0,0; 328;  382; 65;   50;  +0,1;N 46:46.2507;E 13:49.7232;  -1;   0;   0;
310234;15,5;-10,0;-134,8;18,0;-2,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   50;   0,0; 328;  403; 64;   51;  +0,7;N 46:46.2495;E 13:49.7105;  -1;   0;   0;
311264;15,5;1,5;-134,8;2,1;-6,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   51;   0,0; 328;  427; 62;   52;  +1,2;N 46:46.2493;E 13:49.6958;  -1;   0;   0;
312295;15,5;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    32;   52;   0,0; 328;  450; 59;   53;  +0,9;N 46:46.2498;E 13:49.6815;  -1;   0;   0;
313327;15,5;3,1;-134,8;-1,9;-7,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   52;   0,0;   2;  472; 58;   53;  +0,2;N 46:46.2505;E 13:49.6675;  -1;   0;   0;
314357;5,2;3,0;-134,8;0,7;-7,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   52;   0,0; 328;  491; 58;   52;  -0,8;N 46:46.2505;E 13:49.6561;  -1;   0;   0;
315390;2,2;-11,8;-134,8;21,9;-1,2;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    32;   49;  -2,0; 328;  516; 58;   50;  -2,2;N 46:46.2488;E 13:49.6422;  -1;   0;   0;
316424;1,5;-17,3;-134,8;24,9;7,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    32;   46;  -2,8; 328;  537; 56;   47;  -3,6;N 46:46.2436;E 13:49.6320;  -1;   0;   0;
317459;4,2;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    32;   43;  -3,0; 328;  553; 54;   43;  -3,1;N 46:46.2343;E 13:49.6265;  -1;   0;   0;
318493;15,5;-13,7;-134,8;23,1;1,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    32;   41;  -1,4; 328;  559; 55;   41;  -1,5;N 46:46.2247;E 13:49.6272;  -1;   0;   0;
319526;10,1;-15,3;-134,8;24,3;6,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    33;   42;   0,0; 328;  558; 58;   42;  +0,3;N 46:46.2162;E 13:49.6324;  -1;   0;   0;
320557;15,5;-18,5;-134,8;25,3;9,5;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    33;   42;   0,0; 328;  549; 63;   42;  +0,6;N 46:46.2072;E 13:49.6432;  -1;   0;   0;
321587;15,5;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    33;   43;   0,0; 328;  535; 67;   43;  +0,8;N 46:46.2013;E 13:49.6562;  -1;   0;   0;
322619;15,5;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    33;   43;   0,0;   2;  515; 71;   44;  +0,9;N 46:46.1968;E 13:49.6727;  -1;   0;   0;
323650;15,5;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    33;   44;   0,0; 325;  494; 73;   44;  +0,2;N 46:46.1944;E 13:49.6887;  -1;   0;   0;
324679;10,6;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    33;   44;   0,0; 325;  469; 76;   44;  -0,2;N 46:46.1936;E 13:49.7072;  -1;   0;   0;
325709;15,5;-11,8;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    33;   43;   0,0; 325;  446; 77;   44;  -0,4;N 46:46.1940;E 13:49.7243;  -1;   0;   0;
326739;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,0;  5,7;    33;   43;   0,0; 325;  419; 78;   43;  -0,2;N 46:46.1956;E 13:49.7431;  -1;   0;   0;
327771;15,5;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   44;   0,0; 325;  398; 78;   44;  +0,7;N 46:46.1978;E 13:49.7583;  -1;   0;   0;
328804;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   44;   0,0; 325;  376; 78;   45;  +0,7;N 46:46.2008;E 13:49.7732;  -1;   0;   0;
329835;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   45;   0,0; 325;  346; 77;   45;  +0,1;N 46:46.2061;E 13:49.7943;  -1;   0;   0;
330866;15,5;-11,8;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   44;   0,0; 325;  326; 78;   44;  -0,5;N 46:46.2103;E 13:49.8086;  -1;   0;   0;
331897;15,5;-7,0;-134,8;14,9;-3,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    33;   43;   0,0; 325;  306; 78;   43;  -1,2;N 46:46.2150;E 13:49.8226;  -1;   0;   0;
332929;12,9;-7,6;-134,8;15,2;-3,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   41;  -1,8;   1;  282; 80;   42;  -1,7;N 46:46.2213;E 13:49.8398;  -1;   0;   0;
333967;7,0;-3,0;-134,8;10,4;-4,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    33;   39;  -2,2; 325;  259; 83;   39;  -1,9;N 46:46.2288;E 13:49.8569;  -1;   0;   0;
335000;15,5;-3,4;-134,8;9,1;-4,6;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    33;   37;  -1,8; 325;  236; 86;   37;  -2,3;N 46:46.2376;E 13:49.8738;  -1;   0;   0;
336036;4,2;-4,5;-134,8;11,8;-3,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,7;  0,0;3;   0,1;  5,7;    33;   36;   0,0; 325;  213; 87;   36;  -0,9;N 46:46.2481;E 13:49.8890;  -1;   0;   0;
337066;3,3;-13,7;-134,8;24,7;7,4;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    33;   35;   0,0; 325;  195; 86;   35;  -0,8;N 46:46.2582;E 13:49.8987;  -1;   0;   0;
338099;7,7;-11,9;-134,8;22,2;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    33;   34;  -1,2;   1;  171; 85;   34;  -1,3;N 46:46.2712;E 13:49.9044;  -1;   0;   0;
339133;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   32;  -1,1; 325;  143; 83;   32;  -1,3;N 46:46.2871;E 13:49.9034;  -1;   0;   0;
340168;12,9;-15,8;-134,8;24,0;5,1;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    33;   31;  -1,4; 328;  121; 83;   31;  -1,2;N 46:46.2985;E 13:49.8980;  -1;   0;   0;
341203;15,5;-12,5;-134,8;22,3;0,9;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    33;   29;  -1,7; 328;  100; 84;   29;  -1,9;N 46:46.3107;E 13:49.8865;  -1;   0;   0;
342238;15,5;-33,0;-134,8;31,7;32,3;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,1;  5,7;    33;   28;  -1,0; 324;   93; 83;   28;  -1,4;N 46:46.3188;E 13:49.8738;  -1;   0;   0;
343269;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   28;   0,0;   1;  100; 81;   28;  +0,1;N 46:46.3261;E 13:49.8571;  -1;   0;   0;
344302;15,5;-11,8;-134,8;22,0;-1,0;-139,9;152,2;103,4;0,0;0,0;99,9;-100,0;6,0;-100,0;-100,0;0,0;  5,8;  0,0;3;   0,0;  5,7;    33;   30;  +1,7; 323;  118; 76;   30;  +2,4;N 46:46.3317;E 13:49.8407;  -1;   0;   0;
