AkkuMasterC4
Zeit [sec];Spannung [V];Strom [A];Ladung [mAh]
15070.00; 7.475;0.500;2092.000
15080.00; 7.465;0.500;2093.000
15090.00; 7.475;0.500;2095.000
15100.00; 7.475;0.500;2096.000
15110.00; 7.475;0.500;2097.000
15120.00; 7.470;0.500;2099.000
15130.00; 7.470;0.500;2101.000
15140.00; 7.465;0.500;2102.000
15150.00; 7.460;0.500;2104.000
15160.00; 7.475;0.500;2105.000
15170.00; 7.485;0.500;2106.000
15180.00; 7.475;0.500;2108.000
15190.00; 7.470;0.500;2109.000
15200.00; 7.445;0.500;2110.000
15210.00; 7.460;0.500;2112.000
15220.00; 7.485;0.500;2113.000
15230.00; 7.465;0.500;2114.000
15240.00; 7.475;0.500;2116.000
15250.00; 7.485;0.500;2117.000
15260.00; 7.470;0.500;2118.000
15270.00; 7.485;0.500;2120.000
15280.00; 7.485;0.500;2121.000
15290.00; 7.470;0.500;2122.000
15300.00; 7.470;0.500;2124.000
15310.00; 7.470;0.500;2126.000
15320.00; 7.485;0.500;2127.000
15330.00; 7.475;0.500;2129.000
15340.00; 7.490;0.500;2130.000
15350.00; 7.470;0.500;2131.000
15360.00; 7.485;0.500;2133.000
15370.00; 7.485;0.500;2134.000
15380.00; 7.475;0.500;2135.000
15390.00; 7.485;0.500;2137.000
15400.00; 7.470;0.500;2138.000
15410.00; 7.485;0.500;2139.000
15420.00; 7.490;0.500;2141.000
15430.00; 7.490;0.500;2142.000
15440.00; 7.475;0.500;2143.000
15450.00; 7.485;0.500;2145.000
15460.00; 7.475;0.500;2146.000
15470.00; 7.480;0.500;2147.000
15480.00; 7.490;0.500;2149.000
15490.00; 7.475;0.500;2151.000
15500.00; 7.475;0.500;2152.000
15510.00; 7.470;0.500;2154.000
15520.00; 7.470;0.500;2155.000
15530.00; 7.470;0.500;2156.000
15540.00; 7.475;0.500;2158.000
15550.00; 7.485;0.500;2159.000
15560.00; 7.470;0.500;2160.000
15570.00; 7.475;0.500;2162.000
15580.00; 7.460;0.500;2163.000
15590.00; 7.465;0.500;2164.000
15600.00; 7.485;0.500;2166.000
15610.00; 7.470;0.500;2167.000
15620.00; 7.470;0.500;2168.000
15630.00; 7.475;0.500;2170.000
15640.00; 7.460;0.500;2171.000
15650.00; 7.460;0.500;2172.000
15660.00; 7.475;0.500;2174.000
15670.00; 7.465;0.500;2176.000
15680.00; 7.460;0.500;2177.000
15690.00; 7.475;0.500;2179.000
15700.00; 7.475;0.500;2180.000
15710.00; 7.450;0.500;2181.000
15720.00; 7.470;0.500;2183.000
15730.00; 7.470;0.500;2184.000
15740.00; 7.465;0.500;2185.000
15750.00; 7.470;0.500;2187.000
15760.00; 7.470;0.500;2188.000
15770.00; 7.460;0.500;2189.000
15780.00; 7.455;0.500;2191.000
15790.00; 7.450;0.500;2192.000
15800.00; 7.470;0.500;2193.000
15810.00; 7.460;0.500;2195.000
15820.00; 7.460;0.500;2196.000
15830.00; 7.445;0.500;2197.000
15840.00; 7.445;0.500;2199.000
15850.00; 7.460;0.500;2201.000
15860.00; 7.455;0.500;2202.000
15870.00; 7.445;0.500;2204.000
15880.00; 7.445;0.500;2205.000
15890.00; 7.450;0.500;2206.000
15900.00; 7.465;0.500;2208.000
15910.00; 7.455;0.500;2209.000
15920.00; 7.455;0.500;2210.000
15930.00; 7.440;0.500;2212.000
15940.00; 7.445;0.500;2213.000
15950.00; 7.455;0.500;2214.000
15960.00; 7.445;0.500;2216.000
15970.00; 7.445;0.500;2217.000
15980.00; 7.430;0.500;2218.000
15990.00; 7.445;0.500;2220.000
16000.00; 7.440;0.500;2221.000
16010.00; 7.440;0.500;2222.000
16020.00; 7.440;0.500;2224.000
16030.00; 7.455;0.500;2226.000
16040.00; 7.460;0.500;2227.000
16050.00; 7.440;0.500;2229.000
16060.00; 7.445;0.500;2230.000
16070.00; 7.430;0.500;2231.000
16080.00; 7.430;0.500;2233.000
16090.00; 7.415;0.500;2234.000
16100.00; 7.440;0.500;2235.000
16110.00; 7.425;0.500;2237.000
16120.00; 7.420;0.500;2238.000
16130.00; 7.435;0.500;2239.000
16140.00; 7.420;0.500;2241.000
16150.00; 7.420;0.500;2242.000
16160.00; 7.435;0.500;2243.000
16170.00; 7.415;0.500;2245.000
16180.00; 7.425;0.500;2246.000
16190.00; 7.410;0.500;2247.000
16200.00; 7.430;0.500;2249.000
16210.00; 7.410;0.500;2251.000
16220.00; 7.425;0.500;2252.000
16230.00; 7.430;0.500;2254.000
16240.00; 7.425;0.500;2255.000
16250.00; 7.430;0.500;2256.000
16260.00; 7.425;0.500;2258.000
16270.00; 7.415;0.500;2259.000
16280.00; 7.420;0.500;2260.000
16290.00; 7.390;0.500;2262.000
16300.00; 7.410;0.500;2263.000
16310.00; 7.415;0.500;2264.000
16320.00; 7.415;0.500;2266.000
16330.00; 7.410;0.500;2267.000
16340.00; 7.415;0.500;2268.000
16350.00; 7.410;0.500;2270.000
16360.00; 7.395;0.500;2271.000
16370.00; 7.400;0.500;2272.000
16380.00; 7.420;0.500;2274.000
16390.00; 7.400;0.500;2276.000
16400.00; 7.410;0.500;2277.000
16410.00; 7.385;0.500;2279.000
16420.00; 7.400;0.500;2280.000
16430.00; 7.395;0.500;2281.000
16440.00; 7.400;0.500;2283.000
16450.00; 7.395;0.500;2284.000
16460.00; 7.405;0.500;2285.000
16470.00; 7.395;0.500;2287.000
